,0,1,4,6,8,10,11,14,16,19,25,27,30,33,38,41,45,50,57,59,61,63,77,82,85,87,88,97
0,0.0,-3.581698682192898,-0.8822662645835792,0.0,0.0,0.0,0.0,0.0,-68.69424610159521,0.0,0.0,0.0,-118.88299189713013,-17.56703920666234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.52340395932694,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-5.447475598030957,-0.24731600526732556,0.0,0.0,0.0,0.0,0.0,-65.60225083139291,0.0,0.0,0.0,-111.43953974928428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.41145856059578,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-5.923072189110097,0.0,0.0,0.0,0.0,0.0,0.0,-66.28261796705877,0.0,0.0,0.0,-112.38810734246238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.64432312227012,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-8.989652262463414,-8.989652262463414,0.0,0.0,0.0,0.0,0.0,-63.845861640337525,0.0,0.0,0.0,-117.67669446166076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.28400109218178,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,-8.945966047365049,-8.945966047365049,0.0,0.0,0.0,0.0,0.0,-63.53680695809539,0.0,0.0,0.0,-117.09517480616566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.27936199736766,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,-12.484014700835568,-12.48401470083557,0.0,0.0,0.0,0.0,0.0,-64.43565414644968,0.0,0.0,0.0,-101.09709425518032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.70700393622104,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,-149.99479071475466,-88.5636812282376,0.0,0.0,0.0,0.0,0.0,-13.510161781278924,0.0,0.0,0.0,-5.233261604308674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.19915926363606,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,-114.0,-114.0,-0.0,0.0,0.0,0.0,0.0,-17.31631646741765,0.0,0.0,0.0,-1.400581527732416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.76565309272856,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,-148.6300141591575,-89.52812332752636,0.0,0.0,0.0,0.0,0.0,-13.431850767284878,0.0,0.0,0.0,-3.870845798644729,-1.6369912136027036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.89385758406073,0.0,0.0,0.0,0.0,0.0,0.0
