,heat pump Beauly,heat pump Peterhead,heat pump Errochty,heat pump Denny/Bonnybridge,heat pump Neilston,heat pump Strathaven,heat pump Torness,heat pump Eccles,heat pump Harker,heat pump Stella West,heat pump Penwortham,heat pump Deeside,heat pump Daines,heat pump Th. Marsh/Stocksbridge,heat pump Thornton/Drax/Eggborough,heat pump Keadby,heat pump Ratcliffe,heat pump Feckenham,heat pump Walpole,heat pump Bramford,heat pump Pelham,heat pump Sundon/East Claydon,heat pump Melksham,heat pump Bramley,heat pump London,heat pump Kemsley,heat pump Sellindge,heat pump Lovedean,heat pump S.W.Penisula
0,-5750.075436,-26508.484423000005,-69.92321546854282,-3666.2756927683217,-7207.125031318622,-6584.552867768543,-2786.8343408433884,-1207.4480185433886,-616.37409876836,-6818.6412208433885,-686.60148393963,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15233.079464727443,-12088.196041846157,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,-5750.075436,-26552.943733,-462.2202173483188,-4665.9103292316395,-7207.125031318622,-6584.55286776836,-3029.7535708433884,-1285.4413997433885,-669.4158797683599,-6906.658170843389,-6189.582382678328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15236.410071727445,-12174.145825846157,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-5750.075436,-26695.121922999995,-666.3926160568423,-5782.06650423164,-7207.125031318622,-6584.55286776836,-3289.6368068433885,-1367.8124044433887,-616.37409876836,-8572.985338843388,-7942.089661016009,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15419.302091727444,-12596.058798846154,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,-5842.925957099999,-26907.983113,-279.0142387683599,-5474.20852676836,-7597.413093318622,-9953.12073176836,-2704.0127821566116,-495.6990416566114,-992.5242507683599,-9713.71826784339,-7766.847795657487,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15754.447946727445,-13270.10752784616,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,-6143.682053699999,-27294.582881,-279.0142387683599,-5474.20852676836,-7597.413093318622,-9953.12073176836,-3721.662335156612,-802.4954581566114,-1373.76059976836,-6906.658170843389,-13251.685871520582,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-16681.306676727443,-14926.19095084616,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,-7021.62667,-28769.989471,-279.0142387683599,-5474.20852676836,-7597.413093318622,-9953.12073176836,-6358.952564156611,-1589.8496791566115,-2558.77287476836,-7869.350433065677,-13026.68014060108,-0.0,-0.0,-0.0,-0.0,-1891.4976162185774,-0.0,-0.0,-19530.415637907936,-14926.19095084616,-12725.502344375756,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,-7764.67032,-30296.068027999998,-1626.51516976836,-10938.12414176836,-14670.749787681381,-14504.94583176836,-9989.799134862347,-0.0,-4143.575747768359,-11256.511683757204,-0.0,-0.0,-0.0,-0.0,-0.0,-6107.194830649823,-0.0,-0.0,-18356.98461519488,-19717.769441249187,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,-7893.6039599999995,-30179.428451000003,-0.0,-10396.512636712196,-14670.749787681381,-14504.94583176836,-2289.3242091566117,-367.4998067566114,-3998.92572076836,-18174.622431727286,-0.0,-0.0,-0.0,-0.0,-0.0,-5753.815865205645,-0.0,-0.0,-20112.61409262732,-17752.235080761555,-10484.746851038213,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,-7893.6039599999995,-29077.097971000003,-1075.7375158532052,-10938.12414176836,-14670.749787681381,-14504.94583176836,-7958.887977156612,-2073.8118251566116,-2888.55159976836,-14498.208320475509,-0.0,-0.0,-0.0,-0.0,-0.0,-5388.967241948692,-0.0,-0.0,-20622.141291727443,-15856.097319621394,-10172.384211514332,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,-6925.243616999999,-28156.273052,-1626.51516976836,-10938.12414176836,-6002.881330497865,-9712.035961768359,-5715.962949156611,-1395.9318861566114,-2044.68161776836,-14669.753641156609,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21903.169694421962,-18173.597777846157,-11152.258977217798,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10,-6925.243616999999,-27612.244311,-60.91451998970241,-10938.12414176836,-7206.202217250542,-9712.035961768359,-4525.106955156612,-1034.1052151566114,-2558.77287476836,-11870.40041115661,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17554.977200727444,-16236.35178884616,-12436.161404420323,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11,-7893.6039599999995,-27554.061912,-210.31169400639482,-10938.12414176836,-14670.749787681381,-14504.94583176836,-4300.525165156611,-964.3688451566113,-4013.161333228063,-11229.412691156613,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17727.933540727445,-15871.386378846157,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,-7893.6039599999995,-27552.920766,-177.12725460943724,-5474.20852676836,-14670.749787681381,-14504.94583176836,-4267.780221156611,-954.4134361566115,-2142.226068117751,-11151.966471156611,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17650.249766727444,-15818.119536846156,-7567.784504937209,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13,-7764.67032,-27443.765443,-195.05622081766938,-5474.20852676836,-14670.749787681381,-14504.94583176836,-4134.968024156611,-914.1563031566113,-0.0,-10847.014121156612,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17339.607379727444,-15799.091737846156,-9606.467577172418,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,-6506.957826,-27552.920766,-0.0,-5474.20852676836,-14670.749787681381,-14504.94583176836,-4459.462388156611,-1011.2616811566113,-0.0,-11497.635831156611,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17467.255243727443,-16027.415758846157,-9647.596650375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15,-6506.957826,-28113.224821,-0.0,-4782.43186776836,-14670.749787681381,-14504.94583176836,-6316.629887156611,-1567.9739631566115,-0.0,-15293.102511156609,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-18737.60074468215,-19153.372817846157,-9647.596650375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,-7506.803040000001,-29185.385791000004,-184.0232246683599,-4782.4318677683605,-3741.976190685835,-9953.12073176836,-9466.610612156612,-2511.7608621566114,-3304.15586476836,-7889.26561429912,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-18162.997539003372,-13270.10752784616,-9647.596650375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
17,-7506.803040000001,-28156.273052,-184.0232246683599,-4782.43186776836,-5806.187367317433,-6584.55286776836,-2289.3242091566117,-367.4998067566114,-3606.6601407683593,-10027.814981557563,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17538.016811029993,-9721.89897648557,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
18,-7506.803040000001,-29449.794384,-69.92321546835996,-3666.27569276836,-7207.125031318622,-6584.55286776836,-2289.3242091566117,-367.4998067566114,-616.37409876836,-9341.303404462038,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-16761.449380566133,-2776.991766570941,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
19,-6143.682053699999,-29158.655455,-69.92321546835996,-3666.27569276836,-11800.598287681376,-11130.015821768358,-2029.4409731566113,-285.1288020566114,-3204.90374076836,-8713.405670156611,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15195.826631774104,-7548.741022153843,-6046.705729775255,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20,-6143.682053699999,-28797.754444,-569.7851296830585,-7958.64549576836,-11800.598287681376,-11130.015821768358,-8020.358745156611,-2081.8158101566114,-2821.62170276836,-6587.885052041617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14274.205552809644,-11252.821332153842,-7751.245309048975,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
21,-7021.62667,-28195.616046,-1070.63421376836,-7958.64549576836,-11800.598287681376,-11130.015821768358,-6314.914820156611,-1571.6361881566115,-2199.23613376836,-10870.714008455967,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17500.05774218136,-4211.409191532636,-6439.661179375755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
