,heat pump Beauly,heat pump Peterhead,heat pump Errochty,heat pump Denny/Bonnybridge,heat pump Neilston,heat pump Strathaven,heat pump Torness,heat pump Eccles,heat pump Harker,heat pump Stella West,heat pump Penwortham,heat pump Deeside,heat pump Daines,heat pump Th. Marsh/Stocksbridge,heat pump Thornton/Drax/Eggborough,heat pump Keadby,heat pump Ratcliffe,heat pump Feckenham,heat pump Walpole,heat pump Bramford,heat pump Pelham,heat pump Sundon/East Claydon,heat pump Melksham,heat pump Bramley,heat pump London,heat pump Kemsley,heat pump Sellindge,heat pump Lovedean,heat pump S.W.Penisula
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.074190733691516,9.758481833029578,9.26211250654788,9.061059790018163,6.604224709738752,15.50273018990137,13.630340626059237,0.0,0.0,0.0,28.524648830562725,20.97863839772277,19.633678748510334,9.486343438862384,11.341701979663469,14.223185042861601,17.930132275334486,17.492047746825733
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87976919258476,4.1031765097696535,4.714270211827191,4.7025956240343305,2.4179313304304912,10.713673233409125,8.907143217689423,0.0,0.0,0.0,22.475271014327788,16.322098734365923,14.696047796461237,5.207005351083957,6.785729280297886,10.132515484498981,13.156660596202705,12.914615014389973
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.464812628041358,4.699044991023321,5.2835699991516805,5.268355791786661,2.976152737610306,11.364604821779409,8.65170884944294,0.0,0.0,0.0,23.604396912214128,17.3857751609128,15.478976988926298,5.888018310970935,7.672161561135063,10.41137920119219,13.827231571133773,13.595259360684274
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.990404283810044,4.353832362776508,5.831659970677592,6.012886674884591,3.3058396337494855,10.096144319237752,9.932011667164176,0.0,0.0,0.0,23.959214877998328,17.145577103388803,15.156174638516653,5.905349596863161,7.672000546090892,10.305781997777828,13.789815023919786,13.64091082485912
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6823966405575135,4.0599906022128,5.3541125649145584,5.53384815640085,3.014358609289438,9.806592351463593,9.619050587741498,0.0,0.0,0.0,23.887557520267507,16.571638264837254,14.775438061812096,5.160012409885297,5.628470382226723,8.560410938868728,12.990330890702658,12.569597201792547
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.415255929112469,3.6164226951376435,2.8923065370183068,2.6473541182286695,0.0,9.229096738413006,7.577026999550384,0.0,0.0,0.0,21.178506397336307,14.3663903305889,13.541713802484566,4.641699537427357,7.019965039769922,9.25893577387734,10.692113093858197,11.321044546624869
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004602272727275647,0.0,0.0,4.398650018074903,7.749499224657498,4.819128167251982,2.7656486091487196,2.3404618205564063,0.0,9.250817741451769,8.485025726869623,0.0,0.0,0.0,21.203829485339547,14.07086702567743,13.19102966476585,4.449106245082923,5.666460647186192,8.245599501027606,10.159610882898889,10.46542123827033
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118038932109542,9.251214822212752,5.413392143999587,2.7265123559224094,2.148501173730139,0.0,9.67730800506741,9.016795384310285,0.0,0.0,0.0,21.44889082665147,14.045867222660718,13.981794273885164,5.167675694276291,6.408938947730455,8.860220895218205,11.440720824967286,10.832500845060558
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7711650953997093,7.04004480002542,5.856446325762633,2.756419412407581,2.302491978192748,0.0,9.211537188424415,7.567524091230311,0.0,0.0,0.0,20.6516417286671,13.561362294669479,13.607006748580794,4.924076151433752,6.221761195348584,9.222798088005824,11.149870117189323,10.60011009168251
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.108628345609965,24.567067111140474,15.413712076503572,9.124859801569613,7.876779692611251,7.223948729541014,20.312209146435052,19.11643529213562,0.0,0.0,0.0,32.75465811743689,24.630000000000003,24.85191863856158,14.143996994872538,15.830228852002719,19.29582582460661,21.12234560099101,21.731815364603847
