Timestamp,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
07/07/2035 04:00,171.5764093,13.12872149,13.60694515,11.29436871,71.98058021,123.6038092,54.76246028,142.3054349,266.5589733,408.9150135,541.9327266,321.6489881,48.04933922,308.0774063,11.51610347,13.33850256,403.0743485,165.4605617,60.13211758,19.91863009,14.22483381,673.0871274,1774.978678,1103.191027,112.6279751,165.9670736,6.386900172,3.150505446,2264.644295
07/07/2035 05:00,171.5764093,62.43927825,11.38546452,9.45044113,71.98058021,123.6038092,158.7995155,412.6555671,1009.236108,138.4867128,477.9308173,517.9116253,48.04933922,890.2201807,33.27692165,13.33850256,403.0743485,157.4699045,58.81837871,13.67226855,14.22483381,578.3936833,1112.669447,453.9832107,155.353438,141.7790937,5.640984747,29.27927591,878.7796535
07/07/2035 06:00,162.7077098,24.91638534,111.4360704,92.49688689,35.888563,61.6272206,178.3507299,463.461248,347.2236087,477.2533581,945.4248161,472.5543402,141.667233,426.197067,15.93148158,13.33850256,1038.057698,165.4605617,62.66391592,13.67226855,14.22483381,661.4194694,1774.978678,1058.177309,117.8407014,141.7790937,9.271476011,29.27927591,878.7796535
07/07/2035 07:00,70.54832321,25.74909009,252.8213231,209.8529249,35.888563,61.6272206,78.35651765,203.6168255,315.0459643,204.9753757,543.5401225,472.5543402,297.4076802,658.1878334,24.60342446,13.33850256,1038.057698,165.4605617,66.78630465,24.14216047,14.22483381,661.4194694,744.23637,550.4009195,387.5873498,165.9670736,12.17030561,35.66171618,1194.484373
07/07/2035 08:00,191.4491247,35.45593325,168.103586,139.5334412,47.62867661,81.78714093,100.9056708,262.2129336,312.1360549,287.2548564,543.5401225,1163.544827,187.1224389,419.0175262,15.66310638,15.25861495,529.1933306,622.8128831,44.0041692,13.24053884,15.00990352,2012.72728,845.6313659,653.2619382,256.5455725,165.9670736,13.50129227,35.66171618,920.8939181
07/07/2035 09:00,84.70359313,49.78118966,82.80424982,68.73120435,77.54497287,133.1588882,57.30770047,148.9194824,744.4339791,176.9218734,396.4101326,445.0901783,187.1224389,387.5308421,14.48611675,15.25861495,542.1642553,897.3884165,63.48848527,9.6397662,15.00990352,947.7727317,713.3743285,453.9832107,123.436365,149.7834592,5.8707402,29.27927591,1401.810485
07/07/2035 10:00,51.80748461,24.08015694,93.38189531,77.51111982,77.54497287,133.1588882,32.726318,85.04243402,291.5967584,126.3708698,170.5754415,212.7427354,197.4497411,202.3666869,7.564578439,26.20507232,330.7346484,946.9153542,93.40654212,18.94551238,13.29568945,839.5318392,735.9337371,612.8560442,97.74606757,86.33453743,13.23820102,35.66171618,1401.810485
07/07/2035 11:00,88.60164148,25.15296519,38.9996734,32.37146074,77.54497287,133.1588882,29.79795424,77.43280369,108.5370243,314.0217685,852.1045163,360.5460929,178.1962205,489.1861724,18.2860491,19.36252925,330.7346484,838.7723789,36.43949679,13.24053884,13.29568945,839.5318392,728.0338449,553.095842,107.8369641,149.7834592,6.263336391,82.71910325,684.9345099
07/07/2035 12:00,88.60164148,20.11052624,62.11105315,51.55493221,20.77384594,35.67248948,89.47734969,232.5153599,152.3588165,119.7528065,418.2880392,370.573808,178.1962205,174.795137,6.533938687,13.40049264,754.9751572,740.2284599,108.6295857,7.574876931,13.29568945,582.3604334,556.508033,510.2251555,82.38885948,149.7834592,13.23820102,82.71910325,524.5861583
07/07/2035 13:00,51.80748461,37.89666143,40.59499738,33.69565048,20.77384594,35.67248948,41.16054362,106.9595674,86.27770624,142.7923888,376.99997,456.4787193,156.7513181,478.7898465,17.8974287,6.689299881,434.6974712,1003.773613,47.83270881,8.729134693,12.99140814,525.5738885,1107.900058,395.0970251,41.01187051,57.21080926,3.848025635,12.61455409,964.0186635
