name,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
01/01/2016 00:00,162.3368367,220.5560534,76.79296607,573.3399716,722.542638,121.452532,171.9334244,49.12140362,245.8267024,1494.623256,703.5063855,1677.564833,1644.805194,1318.032523,1215.370333,419.1068794,1018.81655,2108.878623,583.4293533,713.6263305,439.3929776,1489.945803,2205.266765,660.9474773,4611.654761,784.4967056,420.4562493,1107.401055,1392.260147
01/01/2016 01:00,161.3773067,218.2229039,76.31591607,569.7839716,718.342698,120.231402,167.3978278,47.7305512,243.0083462,1481.947819,688.7124518,1666.879335,1634.975194,1304.188981,1204.689124,416.5437994,1012.62385,2096.273623,577.7066298,704.522757,436.7571076,1474.660112,2184.543729,650.5726178,4550.557425,779.6234056,415.9347269,1091.852819,1381.555898
01/01/2016 02:00,161.3716767,216.5005965,74.52482512,556.7029825,718.318038,120.224242,164.1676695,46.72130495,244.3468224,1463.260259,675.0277341,1665.623332,1634.917594,1304.142981,1204.647224,416.5287794,1012.58745,2055.069674,574.7545996,697.5492875,436.7416376,1481.031003,2174.201255,642.0766049,4505.307475,759.5515619,413.5121431,1091.813319,1381.507898
01/01/2016 03:00,150.6303923,200.9257819,68.87221739,514.6988172,672.5086131,66.85966904,150.548125,42.73129007,225.0814962,1364.129558,616.340624,1565.800499,1536.186094,1225.366281,1132.894524,390.7853494,923.9814094,1927.666746,537.3169259,648.2267847,410.2670276,1366.61903,2043.739455,609.6938878,4182.191437,699.7791203,386.0679692,1001.297952,1288.760439
01/01/2016 04:00,146.3403102,194.2539314,67.09130739,501.4240872,656.8294131,62.30105904,144.6023501,40.97214274,218.333042,1359.150319,589.3326426,1529.653999,1499.489594,1175.02974,1093.81169,381.2170494,900.8629094,1880.610446,522.7058284,627.7381219,400.4269776,1327.297035,1979.861984,572.6938103,4048.039274,673.8128204,376.7444892,967.9661,1254.848912
01/01/2016 05:00,140.637962,181.0609038,64.89070739,485.0209872,637.4552131,56.66812904,138.6564101,39.23624267,209.305663,1299.416959,551.0407363,1484.063001,1454.145194,1138.84994,1060.85779,347.8379804,898.7017498,1864.391623,502.6332501,607.7611619,371.7056595,1286.413535,1907.408138,541.9409437,3856.651504,635.1855952,359.9858502,924.2093298,1209.969116
01/01/2016 06:00,136.3099407,173.4692086,59.92950835,448.5911508,621.2401434,0.176513866,129.5058659,36.44946014,202.6612921,1228.636493,516.2460303,1455.466153,1427.163394,1094.261804,1027.654538,340.8026604,881.7033498,1787.865046,493.1468001,575.4327115,381.0328776,1268.32163,1857.521255,518.4404821,3710.779445,621.8090552,353.1305702,905.7081298,1179.523735
01/01/2016 07:00,139.6218681,178.0406447,61.53693835,460.5728208,635.3919934,4.291093866,144.9302695,41.18023795,207.384254,1258.082293,531.4772303,1488.091753,1460.285294,1119.751841,1051.172912,349.4389504,902.5699798,1830.337946,500.0206113,589.2284602,373.3521095,1298.18503,1901.124077,530.5168442,3797.012497,619.2256102,357.4078525,980.8771551,1207.101235
01/01/2016 08:00,137.2159981,178.9247749,60.34080835,451.6569508,624.8612334,1.229343866,133.2086718,37.5837255,207.9688933,1252.248319,542.5303363,1465.683846,1378.164602,1101.024004,1033.813638,343.0124804,887.0425498,1840.660123,495.9019469,588.1393438,366.7431295,1256.951784,1883.230016,520.3180442,3726.958797,624.5759234,354.6992482,963.9770551,1218.106547
01/01/2016 09:00,145.3406669,191.0466699,62.83939835,470.2811908,652.2305251,68.53104161,144.6478827,41.01968555,217.3061425,1318.003892,591.0326154,1518.661099,1487.122894,1168.65171,1086.881335,356.4366304,919.4775498,1906.679723,509.4563513,623.2336812,380.5485795,1320.109721,1969.034763,541.6222442,4024.79637,671.3887524,372.4846574,946.8220298,1249.623994
