Timestamp,Beauly Heat Demand With Gas Boilers,Errochty Heat Demand With Gas Boilers,Peterhead Heat Demand With Gas Boilers,Denny_Bonny/bridge Heat Demand With Gas Boilers,Neilston Heat Demand With Gas Boilers,Strathavenorness Heat Demand With Gas Boilers,Torness Heat Demand With Gas Boilers,Eccles Heat Demand With Gas Boilers,Harker Heat Demand With Gas Boilers,Stella_West Heat Demand With Gas Boilers,Penwortham Heat Demand With Gas Boilers,Deeside Heat Demand With Gas Boilers,Daines Heat Demand With Gas Boilers,Marsh_Stocksbridge Heat Demand With Gas Boilers,Thornton-Drax Heat Demand With Gas Boilers, Keadby Heat Demand With Gas Boilers,Ratcliffe Heat Demand With Gas Boilers,Feckenham Heat Demand With Gas Boilers,Walpole Heat Demand With Gas Boilers,Bramford Heat Demand With Gas Boilers,Pelham Heat Demand With Gas Boilers,Sundon_East Heat Demand With Gas Boilers,Melksham Heat Demand With Gas Boilers,Bramley Heat Demand With Gas Boilers,London Heat Demand With Gas Boilers,Kemsley Heat Demand With Gas Boilers,Sellindge Heat Demand With Gas Boilers,Lovedean Heat Demand With Gas Boilers,S_W_Pensiula Heat Demand With Gas Boilers
01/01/2022 00:00,449080.1514,322381.8047,658327.6547,1623682.943,2319253.872,848885.6242,1422492.182,529926.106,715464.5163,3384215.514,5381673.518,855552.26,855552.26,855552.26,855552.26,1532268.523,3660117.227,5886526.687,1325740.227,2433168.09,1830597.182,3144178.596,4888014.747,3166949.349,13180176.59,2790829.395,663199.8462,3453000.569,2439385.12
01/01/2022 01:00,449080.1514,322381.8047,575150.5654,1623682.943,2319253.872,848885.6242,1346297.045,501540.8588,621801.1196,2956633.3,4677144.068,743549.5976,743549.5976,743549.5976,743549.5976,1532268.523,3660117.227,5886526.687,1152183.985,2114635.468,1830597.182,2732565.665,4248111.504,2752355.436,11454723.99,2790829.395,576378.559,3000958.916,1809640.626
01/01/2022 02:00,449080.1514,280918.734,580397.7784,1414853.289,2319253.872,848885.6242,1349856.72,502866.9572,715464.5163,3211410.306,4689510.665,745515.5789,745515.5789,745515.5789,745515.5789,1532268.523,3660117.227,6185232.76,1155230.415,2120226.667,1830597.182,3144178.596,4259343.717,2759632.798,11485010.84,2431887.436,577902.5319,3000958.916,1809640.626
01/01/2022 03:00,470668.0223,335730.3342,701933.446,1690913.101,2415284.814,884034.5519,1613234.694,600984.0967,745089.0144,3838006.244,5604506.898,1032429.858,1032429.858,1032429.858,1032429.858,1532268.523,3811667.91,6130264,1380633.779,2533915.761,1830597.182,3274366.343,4259343.717,2752355.436,13725914.51,2906386.377,690660.2753,3595975.386,2168447.929
01/01/2022 04:00,832112.5373,335730.3342,1252310.882,1690913.101,2415284.814,884034.5519,2880800.033,1073194.751,1330527.087,2956633.3,10008130.7,1032429.858,1032429.858,1032429.858,1032429.858,1532268.523,3811667.91,6130264,2465437.826,4524886.947,1830597.182,5847131.051,9090088.85,5889477.11,24510764.08,5190018.541,690660.2753,6421437.658,3872260.429
01/01/2022 05:00,2085087.771,335730.3342,3338242.483,1690913.101,2415284.814,884034.5519,6780507.789,2525966.845,3331472.831,3211410.306,25059103.15,3983774.241,3983774.241,3983774.241,3983774.241,7134820.577,3660117.227,5886526.687,6173146.88,4524886.947,8523951.418,5847131.051,22760441.58,14746511.49,61371876.91,12995155.03,3088108.801,16078473.94,9695654.107
01/01/2022 06:00,4057764.126,2749512.748,6106844.859,13847980.52,19755838.8,7230966.717,12382097.59,4612747.151,6094460.735,31392998.56,45842102.85,7287754.37,7287754.37,7287754.37,7287754.37,7134820.577,3660117.227,6130264,6173146.88,20726181.45,1830597.182,3274366.343,41637024.99,26976667.63,112271212.5,12995155.03,3088108.801,16078473.94,17758821.94
01/01/2022 07:00,3848020.31,2749512.748,5791185.076,13847980.52,19755838.8,7230966.717,1349856.72,502866.9572,5779441.081,29770310.03,45842102.85,7287754.37,7287754.37,7287754.37,7287754.37,7134820.577,3660117.227,6130264,10709178.94,19654855.41,8523951.418,3274366.343,39484827.81,25582257.05,106467969.2,22544002.79,5357253.014,3453000.569,17758821.94
01/01/2022 08:00,3848020.31,2749512.748,4000600.238,13847980.52,19755838.8,7230966.717,8644362.002,3220315.128,4186993.261,20565585.08,25059103.15,4774215.252,4774215.252,4774215.252,4774215.252,7134820.577,3660117.227,5886526.687,7397992.508,13577742.41,8523951.418,17545375.2,27276457.14,25582257.05,106467969.2,15573590.16,3700836.254,3453000.569,2439385.12
01/01/2022 09:00,2023147.397,2749512.748,2770015.386,13847980.52,9849999.314,3605264.14,5985355.778,2229746.019,2764398.048,14239609.98,20793606.71,3305666.38,3305666.38,3305666.38,3305666.38,7134820.577,3660117.227,5886526.687,10709178.94,9401228.104,8523951.418,12148416.83,18886217.44,25582257.05,50925313.01,10783152.98,2562458.82,16078473.94,8843350.685
01/01/2022 10:00,2023147.397,2749512.748,2187144.219,13847980.52,9849999.314,3605264.14,4725907.427,1760559.215,3331472.831,11243287.96,16418181.98,1032429.858,1032429.858,1032429.858,1032429.858,7134820.577,3660117.227,5886526.687,4044512.219,7423006.312,8523951.418,9592127.096,14912148.68,9661595.145,40209525.36,8514144.295,2023262.045,11887731.72,6352382.71
01/01/2022 11:00,3848020.31,2749512.748,2405116.587,13847980.52,19755838.8,7230966.717,4607771.589,1716549.648,6094460.735,10962233.95,5604506.898,2870205.372,2870205.372,2870205.372,2870205.372,5140452.022,3660117.227,5886526.687,4447591.22,7237449.763,1830597.182,10548085.39,14539382.34,9420079.488,39204388.03,9362670.049,2224901.798,11887731.72,1809640.626
01/01/2022 12:00,3848020.31,335730.3342,2329630.379,1690913.101,19755838.8,7230966.717,4573639.426,1703834.272,5779441.081,10881030.98,15889190.71,2870205.372,2870205.372,2870205.372,2870205.372,4979115.463,3811667.91,5886526.687,4308000.566,7183838.205,5948536.175,10217026.61,15883632.31,10291020.3,38913980.72,9068816.326,2155071.752,11887731.72,6766222.187
01/01/2022 13:00,4057764.126,335730.3342,2113740.629,1690913.101,19755838.8,7230966.717,4425521.901,1648655.52,2043972.749,10528648.29,10008130.7,2522484.665,2522484.665,2522484.665,2522484.665,5140452.022,3811667.91,6185232.76,3908772.786,7173879.938,5948536.175,9270202.024,14411676.31,10291020.3,37653749.65,9068816.326,2155071.752,11887731.72,8843350.685
01/01/2022 14:00,1502856.311,335730.3342,2329630.379,1690913.101,19755838.8,7230966.717,4887146.27,1820626.099,2257178.706,11626887.26,16978338.67,2618545.442,2618545.442,2618545.442,2618545.442,5140452.022,3811667.91,6185232.76,4057625.921,7447074.257,5602816.019,9623228.078,14411676.31,9991230.13,41581396.79,8541750.085,2029822.157,11887731.72,8843350.685
01/01/2022 15:00,1502856.311,280918.734,3317498.429,1414853.289,19755838.8,7230966.717,7453346.912,2776622.012,3442404.832,17732070.92,25893525.82,3959018.811,3959018.811,3959018.811,3959018.811,5140452.022,3811667.91,6185232.76,6134786.548,11707009.08,5602816.019,14549505.38,14539382.34,15237543.57,63415449.07,12914402.3,3190937.221,16078473.94,6766222.187
01/01/2022 16:00,3772001.44,280918.734,5480879.533,1414853.289,2415284.814,884034.5519,11842899.55,4411877.774,5469764.809,20565585.08,41143184.25,1032429.858,1032429.858,1032429.858,1032429.858,5140452.022,3811667.91,5886526.687,10135355.52,2533915.761,5602816.019,14549505.38,27276457.14,2759632.798,100763160.8,21336041.22,5070198.588,11887731.72,1809640.626
01/01/2022 17:00,3772001.44,280918.734,2770015.386,1414853.289,2319253.872,848885.6242,1349856.72,502866.9572,5906261.715,30423572.09,44426483.13,855552.26,855552.26,855552.26,855552.26,7134820.577,3811667.91,5886526.687,10944174.82,4524886.947,1830597.182,25955643.15,40351259.5,5889477.11,108804239.2,2790829.395,5474809.403,16078473.94,2168447.929
01/01/2022 18:00,3772001.44,322381.8047,5718465.737,1623682.943,2319253.872,848885.6242,1349856.72,502866.9572,715464.5163,31392998.56,42926666.8,6824272.538,6824272.538,6824272.538,6824272.538,1532268.523,3660117.227,5886526.687,10574704.84,4524886.947,1830597.182,25079393.34,4259343.717,5889477.11,105131061.4,2431887.436,5289982.517,16078473.94,16608819.19
01/01/2022 19:00,832112.5373,322381.8047,5116126.339,1623682.943,16907572.73,6188453.797,1346297.045,501540.8588,5105751.301,3838006.244,25893525.82,6105455.918,6105455.918,6105455.918,6105455.918,1532268.523,3660117.227,5886526.687,6173146.88,17363755.8,1830597.182,17545375.2,34882215.8,2759632.798,94057360.29,2906386.377,5474809.403,16078473.94,14859373.34
01/01/2022 20:00,832112.5373,2026686.647,4423810.466,10207451.2,16907572.73,6188453.797,9558820.38,3560981.582,4414839.381,23168701.83,33832448.66,5279263.645,5279263.645,5279263.645,5279263.645,1532268.523,3660117.227,6130264,8180601.593,20726181.45,8523951.418,3274366.343,4259343.717,19541951.26,94057360.29,10783152.98,5070198.588,3453000.569,12848598.13
01/01/2022 21:00,2085087.771,2026686.647,3344346.857,10207451.2,16907572.73,6188453.797,7118593.061,2651914.962,3337564.827,23168701.83,25104926.7,3983774.241,3983774.241,3983774.241,3983774.241,1532268.523,17074052.23,6130264,6184435.215,7237449.763,1830597.182,14667254.14,34882215.8,2759632.798,61484102.7,2431887.436,663199.8462,3453000.569,9713383.767
01/01/2022 22:00,832112.5373,807271.2134,1795224.008,4065838.954,5807607.19,2125681.157,3879059.459,1445079.91,1791583.457,9228573.18,13476164.12,2286810.651,2286810.651,2286810.651,2286810.651,1532268.523,17074052.23,6130264,1155230.415,7237449.763,1830597.182,14667254.14,13065203.27,2759632.798,11454723.99,2431887.436,1772670.756,3000958.916,9713383.767
01/01/2022 23:00,2085087.771,807271.2134,938052.0297,4065838.954,5807607.19,2125681.157,2026911.173,755092.4767,936149.7457,4822173.593,7041652.214,6824272.538,6824272.538,6824272.538,6824272.538,1532268.523,17074052.23,6130264,1923565.652,7423006.312,8523951.418,4562005.308,7092201.839,5889477.11,11454723.99,2906386.377,2023262.045,5010086.559,9713383.767
02/01/2022 00:00,2085087.771,567438.1308,701933.446,2857914.438,5807607.19,2125681.157,2134247.549,795078.8812,1104757.33,5122849.788,7123251.77,1425021.545,1425021.545,1425021.545,1425021.545,2640015.065,17074052.23,6130264,1155230.415,2114635.468,8523951.418,4562005.308,4259343.717,4662940.826,40209525.36,3581890.889,821256.0346,3000958.916,9713383.767
02/01/2022 01:00,2085087.771,513976.6401,701933.446,2588654.482,3011334.762,1102198.781,1864593.832,694623.8166,965175.6206,4475598.026,6223257.148,5279263.645,5279263.645,5279263.645,5279263.645,2640015.065,17074052.23,6130264,1763122.108,2914633.262,1830597.182,4562005.308,6679794.254,14746511.49,40209525.36,2431887.436,1772670.756,3000958.916,3070111.534
02/01/2022 02:00,2085087.771,513976.6401,848858.2329,2588654.482,3150804.787,1153247.137,1950952.53,726795.3314,965175.6206,4516429.797,13476164.12,1153659.026,1153659.026,1153659.026,1153659.026,2640015.065,17074052.23,6130264,1155230.415,2114635.468,8523951.418,3274366.343,6697455.954,4662940.826,13725914.51,2906386.377,1772670.756,3000958.916,3078229.058
02/01/2022 03:00,637505.7663,610549.9484,1026609.692,3075048.041,3011334.762,1102198.781,2296399.66,855485.9879,1177933.38,5462173.097,7595076.138,1395235.967,1395235.967,1395235.967,1395235.967,2640015.065,17074052.23,6130264,8180601.593,7423006.312,8523951.418,5187533.014,8004233.444,4662940.826,40209525.36,2431887.436,5070198.588,5165282.068,12848598.13
02/01/2022 04:00,637505.7663,610549.9484,580397.7784,3075048.041,3011334.762,1102198.781,3924209.916,1461899.971,2101536.546,9744996.264,13550282.51,2489223.437,2489223.437,2489223.437,2489223.437,2640015.065,17074052.23,19479955.64,3772720.326,13577742.41,8523951.418,3274366.343,6679794.254,4662940.826,24510764.08,2906386.377,1527264.28,3595975.386,6569410.101
02/01/2022 05:00,637505.7663,2445760.57,4589483.932,12318126.09,3011334.762,1102198.781,9198991.428,3426933.214,5265980.208,24418779.46,33953975.08,1153659.026,1153659.026,1153659.026,1153659.026,2640015.065,26721092.94,45849760.29,9446418.181,13577742.41,8523951.418,23194712.26,35788859.77,21712412.46,78490889.19,16678635.92,3824078.07,3595975.386,16448978.37
02/01/2022 06:00,2085087.771,4064717.893,8381000.321,20472039.72,3150804.787,1153247.137,1950952.53,726795.3314,5265980.208,44591897.81,62004417.11,11390378.62,11390378.62,11390378.62,11390378.62,2640015.065,26721092.94,45849760.29,1923565.652,2114635.468,8523951.418,42431462.09,35788859.77,39719803.19,24510764.08,10783152.98,577902.5319,42249460.32,30091091.19
02/01/2022 07:00,637505.7663,2445760.57,8188844.822,12318126.09,3011334.762,1102198.781,3924209.916,1461899.971,9395891.869,40940172.12,33953975.08,11129225.56,11129225.56,11129225.56,11129225.56,20618160.65,47677448.44,45849760.29,16387651.97,7423006.312,8523951.418,40238200.85,62086535.56,36416937.3,61371876.91,10783152.98,6634012.948,42249460.32,28535697.61
02/01/2022 08:00,637505.7663,567438.1308,575150.5654,2857914.438,5807607.19,2125681.157,12775344.64,4759244.882,6612942.175,30726316.29,42638913.36,1395235.967,1395235.967,1395235.967,1395235.967,20618160.65,47677448.44,45849760.29,11151138.77,2914633.262,16170419.53,27380479.05,42247393.04,25630680.29,112271212.5,10783152.98,3824078.07,42249460.32,19417395.76
02/01/2022 09:00,2085087.771,567438.1308,580397.7784,2857914.438,5807607.19,2125681.157,2296399.66,855485.9879,4571567.914,21198733.05,13476164.12,5414920.819,5414920.819,5414920.819,5414920.819,10031758.88,47677448.44,45849760.29,7708851.347,12957851.38,16170419.53,18928294.88,29205884.66,17718648.15,50925313.01,10783152.98,577902.5319,42249460.32,13423366.04
02/01/2022 10:00,637505.7663,807271.2134,3161446.362,4065838.954,5807607.19,2125681.157,7007757.847,2610625.122,3627447.926,44591897.81,6223257.148,4347395.465,4347395.465,4347395.465,4347395.465,20618160.65,26721092.94,45849760.29,6116819.734,10231239.11,16170419.53,18928294.88,23174286.75,14225502.68,51425531.67,10783152.98,6634012.948,3453000.569,28535697.61
02/01/2022 11:00,2085087.771,807271.2134,3107485.015,4065838.954,16907572.73,6188453.797,6888145.49,2566065.503,3565532.602,16533665.31,15889190.71,4238721.477,4238721.477,4238721.477,4238721.477,20618160.65,18092534.39,31044327.68,16387651.97,9939177.182,16170419.53,18928294.88,35788859.77,13869900.78,24510764.08,10783152.98,2442823.132,3453000.569,10507616.24
02/01/2022 12:00,2085087.771,2026686.647,3188645.45,10207451.2,16907572.73,6188453.797,7068048.17,2633085.293,3658656.197,16965487.01,33832448.66,4238721.477,4238721.477,4238721.477,4238721.477,2640015.065,18092534.39,31044327.68,9446418.181,2433168.09,8523951.418,14707038.98,22692592.59,13869900.78,24510764.08,10783152.98,576378.559,3453000.569,10429780.86
02/01/2022 13:00,832112.5373,2026686.647,3197517.167,10207451.2,16907572.73,6188453.797,6888145.49,2566065.503,3668835.617,17012689.81,23655909.86,4071068.708,4071068.708,4071068.708,4071068.708,1532268.523,18092534.39,19479955.64,16387651.97,2120226.667,8523951.418,14707038.98,23438695.85,13321309.11,13725914.51,10783152.98,690660.2753,16078473.94,10429780.86
02/01/2022 14:00,832112.5373,2026686.647,3307935.037,10207451.2,16907572.73,6188453.797,8371141.73,3118531.402,1104757.33,9228573.18,42638913.36,5132556.392,5132556.392,5132556.392,5132556.392,2640015.065,18092534.39,19479955.64,6184435.215,13577742.41,16170419.53,14707038.98,42247393.04,14710849.38,61371876.91,10783152.98,3824078.07,3453000.569,11144705.53
02/01/2022 15:00,2085087.771,2026686.647,3338242.483,10207451.2,5807607.19,2125681.157,1864593.832,694623.8166,6537275.631,30313879.96,42151030.78,6856386.222,6856386.222,6856386.222,6856386.222,2640015.065,18092534.39,31044327.68,1152183.985,16135943.33,15745923.43,18928294.88,42247393.04,39719803.19,81104493.4,17234004.24,5357253.014,42249460.32,16996699.5
02/01/2022 16:00,637505.7663,2026686.647,3188645.45,10207451.2,16907572.73,6188453.797,7007757.847,2610625.122,9526354.335,44174481.56,61424005.58,11283755.46,11283755.46,11283755.46,11283755.46,20618160.65,47677448.44,45849760.29,16063908.67,26555394.16,15745923.43,18928294.88,60859996.22,36922588.44,133476038.4,17234004.24,5357253.014,42249460.32,27006686.7
02/01/2022 17:00,470668.0223,807271.2134,938052.0297,4065838.954,5807607.19,2125681.157,7007757.847,2610625.122,10043351.46,5462173.097,64757498.48,5414920.819,5414920.819,5414920.819,5414920.819,20618160.65,47677448.44,45849760.29,11151138.77,27996560.63,15745923.43,41583877.05,64162880.21,25630680.29,140719809.3,17234004.24,6855872.602,42249460.32,29161868.07
02/01/2022 18:00,637505.7663,807271.2134,8411972.635,4065838.954,5807607.19,2125681.157,18646233.55,6946348.15,5265980.208,9744996.264,23655909.86,11366617.62,11366617.62,11366617.62,11366617.62,10031758.88,47677448.44,84037101.89,16275626.51,26905386.85,15745923.43,41583877.05,61662114,25630680.29,135235215.3,17234004.24,6588663.049,42249460.32,28340628.5
02/01/2022 19:00,637505.7663,807271.2134,3107485.015,4065838.954,5807607.19,2125681.157,18646233.55,6946348.15,3627447.926,24418779.46,13550282.51,10388537.32,10388537.32,10388537.32,10388537.32,19245951.15,47677448.44,45849760.29,14789448.01,24448571.6,15745923.43,36313974.73,56031553,33993264.87,122886463.7,17234004.24,5987031.564,36158212.78,25752756.84
02/01/2022 20:00,637505.7663,807271.2134,8411972.635,4065838.954,5807607.19,2125681.157,14611287.28,5443195.167,7563286.988,35071578.26,61424005.58,6105455.918,6105455.918,6105455.918,6105455.918,19245951.15,47677448.44,45849760.29,12753667.05,21083203.5,18217212.26,31315323.11,64162880.21,29314061.06,105971030.3,17234004.24,5162911.228,31181001.93,22207866.45
02/01/2022 21:00,2085087.771,807271.2134,1026609.692,4065838.954,5807607.19,2125681.157,10680438.17,3978821.872,3627447.926,25636332.78,23655909.86,4347395.465,4347395.465,4347395.465,4347395.465,10031758.88,26721092.94,45849760.29,12753667.05,21083203.5,18217212.26,22890616.39,35319647.47,21427750.38,77461829,16459969.52,3773942.232,36158212.78,16233322.91
02/01/2022 22:00,637505.7663,807271.2134,4589483.932,4065838.954,5807607.19,2125681.157,10680438.17,3978821.872,3627447.926,35071578.26,7595076.138,4071068.708,4071068.708,4071068.708,4071068.708,10031758.88,26721092.94,31044327.68,5080049.395,8397876.058,7256292.463,22890616.39,19246361.1,11676396.88,42210453.37,16459969.52,2056494.336,12420038.04,8845852.575
02/01/2022 23:00,637505.7663,807271.2134,3161446.362,4065838.954,5807607.19,2125681.157,14611287.28,5443195.167,5265980.208,24418779.46,13476164.12,11366617.62,11366617.62,11366617.62,11366617.62,19245951.15,26721092.94,31044327.68,2654460.182,4388112.374,7256292.463,22890616.39,35319647.47,6101226.223,42210453.37,4686726.132,1074572.687,12420038.04,4622191.954
03/01/2022 00:00,637505.7663,807271.2134,1452994.905,4065838.954,5807607.19,2125681.157,18646233.55,6946348.15,3627447.926,25636332.78,7595076.138,11366617.62,11366617.62,11366617.62,11366617.62,19245951.15,26721092.94,45849760.29,12753667.05,4326263.829,7256292.463,6173002.876,35319647.47,5393925.868,42210453.37,4686726.132,1074572.687,5494148.273,4622191.954
03/01/2022 01:00,637505.7663,807271.2134,701933.446,4065838.954,3011334.762,1102198.781,14611287.28,5443195.167,9526354.335,25636332.78,13476164.12,1153659.026,1153659.026,1153659.026,1153659.026,10031758.88,26721092.94,45849760.29,2231183.881,4326263.829,7256292.463,6173002.876,35319647.47,5393925.868,42210453.37,4686726.132,926195.0624,12420038.04,3498897.91
03/01/2022 02:00,637505.7663,513976.6401,1280995.883,2588654.482,3011334.762,1102198.781,2583476.334,962431.689,10043351.46,5704823.465,13476164.12,2489223.437,2489223.437,2489223.437,2489223.437,10031758.88,26721092.94,45849760.29,2231183.881,3814140.113,7256292.463,6173002.876,7703283.769,29314061.06,18560497.63,4686726.132,1074572.687,4843775.632,3530819.052
03/01/2022 03:00,637505.7663,567438.1308,580397.7784,2857914.438,3011334.762,1102198.781,3124457.937,1163965.503,9526354.335,44591897.81,23655909.86,5414920.819,5414920.819,5414920.819,5414920.819,10031758.88,26721092.94,45849760.29,2654460.182,4612823.502,7256292.463,6581885.402,9316356.336,5751204.503,22447077.76,4686726.132,1130360.172,5858065.36,4270174.828
03/01/2022 04:00,637505.7663,567438.1308,2763975.231,2857914.438,3011334.762,1102198.781,7007757.847,2610625.122,9395891.869,11897781.99,13550282.51,1153659.026,1153659.026,1153659.026,1153659.026,19245951.15,47677448.44,45849760.29,5080049.395,4326263.829,7256292.463,6173002.876,16621197.48,10260653.66,40047557.08,9322911.043,1074572.687,10451302.81,7618366.721
03/01/2022 05:00,470668.0223,567438.1308,658327.6547,2857914.438,3011334.762,1102198.781,10680438.17,3978821.872,6612942.175,30726316.29,36113548.57,1153659.026,1153659.026,1153659.026,1153659.026,19245951.15,26721092.94,45849760.29,2654460.182,4326263.829,18217212.26,29424480.92,7703283.769,21427750.38,100350214.4,4686726.132,926195.0624,42249460.32,7618366.721
03/01/2022 06:00,449080.1514,567438.1308,11499752.75,2857914.438,3011334.762,1102198.781,12775344.64,4759244.882,6612942.175,11897781.99,33953975.08,13274745.24,13274745.24,13274745.24,13274745.24,19245951.15,47677448.44,45849760.29,22230040.11,37658007.28,7256292.463,53732965.99,76056544.23,5751204.503,183252668.8,9322911.043,9227994.859,42249460.32,34860704.01
03/01/2022 07:00,6383243.501,567438.1308,11611869.17,2857914.438,3011334.762,1102198.781,3924209.916,1461899.971,12147151.52,51712628.13,33953975.08,12970388.34,12970388.34,12970388.34,12970388.34,19245951.15,52488868.88,84037101.89,20409574.67,36794602.8,7256292.463,53732965.99,9316356.336,45875001.55,179051140.8,4686726.132,2056494.336,36158212.78,34061434.75
03/01/2022 08:00,5167068.043,567438.1308,8714911.206,2857914.438,3011334.762,1102198.781,1950952.53,726795.3314,4571567.914,11897781.99,33953975.08,11129225.56,11129225.56,11129225.56,11129225.56,19245951.15,52488868.88,73939201.78,15317743.29,25948477.17,22909252.56,37025024.48,52302215.73,29314061.06,179051140.8,4686726.132,3773942.232,36158212.78,16233322.91
03/01/2022 09:00,5167068.043,513976.6401,6400796.004,2588654.482,3150804.787,1153247.137,2583476.334,962431.689,5910192.336,28505486.81,42151030.78,11390378.62,11390378.62,11390378.62,11390378.62,19245951.15,28933373.02,73939201.78,20409574.67,19058244.55,7256292.463,37025024.48,16621197.48,21427750.38,100350214.4,4686726.132,5162911.228,36158212.78,25752756.84
03/01/2022 10:00,5167068.043,567438.1308,5360782.427,2857914.438,3011334.762,1102198.781,12775344.64,4759244.882,4571567.914,11897781.99,13550282.51,5414920.819,5414920.819,5414920.819,5414920.819,19245951.15,52488868.88,45849760.29,2231183.881,21083203.5,7256292.463,53732965.99,56031553,5751204.503,18560497.63,16459969.52,3773942.232,36158212.78,3530819.052
03/01/2022 11:00,5167068.043,567438.1308,5304514.014,2857914.438,3150804.787,1153247.137,3924209.916,1461899.971,6612942.175,44591897.81,23655909.86,11366617.62,11366617.62,11366617.62,11366617.62,10031758.88,26721092.94,84037101.89,8242395.165,4388112.374,18217212.26,53732965.99,28200043.25,5393925.868,67945937.3,16459969.52,5987031.564,42249460.32,12925559.15
03/01/2022 12:00,5167068.043,2445760.57,5360782.427,12318126.09,3150804.787,1153247.137,11272167.75,4199261.012,9526354.335,24418779.46,25090686.45,4903361.305,4903361.305,4903361.305,4903361.305,20618160.65,26721092.94,84037101.89,11151138.77,24448571.6,18217212.26,41583877.05,29205884.66,17863217.36,69720530.51,16459969.52,5162911.228,42249460.32,34061434.75
03/01/2022 13:00,5167068.043,2445760.57,5748613.856,12318126.09,3150804.787,1153247.137,13088097.3,4875755.749,10043351.46,24418779.46,7595076.138,4744565.721,4744565.721,4744565.721,4744565.721,2640015.065,26721092.94,84037101.89,8481199.395,14367273.61,18217212.26,41583877.05,42247393.04,17912917.9,140719809.3,16459969.52,5162911.228,42249460.32,30091091.19
03/01/2022 14:00,5167068.043,4064717.893,6679757.796,20472039.72,22668515.56,8297055.019,14753429.7,5496147.992,4571567.914,5704823.465,6223257.148,6105455.918,6105455.918,6105455.918,6105455.918,2640015.065,26721092.94,45849760.29,16275626.51,14367273.61,18217212.26,41583877.05,23174286.75,17912917.9,140719809.3,16459969.52,5987031.564,42249460.32,13759329.41
03/01/2022 15:00,5167068.043,4064717.893,9338077.532,20472039.72,22668515.56,8297055.019,18969837.26,7066901.397,8451489.086,51712628.13,61424005.58,2489223.437,2489223.437,2489223.437,2489223.437,20618160.65,26721092.94,45849760.29,15112134.72,24448571.6,18217212.26,41583877.05,51703763.81,31917941.79,135235215.3,16459969.52,3773942.232,42249460.32,13759329.41
03/01/2022 16:00,6292497.738,4064717.893,11692455.55,20472039.72,42026134.63,15382266.67,23581014.28,8784719.682,12172963.51,55150767.11,42151030.78,11390378.62,11390378.62,11390378.62,11390378.62,10031758.88,47677448.44,84037101.89,2231183.881,37305497.85,18217212.26,41583877.05,61662114,33993264.87,122886463.7,16459969.52,2056494.336,42249460.32,22207866.45
03/01/2022 17:00,6292497.738,6307676.704,11876558.7,31768750.36,40304448.74,14752100.9,23952308.32,8923039.181,12460365.49,56452869.07,42151030.78,13864162.18,13864162.18,13864162.18,13864162.18,10031758.88,47677448.44,84037101.89,23217084.45,4612823.502,18217212.26,53732965.99,16621197.48,5393925.868,77461829,44554672.37,926195.0624,36158212.78,4270174.828
03/01/2022 18:00,6292497.738,6307676.704,11279822.08,31768750.36,38279355.36,14010882.92,22748826.75,8474701.884,11087700.55,50233880.2,36113548.57,13323802.58,13323802.58,13323802.58,13323802.58,19245951.15,52488868.88,73939201.78,21300492.38,4326263.829,18217212.26,53732965.99,52302215.73,11676396.88,183929886.2,42818141.54,9262097.274,36158212.78,16233322.91
03/01/2022 19:00,6292497.738,5087635.438,10334080.48,25623986.09,35069873.98,12836159.18,23952308.32,8923039.181,10158067.12,46022087.67,60147615.16,12107164.39,12107164.39,12107164.39,12107164.39,23474385.94,47677448.44,73939201.78,19380477.7,37658007.28,7256292.463,49006880.38,69366987.22,11676396.88,100350214.4,4686726.132,8416346.127,36158212.78,31794529.11
03/01/2022 20:00,6292497.738,4544266.325,9054171.974,22887295.79,29036705.23,10627918.72,18260198.44,6802537.107,10158067.12,40322106.76,33953975.08,9961351.197,9961351.197,9961351.197,9961351.197,23474385.94,47677448.44,73939201.78,16681392.57,29618065.48,7256292.463,40321146.31,59818558.39,11676396.88,179051140.8,4686726.132,7257828.434,36158212.78,25752756.84
03/01/2022 21:00,6292497.738,3552062.445,6900507.47,17890039.45,22696774.97,8307398.437,13488341.09,5024860.001,10158067.12,30730916.06,37914218.85,7355170.925,7355170.925,7355170.925,7355170.925,23474385.94,52488868.88,73939201.78,12317053.3,3814140.113,7256292.463,29771957.35,42140837.55,26992881.75,105353811.6,9322911.043,7257828.434,36158212.78,3530819.052
03/01/2022 22:00,6292497.738,4544266.325,10334080.48,22887295.79,22696774.97,8307398.437,8223863.91,3063665.468,3898715.171,17663499.3,20288138.26,4158707.821,4158707.821,4158707.821,4158707.821,23474385.94,52488868.88,73939201.78,6838805.837,11797488.13,7256292.463,29771957.35,23397885.75,21427750.38,56375490.78,9322911.043,8416346.127,14982246.01,10921149.88
03/01/2022 23:00,6292497.738,4544266.325,10334080.48,22887295.79,22696774.97,8307398.437,5028385.034,1873242.281,2229505.799,10100987.73,10923766.49,2198854.206,2198854.206,2198854.206,2198854.206,4460055.35,52488868.88,17774216.12,3682226.384,36794602.8,7256292.463,8900431.315,12598151.53,7685812.791,30354322.75,9322911.043,7257828.434,7828619.84,5706589.689
