Timestamp,Beauly Heat Demand With Gas Boilers,Peterhead Heat Demand With Gas Boilers,Errochty Heat Demand With Gas Boilers,Denny_Bonny/bridge Heat Demand With Gas Boilers,Neilston Heat Demand With Gas Boilers,Strathavenorness Heat Demand With Gas Boilers,Torness Heat Demand With Gas Boilers,Eccles Heat Demand With Gas Boilers,Harker Heat Demand With Gas Boilers,Stella_West Heat Demand With Gas Boilers,Penwortham Heat Demand With Gas Boilers,Deeside Heat Demand With Gas Boilers,Daines Heat Demand With Gas Boilers,Marsh_Stoksbridge Heat Demand With Gas Boilers ,Thornton-Drax Heat Demand With Gas Boilers, Keadby Heat Demand With Gas Boilers,Ratcliffe Heat Demand With Gas Boilers,Feckenham Heat Demand With Gas Boilers,Walpole Heat Demand With Gas Boilers,Bramford Heat Demand With Gas Boilers,Pelham Heat Demand With Gas Boilers,Sundon_East Heat Demand With Gas Boilers,Melksham Heat Demand With Gas Boilers,Bramley Heat Demand With Gas Boilers,London Heat Demand With Gas Boilers,Kemsley Heat Demand With Gas Boilers,Sellindge Heat Demand With Gas Boilers,Lovedean Heat Demand With Gas Boilers,S_W_Pensiula Heat Demand With Gas Boilers,,
01/01/2022 21:00,1980.450229,3247.373488,1912.026412,9901.773016,16797.1214,5528.808476,6971.616384,2423.630979,3030.783816,22566.28131,24341.11439,3633.317244,23973.76498,34541.62173,7409.734128,1505.435427,16311.21635,5890.804374,6072.000215,7130.325046,1811.542764,13752.15121,33477.86734,2634.077307,60326.80361,2365.144692,649.3930939,3392.240749,8793.840501,,
01/01/2022 22:00,790.3540025,1743.169323,761.59967,3944.081009,5769.668098,1899.098609,3798.969016,1320.683539,1626.905372,8988.616626,13066.15456,2085.637405,28678.08094,4276.07174,917.2862513,1505.435427,16311.21635,5890.804374,1134.227959,7130.325046,1811.542764,13752.15121,12539.20176,2634.077307,11239.11474,2365.144692,1735.766607,2948.153329,8793.840501,,
01/01/2022 23:00,1980.450229,910.8520801,761.59967,3944.081009,5769.668098,1899.098609,1985.061798,690.0920826,850.1010905,4696.789947,6827.41137,6223.933786,23973.76498,6204.311041,1330.924634,1505.435427,16311.21635,5890.804374,1888.594616,7313.13509,8435.226853,4277.37777,6806.671735,5621.522551,11239.11474,2826.621089,1981.140988,4921.927884,8793.840501,,
02/01/2022 00:00,1980.450229,681.5800393,535.3351959,2772.329693,5769.668098,1899.098609,2090.182014,726.6363496,1003.210667,4989.648115,6906.528276,1299.660834,23973.76498,6330.276037,1357.946154,2593.783105,16311.21635,5890.804374,1134.227959,2083.335807,8435.226853,4277.37777,4087.863705,4450.790201,39452.67204,3483.586493,804.1588071,2948.153329,8793.840501,,
02/01/2022 01:00,1980.450229,681.5800393,484.8983006,2511.13315,2991.662752,984.7122013,1826.095803,634.8287276,876.4589761,4359.225857,6033.915809,4814.841023,23973.76498,5078.488763,1089.417625,2593.783105,16311.21635,5890.804374,1731.067987,2871.492477,1811.542764,4277.37777,6410.867566,14075.58691,39452.67204,2365.144692,1735.766607,2948.153329,2779.471274,,
02/01/2022 02:00,1980.450229,824.2445649,484.8983006,2511.13315,3130.221667,1030.319165,1910.671463,664.2308317,876.4589761,4398.995942,13066.15456,1052.170374,23973.76498,5124.820826,1099.356599,2593.783105,16311.21635,5890.804374,1134.227959,2083.335807,8435.226853,3070.075736,6427.818212,4450.790201,13467.55523,2826.621089,1735.766607,2948.153329,2786.820331,,
02/01/2022 03:00,605.5133307,996.8419061,576.007953,2982.960889,2991.662752,984.7122013,2248.986191,781.8434499,1069.660549,5320.148517,7363.997483,1272.495527,23973.76498,6197.961598,1329.562576,2593.783105,16311.21635,5890.804374,8031.875653,7313.13509,8435.226853,4863.878249,7681.985198,4450.790201,39452.67204,2365.144692,4964.645221,5074.392536,11632.25147,,
02/01/2022 04:00,605.5133307,563.568445,576.007953,2982.960889,2991.662752,984.7122013,3843.187257,1336.055684,1908.368311,9491.611946,13138.01791,2270.243717,16909.20003,11057.70754,2372.056343,2593.783105,16311.21635,18719.03199,3704.13107,13376.7722,8435.226853,3070.075736,6410.867566,4450.790201,24049.40441,2826.621089,1495.469098,3532.699748,5947.49945,,
02/01/2022 05:00,605.5133307,4456.406312,2307.391137,11949.24042,2991.662752,984.7122013,9009.061032,3131.933573,4781.943848,23783.85508,32920.93226,1052.170374,16909.20003,27708.14009,5943.842269,2593.783105,25527.24579,44058.78253,9274.679293,13376.7722,8435.226853,21747.57368,34348.01008,20724.55907,77013.47583,16220.89355,3744.466926,3532.699748,14891.79215,,
02/01/2022 06:00,1980.450229,8137.983111,3834.7556,19858.97228,3130.221667,1030.319165,1910.671463,664.2308317,4781.943848,43432.44251,60117.94526,10388.3545,77374.40831,50598.70226,10854.23649,2593.783105,25527.24579,44058.78253,1888.594616,2083.335807,8435.226853,39784.1257,34348.01008,37912.66443,24049.40441,10487.21115,565.8715322,41506.02877,27242.43815,,
02/01/2022 07:00,605.5133307,7951.399393,2307.391137,11949.24042,2991.662752,984.7122013,3843.187257,1336.055684,8532.243864,39875.66708,32920.93226,10150.17536,77374.40831,49438.59983,10605.37584,20257.0953,45547.31155,44058.78253,16089.71924,7313.13509,8435.226853,37727.70397,59586.94864,34760.0696,60216.69021,10487.21115,6495.903486,41506.02877,25834.29003,,
02/01/2022 08:00,605.5133307,558.4733813,535.3351959,2772.329693,5769.668098,1899.098609,12511.57374,4349.556264,6005.096279,29927.38661,41341.63305,1272.495527,53208.47846,34795.48365,7464.191599,20257.0953,45547.31155,44058.78253,10948.40752,2871.492477,16002.104,25672.18679,40546.52456,24464.5568,110157.961,10487.21115,3744.466926,41506.02877,17579.19643,,
02/01/2022 09:00,1980.450229,563.568445,535.3351959,2772.329693,5769.668098,1899.098609,2248.986191,781.8434499,4151.360278,20647.53464,13066.15456,4938.564286,53208.47846,34795.48365,7464.191599,9856.082658,45547.31155,44058.78253,7568.701977,12766.05646,16002.104,17747.34185,28030.06374,16912.49975,49966.75923,10487.21115,565.8715322,41506.02877,12152.60745,,
02/01/2022 10:00,605.5133307,3069.776413,761.59967,3944.081009,5769.668098,1899.098609,6863.06957,2385.89548,3294.021551,43432.44251,6033.915809,3964.95031,77374.40831,49438.59983,10605.37584,20257.0953,25527.24579,44058.78253,6005.614005,10079.80198,16002.104,17747.34185,22241.29631,13578.28252,50457.56241,10487.21115,6495.903486,3392.240749,25834.29003,,
02/01/2022 11:00,1980.450229,3017.379741,761.59967,3944.081009,16797.1214,5528.808476,6745.926834,2345.171673,3237.797337,16103.76556,15405.7653,3865.836493,16909.20003,11057.70754,2372.056343,20257.0953,17284.19468,29831.67793,16089.71924,9792.062994,16002.104,17747.34185,34348.01008,13238.8595,24049.40441,10487.21115,2391.967489,3392.240749,9512.88485,,
02/01/2022 12:00,1980.450229,3096.186831,1912.026412,9901.773016,16797.1214,5528.808476,6922.115087,2406.422219,3322.361233,16524.35925,32803.10326,3865.836493,16909.20003,18689.90434,4009.285468,2593.783105,17284.19468,29831.67793,9274.679293,2397.153686,8435.226853,13789.45383,21778.99503,13238.8595,24049.40441,10487.21115,564.379286,3392.240749,9442.41796,,
02/01/2022 13:00,790.3540025,3104.801301,1912.026412,9901.773016,16797.1214,5528.808476,6745.926834,2345.171673,3331.604984,16570.33471,22936.18359,3712.932322,16909.20003,6204.311041,1330.924634,1505.435427,17284.19468,18719.03199,16089.71924,2088.844248,8435.226853,13789.45383,22495.06037,12715.2272,13467.55523,10487.21115,676.2818411,15795.55329,9442.41796,,
02/01/2022 14:00,790.3540025,3212.017472,1912.026412,9901.773016,16797.1214,5528.808476,8198.303841,2850.07982,1003.210667,8988.616626,41341.63305,4681.039768,77374.40831,19971.03133,4284.10784,2593.783105,17284.19468,18719.03199,6072.000215,13376.7722,16002.104,13789.45383,40546.52456,14041.54732,60216.69021,10487.21115,3744.466926,3392.240749,10089.66239,,
02/01/2022 15:00,1980.450229,3241.446117,1912.026412,9901.773016,5769.668098,1899.098609,1826.095803,634.8287276,5936.384823,29525.67424,40868.5942,6253.222394,77374.40831,30457.65698,6533.657921,2593.783105,17284.19468,29831.67793,1131.236913,15897.10804,15582.02641,17747.34185,40546.52456,37912.66443,79577.88485,16761.01988,5245.723637,41506.02877,15387.66181,,
02/01/2022 16:00,605.5133307,3096.186831,1912.026412,9901.773016,16797.1214,5528.808476,6863.06957,2385.89548,8650.714531,43025.8797,59555.19264,10291.1111,77374.40831,6330.276037,1357.946154,20257.0953,45547.31155,44058.78253,15771.8617,26162.33594,15582.02641,17747.34185,58409.78944,35242.71504,130963.654,16761.01988,5245.723637,41506.02877,24450.02699,,
02/01/2022 17:00,447.0481318,910.8520801,761.59967,3944.081009,5769.668098,1899.098609,6863.06957,2385.89548,9120.190515,5320.148517,62787.26469,4938.564286,53208.47846,52845.35421,11336.17951,20257.0953,45547.31155,44058.78253,10948.40752,27582.17107,15582.02641,38989.42225,61579.70023,24464.5568,138071.0773,16761.01988,6713.14438,41506.02877,26401.18239,,
02/01/2022 18:00,605.5133307,8168.057345,761.59967,3944.081009,5769.668098,1899.098609,18261.24716,6348.387792,4781.943848,9491.611946,22936.18359,10366.68378,53208.47846,50598.70226,10854.23649,9856.082658,45547.31155,80754.45485,15979.73044,26507.14824,15582.02641,38989.42225,59179.61418,24464.5568,132689.7184,16761.01988,6451.497698,41506.02877,25657.68765,,
02/01/2022 19:00,605.5133307,3017.379741,761.59967,3944.081009,5769.668098,1899.098609,18261.24716,6348.387792,3294.021551,23783.85508,13138.01791,9474.646283,53208.47846,6197.961598,1329.562576,18908.91594,45547.31155,44058.78253,14520.57114,24086.69741,15582.02641,34048.31379,53775.73803,32446.66741,120573.4041,16761.01988,5862.391212,35521.96426,23314.80373,,
02/01/2022 20:00,605.5133307,8168.057345,761.59967,3944.081009,5769.668098,1899.098609,14309.60991,4974.630266,6868.087659,34159.66535,59555.19264,5568.352254,53208.47846,6197.961598,1329.562576,18908.91594,45547.31155,44058.78253,12521.80133,20771.14162,18027.59196,29361.53245,61579.70023,27980.35416,103976.3655,16761.01988,5055.427734,30632.3336,20105.49981,,
02/01/2022 21:00,1980.450229,996.8419061,761.59967,3944.081009,5769.668098,1899.098609,10459.92053,3636.314169,3294.021551,24969.7502,22936.18359,3964.95031,77374.40831,29089.70537,6240.21027,9856.082658,25527.24579,44058.78253,12521.80133,20771.14162,18027.59196,21462.45063,33897.68813,20452.84832,76003.78536,16008.22841,3695.374835,35521.96426,14696.55229,,
02/01/2022 22:00,605.5133307,4456.406312,761.59967,3944.081009,5769.668098,1899.098609,10459.92053,3636.314169,3294.021551,34159.66535,7363.997483,3712.932322,77374.40831,15851.54479,3400.411635,9856.082658,25527.24579,29831.67793,4987.69248,8273.575355,7180.762775,21462.45063,18471.50787,11145.15383,41415.93711,16008.22841,2013.681437,12201.4921,8008.436453,,
02/01/2022 23:00,605.5133307,3069.776413,761.59967,3944.081009,5769.668098,1899.098609,14309.60991,4974.630266,4781.943848,23783.85508,13066.15456,10366.68378,77374.40831,15851.54479,3400.411635,18908.91594,25527.24579,29831.67793,2606.201251,4323.161968,7180.762775,21462.45063,33897.68813,5823.637678,41415.93711,4558.099718,1052.201815,12201.4921,4184.619879,,
03/01/2022 00:00,605.5133307,1410.863566,761.59967,3944.081009,5769.668098,1899.098609,18261.24716,6348.387792,3294.021551,24969.7502,7363.997483,10366.68378,77374.40831,15851.54479,3400.411635,18908.91594,25527.24579,44058.78253,12521.80133,4262.228872,7180.762775,5787.863776,33897.68813,5148.51749,41415.93711,4558.099718,1052.201815,5397.471933,4184.619879,,
03/01/2022 01:00,605.5133307,681.5800393,761.59967,3944.081009,2991.662752,984.7122013,14309.60991,4974.630266,8650.714531,24969.7502,13066.15456,1052.170374,77374.40831,49438.59983,10605.37584,9856.082658,25527.24579,44058.78253,2190.620248,4262.228872,7180.762775,5787.863776,33897.68813,5148.51749,41415.93711,4558.099718,906.9131733,12201.4921,3167.665449,,
03/01/2022 02:00,605.5133307,1243.851863,484.8983006,2511.13315,2991.662752,984.7122013,2530.13563,879.582977,9120.190515,5556.489617,13066.15456,2270.243717,53208.47846,15851.54479,3400.411635,9856.082658,25527.24579,44058.78253,2190.620248,3757.685327,7180.762775,5787.863776,7393.151674,27980.35416,18211.13827,4558.099718,1052.201815,4758.543404,3196.564691,,
03/01/2022 03:00,605.5133307,563.568445,535.3351959,2772.329693,2991.662752,984.7122013,3059.947655,1063.768217,8650.714531,43432.44251,22936.18359,4938.564286,53208.47846,34795.48365,7464.191599,9856.082658,25527.24579,44058.78253,2606.201251,4544.547047,7180.762775,6171.235761,8941.282382,5489.540956,22024.56231,4558.099718,1106.827894,5754.985449,3865.92739,,
03/01/2022 04:00,605.5133307,2683.830436,535.3351959,2772.329693,2991.662752,984.7122013,6863.06957,2385.89548,8532.243864,11588.42206,13138.01791,1052.170374,18868.57263,13496.34308,2895.182939,18908.91594,45547.31155,44058.78253,4987.69248,4262.228872,7180.762775,5787.863776,15952.03262,9793.822927,39293.75244,9067.045309,1052.201815,10267.3992,6897.153807,,
03/01/2022 05:00,447.0481318,639.2386506,535.3351959,2772.329693,2991.662752,984.7122013,10459.92053,3636.314169,6005.096279,29927.38661,35014.80116,1052.170374,53208.47846,33818.81494,7254.680432,18908.91594,25527.24579,44058.78253,2606.201251,4262.228872,18027.59196,27588.66158,7393.151674,20452.84832,98461.3487,4558.099718,906.9131733,41506.02877,6897.153807,,
03/01/2022 06:00,426.5436214,11166.30356,535.3351959,2772.329693,2991.662752,984.7122013,12511.57374,4349.556264,6005.096279,11588.42206,32920.93226,12106.95132,18868.57263,61757.59694,13247.9991,18908.91594,45547.31155,44058.78253,21825.8909,37100.61434,7180.762775,50380.51881,72994.52859,5489.540956,179803.352,9067.045309,9035.882873,41506.02877,31560.5229,,
03/01/2022 07:00,6062.908349,11275.16902,535.3351959,2772.329693,2991.662752,984.7122013,3843.187257,1336.055684,11030.61428,50368.0233,32920.93226,11829.36903,53208.47846,33818.81494,7254.680432,18908.91594,50143.76697,80754.45485,20038.52211,36249.9895,7180.762775,50380.51881,8941.282382,43787.81867,175680.9082,4558.099718,2013.681437,35521.96426,30836.91858,,
03/01/2022 08:00,4907.765147,8462.211848,535.3351959,2772.329693,2991.662752,984.7122013,1910.671463,664.2308317,4151.360278,11588.42206,32920.93226,10150.17536,53208.47846,33818.81494,7254.680432,18908.91594,50143.76697,71050.99768,15039.26184,25564.4022,22670.7935,34715.00051,50196.54285,27980.35416,175680.9082,4558.099718,3695.374835,35521.96426,14696.55229,,
03/01/2022 09:00,4907.765147,6215.197206,484.8983006,2511.13315,3130.221667,1030.319165,2530.13563,879.582977,5366.941532,27764.30199,40868.5942,10388.3545,18868.57263,61757.59694,13247.9991,18908.91594,27640.68545,71050.99768,20038.52211,18776.15498,7180.762775,34715.00051,15952.03262,20452.84832,98461.3487,4558.099718,5055.427734,35521.96426,23314.80373,,
03/01/2022 10:00,4907.765147,5205.340077,535.3351959,2772.329693,2991.662752,984.7122013,12511.57374,4349.556264,4151.360278,11588.42206,13138.01791,4938.564286,18868.57263,23295.94591,4997.355563,18908.91594,50143.76697,44058.78253,2190.620248,20771.14162,7180.762775,50380.51881,53775.73803,5489.540956,18211.13827,16008.22841,3695.374835,35521.96426,3196.564691,,
03/01/2022 11:00,4907.765147,5150.703235,535.3351959,2772.329693,3130.221667,1030.319165,3843.187257,1336.055684,6005.096279,43432.44251,22936.18359,10366.68378,77374.40831,15851.54479,3400.411635,9856.082658,25527.24579,80754.45485,8092.545798,4323.161968,18027.59196,50380.51881,27064.71723,5148.51749,66667.0088,16008.22841,5862.391212,41506.02877,11701.92677,,
03/01/2022 12:00,4907.765147,5205.340077,2307.391137,11949.24042,3130.221667,1030.319165,11039.43275,3837.777314,8650.714531,23783.85508,24327.3074,4472.007224,77374.40831,29089.70537,6240.21027,20257.0953,25527.24579,80754.45485,10948.40752,24086.69741,18027.59196,38989.42225,28030.06374,17050.49147,68408.1993,16008.22841,5055.427734,41506.02877,30836.91858,,
03/01/2022 13:00,4907.765147,5581.925866,2307.391137,11949.24042,3130.221667,1030.319165,12817.86903,4456.037562,9120.190515,23783.85508,7363.997483,4327.181063,16909.20003,6197.961598,1329.562576,2593.783105,25527.24579,80754.45485,8327.008492,14154.61719,18027.59196,38989.42225,40546.52456,17097.93077,138071.0773,16008.22841,5055.427734,41506.02877,27242.43815,,
03/01/2022 14:00,4907.765147,6486.070165,3834.7556,19858.97228,22520.42997,7412.64775,14448.81753,5023.02477,4151.360278,5556.489617,6033.915809,5568.352254,16909.20003,27708.14009,5943.842269,2593.783105,25527.24579,44058.78253,15979.73044,14154.61719,18027.59196,38989.42225,22241.29631,17097.93077,138071.0773,16008.22841,5862.391212,41506.02877,12456.76596,,
03/01/2022 15:00,4907.765147,9067.308715,3834.7556,19858.97228,22520.42997,7412.64775,18578.16946,6458.56349,7674.648336,50368.0233,59555.19264,2270.243717,16909.20003,15851.54479,3400.411635,20257.0953,25527.24579,44058.78253,14837.39131,24086.69741,18027.59196,38989.42225,49622.18444,30465.76567,132689.7184,16008.22841,3695.374835,41506.02877,12456.76596,,
03/01/2022 16:00,5976.716549,11353.4187,3834.7556,19858.97228,41751.59241,13742.62605,23094.1401,8028.507351,11054.05369,53716.76558,40868.5942,10388.3545,77374.40831,61179.49586,13123.98711,9856.082658,45547.31155,80754.45485,2190.620248,36753.32257,18027.59196,38989.42225,59179.61418,32446.66741,120573.4041,16008.22841,2013.681437,41506.02877,20105.49981,,
03/01/2022 17:00,5976.716549,11532.18356,5950.818531,30817.38514,40041.1537,13179.63148,23457.76808,8154.919935,11315.03837,54985.01097,40868.5942,12644.51661,77374.40831,64499.71916,13836.22848,9856.082658,45547.31155,80754.45485,22794.99047,4544.547047,18027.59196,50380.51881,15952.03262,5148.51749,76003.78536,43331.87684,906.9131733,35521.96426,3865.92739,,
03/01/2022 18:00,5976.716549,10952.75004,5950.818531,30817.38514,38029.28955,12517.42209,22279.13465,7745.17672,10068.54552,48927.72501,35014.80116,12151.69303,53208.47846,61985.82455,13296.9576,18908.91594,50143.76697,71050.99768,20913.24265,4262.228872,18027.59196,50380.51881,50196.54285,11145.15383,180467.8223,41643.00481,9069.275331,35521.96426,14696.55229,,
03/01/2022 19:00,5976.716549,10034.43136,4799.801363,24856.63551,34840.77461,11467.91557,23457.76808,8154.919935,9224.361779,44825.44532,58317.63614,11042.08383,18868.57263,53841.18629,11549.80153,23063.30236,45547.31155,71050.99768,19028.13445,37100.61434,7180.762775,45949.29785,66574.29131,11145.15383,98461.3487,4558.099718,8241.13136,35521.96426,28784.61559,,
