name,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
01/01/2016 00:00,10.94271504,37.46213175,16.49073732,120.4346237,21.37826222,242.3947499,43.32510232,13.53876042,27.15247459,144.8790464,221.7225189,18.42998517,179.2185509,123.2385986,72.65340824,72.42317978,158.222944,230.6050074,46.85931174,105.7239331,52.62304114,140.8057589,148.0923223,127.9298866,670.599523,173.4930883,38.04212217,176.2463268,87.43633676
01/01/2016 01:00,10.94271504,40.15927286,16.49073732,120.4346237,21.37826222,242.3947499,52.88060929,16.52478266,30.72746083,155.3098258,250.9152525,20.85653909,179.2185509,139.4646075,82.21920065,72.42317978,158.222944,230.6050074,53.02896653,119.6439021,52.62304114,159.3447193,167.5906561,144.7735663,758.8929146,173.4930883,43.05087608,199.4515118,93.69490797
01/01/2016 02:00,10.94271504,44.84203933,21.61546103,157.8613415,21.37826222,242.3947499,61.24965143,19.1400438,27.15247459,204.8186989,290.6258449,24.15735685,179.2185509,139.4646075,82.21920065,72.42317978,158.222944,349.5355539,61.42148813,138.5791011,52.62304114,140.8057589,194.1140507,167.6858605,878.9975592,227.4084546,49.86423548,199.4515118,93.69490797
01/01/2016 03:00,13.84140668,50.20046998,24.3466585,177.8077352,31.5625214,357.8676976,68.98878282,21.55846269,40.08747536,230.6983372,327.3475494,31.82886491,179.2185509,139.4646075,82.21920065,72.42317978,233.5978016,340.4615121,69.18233176,156.0891089,52.62304114,207.8833505,194.1140507,144.7735663,990.0623154,256.1423962,56.16477534,260.2072331,122.235688
01/01/2016 04:00,16.43030194,55.14109197,24.3466585,177.8077352,31.5625214,357.8676976,74.44428838,23.26326611,43.25751889,155.3098258,353.2335891,31.82886491,179.2185509,196.3355491,115.746584,72.42317978,233.5978016,340.4615121,74.65314281,168.4323474,52.62304114,224.322382,235.9308507,203.8093975,1068.354615,276.3976639,56.16477534,280.7839407,131.9018605
01/01/2016 05:00,19.37172413,74.20723212,24.3466585,177.8077352,31.5625214,357.8676976,75.1874236,23.49549014,49.86818553,204.8186989,407.2151757,33.84847731,179.2185509,196.3355491,115.746584,133.0122805,158.222944,230.6050074,86.06172686,168.4323474,96.64738182,224.322382,271.9860902,234.9557975,1231.621866,318.637091,69.8680925,323.6936839,152.0592632
01/01/2016 06:00,25.34126217,85.04681611,34.96923262,255.3861777,44.99853522,510.2102583,91.21745631,28.50475176,57.15252116,328.9055117,466.6978295,38.79278532,179.2185509,259.4016465,152.9262255,133.0122805,158.222944,340.4615121,86.06172686,222.5354931,52.62304114,207.8833505,311.715588,269.2762138,1411.52709,318.637091,69.8680925,323.6936839,175.5677564
01/01/2016 07:00,25.54505396,85.73075373,34.96923262,255.3861777,44.99853522,510.2102583,61.24965143,19.1400438,57.61213577,331.5505356,466.6978295,38.79278532,179.2185509,261.4877275,154.1560423,133.0122805,158.222944,340.4615121,99.42611388,224.3251004,96.64738182,207.8833505,314.2223722,271.441705,1422.878443,368.1177319,80.7177961,176.2463268,175.5677564
01/01/2016 08:00,25.54505396,74.8594549,34.96923262,255.3861777,44.99853522,510.2102583,86.57525324,27.0540991,46.36269746,289.5074554,407.2151757,34.14597861,332.0454546,259.4016465,152.9262255,133.0122805,158.222944,230.6050074,86.81814125,195.8790049,96.64738182,260.8765219,274.3766324,271.441705,1422.878443,321.4376586,70.48217768,176.2463268,87.43633676
01/01/2016 09:00,17.28491266,61.92393303,34.96923262,255.3861777,30.6928576,348.0071235,71.61527147,22.37922014,41.61365534,239.4813094,339.8100771,28.24564105,179.2185509,188.874445,111.3480055,133.0122805,158.222944,230.6050074,99.42611388,162.0316151,96.64738182,215.7977278,226.9650538,271.441705,1027.755217,265.8940554,58.30303809,323.6936839,118.8676442
