Timestamp,Beauly,Bramford,Bramley,Daines,Deeside,Denny/Bonnybridge,Eccles,Errochty,Feckenham,Harker,Keadby,Kemsley,London,Lovedean,Melksham,Neilston,Pelham,Penwortham,Peterhead,Ratcliffe,S.W.Penisula,Sellindge,Stella West,Strathaven,Sundon/East Claydon,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Torness,Unnamed: 30,Unnamed: 31,Walpole
01/01/2022 00:00,456.47501037,2527.9321250380003,3254.7161354,5366.45740512,868.22739321,1706.3391349600001,539.26796673,333.69965914,6044.6628099,734.0991943399999,1581.963385583,2909.98594539,13640.57394848,3573.882078874,4989.6223162,2333.931472011,1866.7208633110001,5533.917414869999,684.200582951,3768.7033092,2496.3022604599996,689.302587881,3484.17205395,1015.30575864,3240.8810068000003,4478.92712176,992.915778834,1452.3868743799999,,,1357.913759526
01/01/2022 01:00,456.47501037,2230.585014027,2862.22376326,5366.45740512,759.4046679200001,1706.3391349600001,514.0935467300001,333.69965914,6044.6628099,645.12587172,1581.963385583,2909.98594539,12030.93288371,3152.293569416,4375.3028515,2333.931472011,1866.7208633110001,4867.676334010001,605.184884687,3768.7033092,1880.69508397,609.053071192,3072.69639994,1015.30575864,2853.5807237,3924.9381550400003,882.0075330100001,1386.46663787,,,1192.449727615
01/01/2022 02:00,456.47501037,2259.0122949409997,2892.32112769,5366.45740512,764.6582428900001,1539.79506363,518.02440388,298.02662145,6458.6220666,734.0991943399999,1581.963385583,2611.9478354999997,12180.84134421,3152.293569416,4412.9516412,2333.931472011,1866.7208633110001,4919.59386705,615.02249216,3768.7033092,1880.69508397,617.362967842,3373.6003367099997,1015.30575864,3240.8810068000003,3924.9381550400003,882.0075330100001,1398.36174661,,,1203.854933707
01/01/2022 03:00,480.79102283000003,2644.150210798,2862.22376326,5366.45740512,1057.31410833,1829.3781519099998,617.7828957700001,354.68992165,6395.255983800001,776.3060056500001,1581.963385583,3105.9423785900003,14497.07103902,3798.525369478,4412.9516412,2439.869226813,1866.7208633110001,5859.498996560001,739.777075795,3993.5735873000003,2263.5541218,734.391308581,4017.7583991600004,1162.78183196,3436.3202030999996,3924.9381550400003,882.0075330100001,1666.99217724,,,1434.52225398
01/01/2022 04:00,841.96892258,4667.018842787001,6018.5964416,5366.45740512,1057.31410833,1829.3781519099998,1087.9585479300001,354.68992165,6395.255983800001,1357.94432509,1581.963385583,5365.36823683,25188.2122741,6599.261372960001,9239.573452,2439.869226813,1866.7208633110001,10232.1570574,1285.4062865600001,3993.5735873000003,3955.7163625,734.391308581,3072.69639994,1162.78183196,5989.435807999999,8296.4738941,1827.1298643970001,2928.04534862,,,2512.78028413
01/01/2022 05:00,2087.98673101,4698.165242787,14794.4527415,5366.45740512,3990.82595491,1829.3781519099998,2529.45722564,354.68992165,6044.6628099,3341.6789408299996,7162.001236900001,13060.7806882,61624.7181692,16144.36814449,22815.9771191,2439.869226813,8543.77155004,25142.799631100002,3353.68327661,3768.7033092,9726.410848,3102.382631467,3373.6003367099997,1162.78183196,5989.435807999999,8296.4738941,1827.1298643970001,6791.67728423,,,6190.826079300001
01/01/2022 06:00,4051.0479414700003,20712.94472691,26903.827034399998,5366.45740512,7277.52624872,13781.16401459,4604.719947660001,2740.36377302,6395.255983800001,6079.05707016,7162.001236900001,13060.7806882,111892.1982133,16144.36814449,41552.774747999996,19743.75984543,1866.7208633110001,45716.968770600004,6084.38674583,3768.7033092,17712.2087244,3102.382631467,31305.1894189,7094.010974499999,3436.3202030999996,37361.9721753,7991.89343598,12356.40990241,,,6190.826079300001
01/01/2022 07:00,3843.16495076,19658.38712798,25529.2658044,5366.45740512,7277.52624872,13781.16401459,518.02440388,2740.36377302,6395.255983800001,5768.24742367,7162.001236900001,22473.196148,106192.85844,3573.882078874,39423.551631199996,19743.75984543,8543.77155004,45716.968770600004,5774.96777693,3768.7033092,17712.2087244,5341.52585044,29706.6856845,7094.010974499999,3436.3202030999996,35446.2447869,7587.93092385,1398.36174661,,,10689.97500524
01/01/2022 08:00,3843.16495076,13664.109605509999,25529.2658044,29278.2548292,4776.24758561,13781.16401459,3221.8650303,2740.36377302,6044.6628099,4183.50868356,7162.001236900001,15591.815105900001,106192.85844,3573.882078874,27291.436159800003,19743.75984543,8543.77155004,25142.799631100002,4005.03310571,3768.7033092,2496.3022604599996,3704.69342734,20582.1023485,7094.010974499999,17560.1430016,37361.9721753,7991.89343598,8649.32181187,,,7402.85999619
01/01/2022 09:00,2024.44889165,9544.52422716,25529.2658044,5366.45740512,3311.67653455,13781.16401459,2234.46613474,2740.36377302,6044.6628099,2773.10080404,7162.001236900001,10839.10256462,51140.893146200004,16144.36814449,18933.5755895,9852.234090599999,8543.77155004,20864.9666199,2783.17595355,3768.7033092,8851.5789926,2574.630709403,14290.0728999,3630.6028751,12193.8088886,17018.300051600003,3667.04006703,6000.460520629999,,,10689.97500524
01/01/2022 10:00,2024.44889165,7487.057552614,9704.2994784,5366.45740512,1057.31410833,13781.16401459,1765.4759480399998,2740.36377302,6044.6628099,3341.6789408299996,7162.001236900001,8572.457612560002,40434.385237099996,11914.42937728,14961.608665,9852.234090599999,8543.77155004,16492.5928438,2200.82781568,3768.7033092,6379.8433114,2035.97249058,11295.8648514,3630.6028751,9639.440957499999,13447.323370900001,2901.335516483,4741.64136048,,,4060.23221375
01/01/2022 11:00,3843.16495076,7291.094083817,9452.910520200001,5366.45740512,2872.36941408,13781.16401459,1720.33836116,2740.36377302,6044.6628099,6079.05707016,5148.57405345,9382.49645064,39377.467594199996,11914.42937728,14577.4123086,19743.75984543,1866.7208633110001,5859.498996560001,2409.84725449,3768.7033092,1880.69508397,2229.165577753,11002.7407604,7094.010974499999,10564.1622695,13102.6911216,2823.808449352,4619.8957693699995,,,4452.9131653
01/01/2022 12:00,3843.16495076,7238.304974928,10312.8977886,5366.45740512,2872.36941408,1829.3781519099998,1707.62352196,354.68992165,6044.6628099,5768.24742367,4991.52881671,9098.91118618,39087.091758799994,11914.42937728,15908.9846643,19743.75984543,5957.605000887,15946.4895975,2336.7489056599998,3993.5735873000003,6780.19249561,2161.589737283,10921.5438169,7094.010974499999,10241.4377344,14300.6346867,3076.941312969,4585.76532775,,,4316.09698869
01/01/2022 13:00,4051.0479414700003,7228.482445611,10312.8977886,15505.0940534,2527.2354555,1829.3781519099998,1652.5414114799999,354.68992165,6458.6220666,2051.14362067,5148.57405345,9098.91118618,37831.3282989,11914.42937728,14449.1366939,19743.75984543,5957.605000887,10232.1570574,2124.14396933,3993.5735873000003,8851.5789926,2161.589737283,10570.1964578,7094.010974499999,9306.0970525,12987.4081845,2798.890090539,4437.95706123,,,3920.69352644
01/01/2022 14:00,1505.0782483799999,7495.337746978,10014.2943619,15505.0940534,2622.9538729700002,1829.3781519099998,1823.30251093,354.68992165,6458.6220666,2262.09485504,5148.57405345,8582.752127020001,41703.3389719,11914.42937728,14449.1366939,19743.75984543,5615.196607101,17018.7237219,2336.7489056599998,3993.5735873000003,8851.5789926,2038.73648423,11655.489071,7094.010974499999,9656.492188299999,13478.4930836,2903.414054678,4895.7110014,,,4068.67015966
01/01/2022 15:00,1505.0782483799999,11709.374353579999,15206.2421035,15505.0940534,3956.34716845,1539.79506363,2773.11600408,298.02662145,6458.6220666,3435.79310011,5148.57405345,12888.5005636,63252.9567009,16144.36814449,14577.4123086,19743.75984543,5615.196607101,25839.9024706,3311.6224754200002,3993.5735873000003,6780.19249561,3181.647473471,17694.494004099997,7094.010974499999,14528.4642733,20315.9054536,4352.90906367,7442.127408519999,,,6127.7451005699995
01/01/2022 16:00,3760.63160485,2667.062504998,2892.32112769,5366.45740512,1057.31410833,1539.79506363,4397.52486549,298.02662145,6044.6628099,5442.92909698,5148.57405345,21165.2499391,100101.6575955,11914.42937728,27291.436159800003,2439.869226813,5615.196607101,40924.6314251,5441.36224333,3993.5735873000003,1880.69508397,5032.55840858,20582.1023485,1162.78183196,14528.4642733,12987.4081845,2798.890090539,11796.96910384,,,10089.150674839999
01/01/2022 17:00,3760.63160485,4667.018842787001,6018.5964416,29278.2548292,868.22739321,1539.79506363,518.02440388,298.02662145,6044.6628099,5877.24653922,7162.001236900001,2909.98594539,108089.010244,16144.36814449,40192.7780347,2333.931472011,1866.7208633110001,44190.1796852,2783.17595355,3993.5735873000003,2263.5541218,5434.11233223,30257.4045789,1015.30575864,25805.7372385,36144.283422,7707.40718251,1398.36174661,,,10894.21728831
01/01/2022 18:00,3760.63160485,4667.018842787001,6018.5964416,29278.2548292,6806.816141429999,1706.3391349600001,518.02440388,333.69965914,6044.6628099,734.0991943399999,1581.963385583,2611.9478354999997,104489.4723871,16144.36814449,4412.9516412,2333.931472011,1866.7208633110001,42714.705282400006,5680.16301902,3768.7033092,16528.8194473,5253.46709364,31305.1894189,1015.30575864,24944.9404702,34933.1658462,7452.5711398799995,1398.36174661,,,10529.89234337
01/01/2022 19:00,841.96892258,17294.76102309,2892.32112769,29278.2548292,6092.38302647,1706.3391349600001,514.0935467300001,333.69965914,6044.6628099,5086.2108174800005,1581.963385583,3105.9423785900003,93575.94659359999,16144.36814449,34775.4413906,16893.5714039,1866.7208633110001,25839.9024706,5087.4371519999995,3768.7033092,14799.2322145,5434.11233223,4017.7583991600004,6029.7014699,17560.1430016,31270.590195800003,6677.60621742,1386.46663787,,,6190.826079300001
01/01/2022 20:00,841.96892258,20631.60782881,19482.0604854,29278.2548292,5270.82793784,10159.08016618,3554.23120084,2020.06335199,6395.255983800001,4402.16871069,1581.963385583,10839.10256462,93575.94659359999,3573.882078874,4412.9516412,16893.5714039,8543.77155004,33743.85063360001,4405.29147059,3768.7033092,12809.4800834,5032.55840858,23106.542155299998,6029.7014699,3436.3202030999996,27058.2227341,5785.29702711,9537.218625110001,,,8158.82175755
01/01/2022 21:00,2087.98673101,7306.483915517,2892.32112769,24441.3920258,3990.82595491,10159.08016618,2651.65854783,2020.06335199,6395.255983800001,3334.7189300200002,1581.963385583,2611.9478354999997,61414.5928387,3573.882078874,34775.4413906,16893.5714039,1866.7208633110001,25082.043364099998,3340.3658465500002,17057.4595479,9704.341352700001,689.302587881,23106.542155299998,6029.7014699,14652.8121329,35446.2447869,7587.93092385,7117.77251678,,,6179.58958834
01/01/2022 22:00,841.96892258,7306.483915517,2892.32112769,29278.2548292,2292.18186113,4108.69729996,1450.30150045,813.1396730299999,6395.255983800001,1801.24480356,1581.963385583,2611.9478354999997,12030.93288371,3152.293569416,13107.7156962,5815.22836616,1866.7208633110001,13555.248026000001,1809.73702368,17057.4595479,9704.341352700001,1783.595874658,9284.419056600002,2212.0929064399998,14652.8121329,4478.92712176,992.915778834,3895.76896098,,,1203.854933707
01/01/2022 23:00,2087.98673101,7525.634730813999,6018.5964416,24441.3920258,6806.816141429999,4108.69729996,762.8085425200001,813.1396730299999,6395.255983800001,950.47247124,1581.963385583,3105.9423785900003,12030.93288371,5098.447403901,7166.499884299999,5815.22836616,8543.77155004,7158.708959099999,959.43642305,17057.4595479,9704.341352700001,2035.97249058,4904.72763087,2212.0929064399998,4632.7843903,6437.786087,1404.781990685,2051.60319244,,,1947.1082469300002
02/01/2022 00:00,2087.98673101,2274.8400004269997,4792.8341875,24441.3920258,1446.08442229,3006.49986123,809.14911106,587.78346935,6395.255983800001,1134.11370793,2726.102047522,3734.75098996,40434.385237099996,3152.293569416,4412.9516412,5815.22836616,8543.77155004,7328.4382351,739.777075795,17057.4595479,9704.341352700001,853.676924341,5274.77194898,2212.0929064399998,4632.7843903,6631.1783084,1470.259187888,2179.27339574,,,1203.854933707
