name,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
01/01/2016 00:00,166.90582,235.33693,82.98086,618.5312,730.5645,212.40741,188.35689,54.25361,255.91306,1549.7313,786.285,1684.2327,1709.8573,1364.2759,1242.6324,445.8313,1077.2014,2192.5828,601.1623,753.2976,458.4939,1541.6461,2259.3743,707.5352,4859.933,847.677,434.42435,1172.4366,1423.6387
01/01/2016 01:00,165.94629,233.984,82.50381,614.9752,726.36456,211.18628,187.27402,53.941708,254.44182,1540.8219,781.76465,1674.55,1700.0273,1356.4327,1235.4886,443.26822,1071.0087,2179.9778,597.70624,748.967,455.85803,1532.7833,2246.3853,703.4676,4831.9937,842.8037,431.92688,1165.6964,1415.4542
01/01/2016 02:00,165.94066,233.97606,82.50101,614.9544,726.3399,211.17912,187.26767,53.939877,254.43318,1540.7697,781.73816,1674.4933,1699.9697,1356.3867,1235.4467,443.2532,1070.9723,2179.9038,597.6859,748.9415,455.84256,1532.7313,2246.309,703.4438,4831.8296,842.77515,431.91223,1165.6569,1415.4062
01/01/2016 03:00,156.3031,220.3871,77.70948,579.23883,684.1553,198.91417,176.39146,50.807133,239.65611,1451.2842,736.33606,1577.2415,1601.2382,1277.61,1163.694,417.50977,1008.7719,2053.2983,562.97327,705.4442,429.36795,1443.7128,2115.8472,662.58887,4551.2046,793.8281,406.82745,1097.9574,1333.2017
01/01/2016 04:00,152.72101,215.33636,75.92857,565.9641,668.4761,194.35556,172.34901,49.64276,234.16379,1418.0244,719.46106,1541.095,1564.5417,1248.3303,1137.0249,407.94147,985.6534,2006.242,550.07135,689.27716,419.5279,1410.6263,2067.3572,647.404,4446.9023,775.6355,397.50397,1072.7949,1302.6481
01/01/2016 05:00,148.29477,209.09537,73.72797,549.561,649.1019,188.72263,167.3539,48.203987,227.37712,1376.9264,698.6092,1496.43,1519.1973,1212.1505,1104.071,396.1183,957.0866,1948.0958,534.12885,669.3002,407.3689,1369.7428,2007.4398,628.6405,4318.0195,753.15564,385.98328,1041.7025,1264.8939
01/01/2016 06:00,145.66096,205.38171,72.41852,539.8005,637.57355,185.3708,164.38159,47.347855,223.33876,1352.4714,686.20154,1469.8525,1492.2155,1190.622,1084.4622,389.08298,940.0882,1913.4966,524.6424,657.413,400.1338,1345.4154,1971.7865,617.4755,4241.329,739.7791,379.128,1023.2013,1242.4287
01/01/2016 07:00,148.89412,209.94046,74.02595,551.78217,651.7254,189.48538,168.03027,48.39881,228.2961,1382.4915,701.43274,1502.4781,1525.3374,1217.0496,1108.5333,397.71927,960.95483,1955.9695,536.28766,672.00525,409.01535,1375.2788,2015.5532,631.1813,4335.4717,756.19965,387.5433,1045.9127,1270.0062
01/01/2016 08:00,146.48825,206.54819,72.82982,542.8663,641.19464,186.42363,165.3152,47.616768,224.60722,1360.1527,690.0988,1478.2007,1500.6906,1197.3842,1090.6213,391.2928,945.4274,1924.3643,527.62213,661.1468,402.40637,1353.0566,1982.9852,620.9825,4265.418,743.9807,381.28125,1029.0126,1249.4851
01/01/2016 09:00,151.51385,213.63428,75.32841,561.49054,663.19226,192.8193,170.98671,49.250366,232.31287,1406.8158,713.7742,1528.9136,1552.175,1238.463,1128.0375,404.71695,977.8624,1990.3839,545.7234,683.8289,416.21182,1399.4763,2051.016,642.2867,4411.7524,769.50464,394.36197,1064.3152,1292.3514
01/01/2016 10:00,167.20973,235.76543,83.13195,619.65735,731.8947,212.79416,188.69984,54.352394,256.379,1552.553,787.7167,1687.2993,1712.9706,1366.76,1244.895,446.64307,1079.1627,2196.575,602.25684,754.66925,459.3287,1544.4531,2263.4883,708.8235,4868.782,849.22046,435.21536,1174.5714,1426.2308
01/01/2016 11:00,181.35796,255.71442,90.16605,672.08887,793.82306,230.79945,204.66643,58.95135,278.07217,1683.9203,854.3683,1830.068,1857.9114,1482.4066,1350.2302,484.43518,1170.4747,2382.4353,653.21606,818.5246,498.1942,1675.135,2455.0103,768.7997,5280.748,921.0761,472.04053,1273.9563,1546.9095
01/01/2016 12:00,192.60226,271.56888,95.7564,713.7588,843.0406,245.10916,217.35587,62.60637,295.31284,1788.3243,907.3396,1943.5333,1973.1029,1574.3167,1433.9453,514.47046,1243.0448,2530.1477,693.7158,869.2736,529.0826,1778.9944,2607.2224,816.4657,5608.157,978.18335,501.30734,1352.9424,1642.8188
