Timestamp,Z10 Heat Demand with HPs,Z11 Heat Demand with HPs,Z12 Heat Demand with HPs,Z13 Heat Demand with HPs,Z14 Heat Demand with HPs,Z15 Heat Demand with HPs,Z16 Heat Demand with HPs,Z17 Heat Demand with HPs,Z1_1 Heat Demand with HPs,Z1_2 Heat Demand with HPs,Z1_3 Heat Demand with HPs,Z1_4 Heat Demand with HPs,Z2 Heat Demand with HPs,Z3 Heat Demand with HPs,Z4 Heat Demand with HPs,Z5 Heat Demand with HPs,Z6 Heat Demand with HPs,Z7 Heat Demand with HPs,Z8 Heat Demand with HPs,Z9 Heat Demand with HPs
01/01/2035 00:00,7891.722991,24152.59558,8646.754388,14128.24922,48860.11555,14555.74342,10935.28875,6559.952289,1662.736239,158.6873328,638.0807115,556.4301883,2862.898637,888.2345897,2108.538069,17633.54212,13219.45621,12730.82661,17368.27561,24311.50364
01/01/2035 01:00,7891.722991,24152.59558,8646.754388,15032.71605,51988.05821,14555.74342,11532.72097,6875.720653,1818.252927,166.32587,668.7952188,583.2143847,3000.706472,936.7618832,2223.734715,19106.67584,14323.83028,13322.36089,17368.27561,24979.9626
01/01/2035 02:00,9014.751945,27589.62247,9682.722643,15032.71605,51988.05821,16627.09353,10935.28875,7493.464067,1818.252927,181.2692797,728.88257,635.6127969,3270.302453,1010.875093,2399.668558,20182.58957,15130.41776,14072.55476,19766.35163,27224.2666
01/01/2035 03:00,9014.751945,27589.62247,10721.8736,17870.7791,61803.01027,16627.09353,10935.28875,8297.663527,1818.252927,158.6873328,638.0807115,703.8268383,3621.271704,1113.615439,2643.559005,22100.294,16568.07615,15218.02193,21721.65619,30145.97815
01/01/2035 04:00,11032.35198,27589.62247,10721.8736,17870.7791,61803.01027,20252.77602,10935.28875,9170.583248,1818.252927,221.8393262,892.0144576,777.8698897,4002.231895,1230.768524,2921.66317,24370.49828,18269.99547,16695.48197,23952.96574,30145.97815
01/01/2035 05:00,9014.751945,39765.22223,9682.722643,14128.24922,48860.11555,22851.52794,17681.22646,9170.583248,1818.252927,261.2653796,1050.546357,703.8268383,3621.271704,1449.504969,3440.911268,28572.21762,21419.92669,19173.04766,21721.65619,39238.63085
01/01/2035 06:00,7891.722991,39765.22223,9682.722643,27812.48746,96184.6956,26928.64452,17681.22646,13087.14546,3571.077718,181.2692797,728.88257,1110.081673,5711.500518,1756.403739,4169.443737,28572.21762,21419.92669,14072.55476,23952.96574,47546.49303
01/01/2035 07:00,17127.22865,52211.97529,18396.31369,30541.8023,105623.5607,26928.64452,17681.22646,14236.91669,3571.077718,344.3955439,1384.812196,635.6127969,3270.302453,1910.712598,4535.750239,37863.48242,28385.37171,24805.46286,37214.77857,51520.55765
01/01/2035 08:00,7891.722991,52211.97529,18396.31369,29417.18666,101734.2713,26928.64452,17681.22646,13087.14546,3571.077718,325.7818231,1309.966548,1142.339707,5877.471888,1807.443344,4290.604242,37863.48242,28385.37171,24805.46286,35844.44941,48928.15387
01/01/2035 09:00,11032.35198,39765.22223,18396.31369,26312.29263,90996.53029,27108.45302,19712.41463,13087.14546,3571.077718,288.6020477,1160.466918,1036.289332,5331.83026,1807.443344,4290.604242,32620.0471,24454.49026,22702.99411,32061.17747,48928.15387
