FES Scenario,Building Block ID Number,Unit,DNO License Area,GSP,Latitude,Longitude,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Leading the Way,Lct_BB009,Number,LPN,New Cross,51.48381,-0.06132,2664.9,2743.1,2844.2,2954.7,3087.7,3119.5,3287.8,3576.2,3922.8,4375.6,4720.3,5358.7,6102.2,6959.9,8360.2,8840.2,10168.3,11451.5,12749.4,14012.8,13835.6,14934.8,15910.7,16761.6,17466.3,16895.8,17411.0,17926.6,18404.9,18520.0,
Leading the Way,Lct_BB009,Number,LPN,Redbridge,51.58924,0.04405,1720.3,1769.2,1835.0,1908.7,1994.4,2077.3,2189.6,2381.0,2611.2,2913.7,3137.3,3562.6,4056.0,4626.9,5557.1,5867.5,6748.0,7600.3,8461.5,9300.1,9070.6,9793.1,10432.2,10989.8,11452.1,11116.0,11455.1,11793.5,12108.4,12184.1,
Leading the Way,Lct_BB009,Number,LPN,St John's Wood,51.52710047,-0.17175157,4700.0,4831.3,5008.9,5205.4,5439.2,5573.4,5875.3,6390.4,7009.4,7819.2,8394.3,9531.2,10852.8,12380.3,14868.5,15592.2,17934.5,20198.0,22488.3,24715.4,24056.7,25969.4,27663.8,29143.3,30371.2,29398.7,30297.0,31191.3,32025.5,32225.8,
Leading the Way,Lct_BB009,Number,LPN,West Ham,51.51958889,0.001843447,6858.0,3880.6,4024.3,4181.0,4370.5,4551.8,4798.3,5219.0,5724.7,6386.0,6876.3,7807.7,8890.3,10141.4,12179.9,12860.0,14790.8,16658.1,18546.7,20384.0,19883.2,21464.2,22864.5,24088.0,25101.8,24365.1,25108.8,25851.4,26541.0,26707.0,
Leading the Way,Lct_BB009,Number,LPN,Willesden 132kV,51.5346109,-0.257151228,3233.2,3321.5,3446.3,3581.4,3743.3,3835.9,4042.7,4398.3,4823.9,5381.4,5776.5,6558.9,7467.7,8519.0,10231.8,10729.1,12340.5,13898.4,15474.9,17007.8,16553.8,17869.7,19036.2,20054.6,20899.5,20231.1,20848.1,21463.3,22037.7,22175.5,
Leading the Way,Lct_BB009,Number,LPN,Willesden 66kV,51.53495051,-0.257050264,960.0,986.7,1023.6,1063.6,1111.6,1140.3,1202.4,1307.5,1433.9,1599.6,1716.7,1948.9,2219.1,2531.8,3041.0,3189.2,3667.6,4131.2,4599.4,5055.0,4920.3,5311.4,5657.5,5960.2,6210.6,6012.4,6196.6,6379.4,6548.8,6589.8,
Leading the Way,Lct_BB009,Number,LPN,Wimbledon North,51.43099665,-0.18803002,929.2,952.7,989.2,1026.1,1073.2,1084.2,1142.6,1242.7,1362.9,1520.1,1639.8,1861.9,2120.1,2418.4,2905.9,3072.3,3534.5,3979.5,4431.8,4871.0,4807.7,5191.1,5528.7,5824.5,6071.0,5871.5,6051.5,6229.6,6396.8,6436.8,
Leading the Way,Lct_BB009,Number,LPN,Wimbledon South,51.43099665,-0.18803002,4077.9,4193.4,4349.4,4517.0,4721.3,4767.7,5026.4,5467.1,5996.7,6688.4,7215.6,8192.3,9328.3,10640.6,12778.8,13515.7,15543.9,17507.6,19491.3,21421.9,21149.9,22832.6,24321.5,25623.7,26702.7,25829.2,26617.7,27403.3,28135.3,28311.3,
Leading the Way,Lct_BB009,Number,NPgN,Blyth 132kV,55.14114091,-1.530712633,960.0,986.7,1023.6,1063.6,1111.6,1105.2,1164.8,1268.0,1390.1,1551.3,1732.4,1967.1,2238.6,2554.1,3067.7,3363.8,3868.6,4357.2,4851.7,5332.5,5608.2,6053.2,6449.1,6793.4,7079.0,7184.7,7404.9,7622.7,7827.2,7876.1,
Leading the Way,Lct_BB009,Number,NPgN,Blyth 66kV,55.14114091,-1.530712633,1390.0,1429.0,1482.3,1540.2,1609.8,1600.9,1689.1,1837.1,2015.0,2247.5,2509.6,2849.0,3244.3,3701.8,4445.4,4874.7,5607.0,6314.2,7029.7,7727.2,8125.4,8772.1,9343.8,9843.7,10259.0,10411.9,10729.8,11046.2,11341.4,11412.3,
Leading the Way,Lct_BB009,Number,NPgN,Fourstones,55.01232,-2.16339,122.9,127.6,134.8,139.0,144.7,143.6,152.0,166.0,181.1,201.7,227.8,258.0,294.3,335.9,402.5,447.3,513.4,578.9,643.9,707.3,751.8,812.7,865.4,911.4,949.6,962.8,992.4,1020.2,1047.7,1054.3,
Leading the Way,Lct_BB009,Number,NPgN,Hart Moor,54.70123646,-1.290579837,814.0,837.8,868.7,902.5,945.0,937.1,987.2,1073.5,1177.3,1314.1,1464.8,1662.8,1892.7,2159.5,2593.5,2838.5,3265.5,3677.7,4093.5,4500.0,4728.6,5104.7,5437.6,5728.7,5970.4,6059.8,6244.4,6429.3,6600.6,6641.9,
Leading the Way,Lct_BB009,Number,NPgN,Hawthorn Pit,54.80625179,-1.401606493,1113.6,1144.0,1187.0,1233.5,1289.3,1278.6,1347.6,1465.6,1607.5,1792.8,1998.6,2268.5,2583.1,2947.4,3539.1,3874.6,4455.8,5019.2,5587.6,6140.8,6452.9,6966.2,7421.3,7818.2,8147.2,8270.3,8522.5,8774.4,9008.6,9064.9,
Leading the Way,Lct_BB009,Number,NPgN,Knaresborough,54.03121063,-1.487843766,1290.2,1331.2,1379.1,1432.1,1498.1,1369.7,1443.2,1569.9,1722.2,1920.7,2029.9,2303.6,2623.6,2992.2,3594.0,3532.6,4063.9,4575.9,5095.0,5599.4,5625.0,6071.7,6469.5,6814.2,7101.8,7222.4,7442.8,7662.6,7867.3,7916.5,
Leading the Way,Lct_BB009,Number,NPgN,Lackenby,54.56767005,-1.133390743,1090.5,1122.8,1161.2,1207.0,1261.8,1210.3,1275.8,1388.1,1521.4,1697.7,1884.7,2139.6,2436.7,2779.5,3337.9,3600.4,4142.0,4664.9,5192.9,5708.0,6028.3,6508.2,6932.8,7304.2,7611.5,7697.2,7930.7,8165.2,8383.6,8436.1,
Leading the Way,Lct_BB009,Number,NPgN,Norton,54.59215634,-1.362801529,3448.2,3542.7,3675.6,3819.7,3990.6,3960.2,4174.2,4540.6,4979.4,5554.7,6189.3,7027.1,8001.9,9127.8,10962.1,12000.5,13802.7,15546.2,17307.3,19022.5,19990.2,21580.3,22989.6,24219.1,25238.5,25618.0,26400.1,27180.3,27906.4,28080.9,
Leading the Way,Lct_BB009,Number,NPgN,Offerton,54.88123,-1.45761,460.8,476.3,493.1,511.9,536.6,532.5,560.2,610.3,668.6,745.8,831.3,943.6,1074.0,1226.0,1471.9,1611.9,1854.0,2088.2,2324.9,2554.6,2684.6,2897.8,3087.9,3253.0,3389.4,3440.1,3545.8,3649.9,3748.1,3771.6,
Leading the Way,Lct_BB009,Number,NPgN,Osbaldwick,53.95642347,-1.024339226,1343.9,1382.2,1436.4,1491.7,1558.5,1401.2,1477.4,1606.3,1762.9,1966.2,2096.8,2380.7,2711.5,3093.0,3713.6,3720.2,4279.3,4819.5,5365.0,5896.5,6080.0,6563.7,6991.0,7364.8,7674.8,7788.9,8026.3,8263.4,8483.9,8536.9,
Leading the Way,Lct_BB009,Number,NPgN,Poppleton,53.97442,-1.13288,1128.9,1165.3,1207.1,1255.6,1311.3,1199.8,1263.9,1375.5,1507.8,1682.0,1776.5,2017.6,2297.2,2619.9,3146.5,3093.9,3557.7,4007.2,4461.5,4902.7,4924.9,5317.6,5663.8,5966.6,6218.7,6323.5,6516.4,6708.9,6888.0,6931.1,
Leading the Way,Lct_BB009,Number,NPgN,Saltholme,54.60697,-1.23828,514.5,531.6,550.5,573.7,598.9,574.5,604.6,659.3,723.0,805.5,893.9,1015.1,1156.3,1318.4,1584.5,1708.6,1965.4,2213.6,2464.4,2708.5,2861.2,3089.1,3290.5,3465.3,3611.8,3652.9,3763.4,3874.6,3978.8,4003.6,
Leading the Way,Lct_BB009,Number,NPgN,South Shields,54.97329472,-1.450100391,668.1,689.0,713.9,741.4,774.7,767.2,809.6,880.6,966.0,1076.8,1200.0,1362.8,1552.4,1770.4,2126.3,2327.7,2676.9,3014.2,3356.1,3688.7,3876.3,4185.6,4457.5,4696.0,4894.1,4967.7,5120.1,5271.0,5412.5,5446.4,
Leading the Way,Lct_BB009,Number,NPgN,Spennymoor,54.70483954,-1.554408307,1482.2,1522.5,1576.9,1639.5,1712.3,1683.2,1774.5,1930.4,2117.6,2362.5,2656.2,3015.8,3434.0,3915.9,4704.3,5212.3,5996.0,6753.1,7517.9,8262.6,8821.0,9521.7,10143.2,10686.5,11135.6,11274.8,11620.0,11963.2,12282.2,12359.0,
Leading the Way,Lct_BB009,Number,NPgN,Stella North,54.97805729,-1.724488264,1420.7,1463.0,1516.7,1577.7,1648.2,1628.9,1716.5,1867.2,2048.2,2284.4,2558.0,2903.7,3307.0,3771.7,4529.8,4998.8,5750.1,6476.0,7209.3,7923.3,8391.8,9059.0,9651.6,10167.8,10595.0,10742.7,11071.0,11397.4,11702.3,11775.5,
Leading the Way,Lct_BB009,Number,NPgN,Stella South,54.97435217,-1.732510197,1428.4,1467.3,1522.4,1582.1,1653.7,1634.2,1723.3,1875.1,2055.7,2292.9,2568.0,2916.3,3319.6,3787.1,4548.1,5019.0,5771.8,6500.8,7237.5,7955.0,8425.3,9096.0,9689.3,10207.7,10637.2,10785.2,11113.9,11442.3,11747.4,11820.9,
Leading the Way,Lct_BB009,Number,NPgN,Tynemouth 1,55.02380967,-1.499288562,1121.2,1152.5,1198.5,1244.5,1300.3,1289.1,1359.5,1478.2,1622.6,1809.9,2015.6,2289.6,2606.9,2972.6,3571.5,3909.2,4496.3,5063.0,5638.0,6196.6,6512.2,7029.4,7487.3,7888.4,8220.2,8343.9,8598.4,8852.6,9090.5,9147.3,
Leading the Way,Lct_BB009,Number,NPgN,West Boldon,54.9400602,-1.47196637,1966.0,2020.1,2095.9,2177.9,2274.6,2257.7,2379.1,2588.1,2839.1,3166.6,3528.8,4007.1,4562.4,5203.5,6249.4,6841.5,7868.8,8863.2,9866.6,10844.4,11397.5,12303.8,13105.5,13807.1,14388.6,14605.2,15050.4,15495.0,15910.0,16009.5,
Leading the Way,Lct_BB009,Number,NPgY,Bradford West,53.81009972,-1.866986068,2680.2,2751.6,2855.6,2967.9,3100.5,2946.1,3105.0,3377.0,3705.5,4132.6,4518.1,5130.2,5841.4,6663.2,8002.8,8439.0,9705.5,10930.9,12170.7,13376.4,13954.3,15064.4,16047.3,16905.3,17617.3,17881.5,18428.1,18971.8,19479.3,19601.2,
Leading the Way,Lct_BB009,Number,NPgY,Camblesforth,53.72946043,-1.000848779,913.9,939.9,977.7,1015.0,1060.4,980.9,1033.3,1124.1,1233.1,1375.2,1446.3,1643.2,1870.4,2134.3,2562.5,2503.7,2879.4,3243.1,3611.3,3969.2,3938.7,4251.9,4529.7,4771.0,4972.1,5064.3,5219.0,5374.1,5516.1,5550.6,
Leading the Way,Lct_BB009,Number,NPgY,Creyke Beck,53.8009731,-0.4144914,1343.9,1378.0,1430.7,1487.3,1553.0,1548.4,1632.8,1775.5,1947.1,2172.2,2344.5,2661.1,3030.9,3456.8,4151.3,4334.9,4986.5,5615.7,6252.3,6872.2,6907.9,7456.6,7944.3,8368.9,8721.8,8678.0,8942.9,9207.1,9453.1,9512.2,
Leading the Way,Lct_BB009,Number,NPgY,Drax,53.73247783,-0.992567062,1182.7,1216.3,1264.4,1312.9,1371.7,1268.1,1335.6,1452.9,1593.9,1778.6,1870.5,2124.1,2418.6,2758.5,3314.0,3236.8,3724.0,4193.9,4669.2,5131.9,5092.3,5498.0,5856.9,6169.3,6429.7,6547.8,6748.8,6948.6,7133.7,7178.3,
Leading the Way,Lct_BB009,Number,NPgY,Elland,53.69492305,-1.822610331,2641.8,2713.4,2815.5,2926.0,3058.4,2904.1,3062.3,3331.2,3652.6,4075.8,4455.5,5058.6,5759.1,6570.8,7890.2,8320.7,9569.6,10777.8,12000.1,13189.4,13759.5,14853.1,15822.7,16669.1,17372.1,17632.7,18171.0,18707.1,19207.0,19327.1,
Leading the Way,Lct_BB009,Number,NPgY,Ferrybridge A,53.7201,-1.27258,1013.7,1042.0,1078.0,1121.0,1172.1,1089.5,1149.4,1250.6,1370.5,1530.0,1628.5,1849.3,2104.7,2401.6,2884.8,2894.8,3329.2,3749.1,4175.1,4587.5,4650.9,5021.5,5348.1,5634.6,5871.3,5978.0,6160.3,6342.8,6512.1,6552.8,
Leading the Way,Lct_BB009,Number,NPgY,Ferrybridge B (_M),53.72214524,-1.278177395,1282.5,1318.4,1367.6,1423.3,1487.1,1382.0,1456.9,1585.7,1738.8,1939.2,2065.5,2344.3,2669.6,3045.4,3657.3,3671.1,4222.9,4755.3,5293.8,5819.6,5898.9,6367.8,6783.6,7146.2,7447.5,7580.9,7812.0,8043.7,8258.3,8309.9,
Leading the Way,Lct_BB009,Number,NPgY,Grimsby West,53.56596349,-0.15076043,1658.8,1709.7,1771.9,1842.5,1924.8,1798.8,1897.5,2063.2,2262.5,2524.5,2701.8,3067.7,3493.9,3985.9,4785.9,4845.8,5573.7,6277.7,6989.7,7682.0,7819.5,8440.6,8992.0,9473.4,9871.1,9891.2,10194.1,10495.3,10774.9,10842.3,
Leading the Way,Lct_BB009,Number,NPgY,Jordanthorpe,53.33006,-1.45341,2864.5,2947.3,3056.3,3173.1,3316.6,3359.5,3542.2,3852.9,4226.2,4713.7,5087.5,5777.9,6577.8,7504.3,9011.7,9446.3,10865.4,12236.0,13623.3,14973.4,14975.5,16167.1,17222.2,18144.0,18907.8,18850.8,19425.4,20000.3,20533.8,20662.2,
Leading the Way,Lct_BB009,Number,NPgY,Keadby,53.59722,-0.75792,4085.6,4201.9,4355.1,4525.8,4730.5,4713.4,4970.1,5405.4,5928.7,6613.1,7137.3,8103.9,9226.5,10524.5,12640.9,13199.7,15180.9,17097.8,19035.8,20921.2,21031.2,22704.5,24184.8,25478.5,26551.7,26422.0,27227.6,28032.4,28780.4,28960.4,
Leading the Way,Lct_BB009,Number,NPgY,Kirkstall B,53.80583,-1.59684,1190.4,1220.6,1267.3,1317.4,1377.2,1308.4,1378.3,1498.8,1645.2,1834.0,2005.7,2277.0,2592.9,2957.2,3551.8,3746.2,4308.3,4851.5,5402.1,5937.2,6194.2,6685.5,7122.9,7503.7,7819.3,7937.9,8179.6,8421.5,8646.0,8700.0,
Leading the Way,Lct_BB009,Number,NPgY,Neepsend,53.40605,-1.48924,1152.0,1182.3,1224.3,1273.2,1331.4,1348.7,1421.0,1544.6,1695.0,1890.9,2041.3,2317.6,2638.9,3010.4,3615.1,3789.5,4358.9,4908.4,5465.9,6006.6,6008.5,6485.0,6909.3,7278.7,7585.5,7561.3,7792.3,8023.8,8236.6,8288.1,
Leading the Way,Lct_BB009,Number,NPgY,Norton Lees,53.34987,-1.46993,1029.1,1059.0,1098.1,1140.8,1194.1,1208.6,1274.1,1385.0,1519.9,1694.8,1830.6,2077.9,2365.6,2699.7,3242.2,3398.4,3907.7,4401.0,4900.6,5385.2,5387.5,5815.7,6194.6,6526.8,6801.5,6780.3,6987.8,7193.3,7386.0,7432.2,
Leading the Way,Lct_BB009,Number,NPgY,Pitsmoor,53.39975,-1.4463,852.4,880.4,911.7,948.8,990.8,1003.6,1058.9,1151.0,1263.3,1409.3,1520.3,1725.9,1966.7,2242.1,2693.4,2822.6,3246.7,3657.3,4071.3,4474.4,4475.9,4831.8,5147.0,5422.3,5650.6,5634.1,5805.9,5976.6,6136.1,6174.4,
Leading the Way,Lct_BB009,Number,NPgY,Saltend North,53.74276734,-0.238077699,944.6,973.9,1009.2,1050.4,1097.0,1093.0,1152.9,1253.7,1375.0,1532.9,1654.1,1878.8,2139.6,2440.8,2931.2,3060.7,3520.1,3963.5,4414.0,4849.9,4876.2,5263.6,5607.2,5907.5,6155.4,6125.3,6311.9,6499.2,6672.5,6714.2,
Leading the Way,Lct_BB009,Number,NPgY,Sheffield City,53.37526,-1.47706,768.0,791.0,820.0,851.8,890.1,902.0,951.3,1034.0,1133.5,1265.8,1365.1,1550.7,1765.8,2013.9,2419.0,2535.5,2915.6,3283.9,3655.8,4019.0,4019.3,4339.8,4622.4,4870.0,5074.3,5059.4,5214.1,5367.5,5511.1,5545.6,
Leading the Way,Lct_BB009,Number,NPgY,Skelton Grange,53.77561,-1.49645,2572.7,2649.6,2746.7,2855.4,2983.3,2834.0,2988.9,3250.5,3565.1,3976.4,4347.3,4936.7,5621.0,6411.3,7700.2,8120.1,9339.6,10518.2,11710.8,12871.2,13427.8,14495.3,15441.0,16266.8,16951.7,17206.9,17732.5,18256.1,18744.1,18861.3,
Leading the Way,Lct_BB009,Number,NPgY,Templeborough,53.41208,-1.38499,883.2,905.9,940.4,975.3,1020.1,1033.4,1089.7,1184.2,1299.6,1449.1,1564.4,1776.4,2022.4,2307.8,2770.8,2904.9,3340.8,3763.7,4189.9,4604.1,4605.3,4972.1,5296.2,5578.7,5814.5,5796.2,5974.0,6149.7,6314.9,6354.4,
Leading the Way,Lct_BB009,Number,NPgY,Thorpe Marsh,53.57918639,-1.08704167,1282.5,1314.2,1364.7,1418.9,1481.6,1332.9,1403.9,1527.2,1675.4,1869.6,1994.3,2264.3,2577.6,2940.4,3532.1,3536.9,4068.2,4581.8,5100.9,5606.9,5780.2,6239.8,6647.0,7002.5,7298.2,7405.7,7630.7,7857.3,8066.1,8116.6,
Leading the Way,Lct_BB009,Number,NPgY,Thurcroft,53.40484731,-1.26659031,3071.9,3159.9,3280.0,3407.0,3560.2,3606.4,3801.9,4135.9,4535.6,5060.3,5461.9,6201.3,7061.8,8055.7,9674.5,10140.4,11663.7,13135.8,14624.8,16074.3,16075.9,17354.6,18486.5,19476.8,20295.6,20234.4,20853.0,21468.3,22042.7,22180.6,
Leading the Way,Lct_BB009,Number,NPgY,West Melton,53.50186617,-1.378474312,1597.4,1645.9,1705.9,1771.9,1851.5,1875.9,1977.8,2151.7,2359.1,2632.4,2841.3,3226.2,3672.5,4190.2,5032.2,5274.4,6066.9,6833.3,7606.9,8360.6,8362.9,9026.6,9617.1,10131.1,10557.7,10524.9,10846.9,11167.7,11465.0,11536.7,
Leading the Way,Lct_BB009,Number,NPgY,Wincobank,53.41332,-1.41769,476.1,493.3,510.3,529.6,554.9,562.2,592.7,643.5,706.4,787.0,849.8,966.0,1099.1,1254.0,1505.7,1578.7,1815.0,2044.4,2276.0,2501.9,2502.0,2702.0,2877.4,3031.2,3158.9,3150.3,3245.8,3342.0,3430.6,3452.1,
Leading the Way,Lct_BB009,Number,SEPD,Acton Lane 66kV,51.53495051,-0.257050264,337.9,348.7,361.3,375.1,391.9,402.9,423.6,461.7,505.6,564.0,606.4,688.4,783.9,894.3,1073.7,1125.6,1294.4,1458.2,1623.2,1784.0,1736.5,1875.3,1997.9,2103.8,2193.0,2122.0,2187.5,2251.8,2312.7,2327.2,
Leading the Way,Lct_BB009,Number,SEPD,Botley Wood,50.88497196,-1.233003439,3240.8,3334.3,3460.6,3594.6,3758.0,3960.2,4175.9,4542.2,4980.9,5557.5,6076.8,6901.0,7856.8,8962.6,10763.7,11623.8,13368.8,15056.3,16762.8,18423.9,18466.8,19934.7,21236.7,22372.3,23314.9,22700.3,23391.6,24082.9,24726.4,24881.1,
Leading the Way,Lct_BB009,Number,SEPD,Bramley,51.33545,-1.07695,3494.3,3593.7,3727.3,3872.6,4047.4,4335.1,4570.4,4970.6,5451.8,6081.8,6657.6,7558.5,8607.2,9817.7,11792.4,12785.5,14705.1,16562.6,18439.3,20266.7,20258.1,21868.7,23295.8,24541.5,25576.1,24907.4,25668.1,26426.3,27131.0,27300.7,
Leading the Way,Lct_BB009,Number,SEPD,Canal Bank,51.53495051,-0.257050264,414.7,429.5,447.3,463.4,485.3,497.4,522.6,569.2,624.9,696.1,747.3,849.7,966.6,1102.8,1324.2,1389.7,1598.1,1799.5,2003.0,2201.8,2142.8,2313.3,2464.3,2597.0,2706.0,2619.8,2698.5,2779.4,2852.5,2870.3,
Leading the Way,Lct_BB009,Number,SEPD,Chickerell,50.6243722,-2.489261224,499.2,518.9,536.2,558.3,582.4,614.8,649.0,705.1,774.3,862.3,973.7,1106.2,1259.5,1435.9,1725.2,1949.6,2241.6,2525.7,2811.6,3090.0,3273.6,3534.8,3764.8,3966.5,4132.8,4055.7,4178.8,4302.3,4418.2,4445.9,
Leading the Way,Lct_BB009,Number,SEPD,Cowley,51.71035,-1.19091,4431.2,4554.9,4722.1,4907.5,5129.7,5287.9,5574.7,6063.1,6651.7,7420.0,8062.6,9154.1,10423.2,11890.4,14278.9,15205.5,17487.6,19696.4,21929.0,24101.7,23977.6,25884.6,27572.7,29047.6,30272.2,29328.3,30222.8,31116.4,31947.0,32146.8,
Leading the Way,Lct_BB009,Number,SEPD,Ealing,51.5016007,-0.296757438,2956.7,3045.1,3156.7,3281.3,3428.3,3513.6,3702.8,4028.4,4417.9,4928.2,5291.1,6007.8,6840.0,7802.4,9370.6,9827.2,11302.2,12728.9,14172.2,15576.7,15161.2,16366.0,17434.2,18367.4,19141.5,18528.3,19094.1,19657.5,20182.8,20309.1,
Leading the Way,Lct_BB009,Number,SEPD,Fawley,50.82102062,-1.329732989,2895.2,2981.3,3090.8,3212.8,3356.9,3539.9,3731.8,4058.4,4451.1,4965.1,5430.6,6166.3,7021.4,8009.5,9618.3,10387.1,11945.7,13453.7,14979.4,16463.4,16502.0,17814.2,18976.6,19990.8,20832.9,20283.5,20902.5,21521.5,22096.2,22234.4,
Leading the Way,Lct_BB009,Number,SEPD,Fleet,51.25023576,-0.88102927,4431.2,4554.9,4725.0,4909.7,5131.5,5238.9,5521.7,6006.2,6588.3,7349.0,8052.6,9144.3,10410.7,11876.4,14263.4,15420.5,17736.4,19974.9,22239.1,24444.0,24785.7,26757.5,28502.5,30027.6,31291.6,30330.3,31256.4,32179.9,33039.8,33246.5,
Leading the Way,Lct_BB009,Number,SEPD,Greenford,51.53495051,-0.257050264,529.9,544.4,564.8,587.0,613.5,628.8,662.7,720.9,790.9,883.6,948.0,1076.8,1226.0,1398.1,1678.8,1760.5,2024.7,2280.7,2538.6,2791.4,2716.6,2931.8,3124.0,3291.4,3430.0,3318.9,3420.6,3521.7,3616.1,3638.8,
Leading the Way,Lct_BB009,Number,SEPD,Iver 132kV,51.54183582,-0.497640556,4269.9,4393.3,4558.7,4735.4,4950.2,5198.6,5480.7,5960.3,6538.5,7293.6,7917.4,8988.6,10235.0,11676.3,14022.8,14968.8,17217.2,19390.1,21587.7,23727.7,23455.6,25320.2,26972.7,28415.5,29611.5,28755.2,29631.0,30507.3,31322.0,31517.9,
Leading the Way,Lct_BB009,Number,SEPD,Iver 66kV,51.54134646,-0.496506759,3501.9,3598.0,3733.0,3877.0,4052.9,4256.3,4486.7,4880.5,5353.7,5970.9,6482.5,7359.4,8379.9,9558.8,11480.0,12255.9,14096.2,15875.8,17675.2,19426.7,19203.4,20730.5,22083.3,23264.5,24243.4,23541.9,24260.4,24976.7,25643.8,25804.2,
Leading the Way,Lct_BB009,Number,SEPD,Laleham,51.42444134,-0.469384552,3978.1,4091.3,4243.3,4408.8,4607.8,4839.5,5101.6,5549.3,6087.2,6790.7,7370.8,8368.9,9529.2,10870.2,13054.6,13935.6,16028.4,18052.9,20098.1,22089.9,21836.3,23572.8,25111.5,26453.7,27567.9,26770.7,27586.9,28401.9,29161.4,29343.7,
Leading the Way,Lct_BB009,Number,SEPD,Loudwater,51.66424942,-0.655116208,3102.6,3189.7,3308.7,3437.9,3595.0,3774.6,3979.5,4328.8,4746.9,5296.1,5748.0,6526.6,7431.4,8478.4,10181.1,10869.1,12501.1,14079.3,15675.2,17228.0,17030.1,18384.8,19584.4,20632.4,21501.7,20877.9,21515.7,22150.6,22742.9,22885.1,
Leading the Way,Lct_BB009,Number,SEPD,Lovedean,50.91621568,-1.040226301,4638.5,4771.8,4951.5,5143.6,5376.9,5668.0,5974.3,6497.9,7128.7,7951.3,8696.0,9873.3,11243.4,12825.3,15401.9,16632.7,19129.1,21544.0,23986.9,26363.7,26423.3,28524.9,30387.3,32011.7,33361.3,32481.8,33471.9,34461.7,35381.0,35602.3,
Leading the Way,Lct_BB009,Number,SEPD,Mannington,50.84717,-1.89484,3955.0,4065.8,4217.5,4382.4,4580.3,4837.8,5099.9,5546.1,6082.7,6786.4,7658.3,8695.6,9901.6,11294.2,13564.1,15329.6,17630.8,19856.8,22108.5,24299.2,25744.5,27790.8,29605.1,31188.1,32502.6,31889.1,32862.0,33832.6,34736.0,34953.2,
Leading the Way,Lct_BB009,Number,SEPD,Melksham,51.39181465,-2.150383477,1543.6,1586.3,1645.7,1710.1,1785.6,1851.4,1950.5,2121.7,2327.4,2596.9,2868.3,3257.0,3708.7,4229.4,5080.0,5535.6,6366.2,7170.1,7982.3,8773.8,8994.5,9709.8,10342.7,10897.2,11356.3,11063.6,11400.7,11738.6,12051.6,12126.9,
Leading the Way,Lct_BB009,Number,SEPD,Minety,51.60748404,-2.001233892,4484.9,4614.4,4785.2,4971.5,5195.6,5384.2,5675.4,6173.8,6772.5,7555.0,8343.0,9473.8,10787.3,12304.7,14778.5,16103.1,18520.2,20858.6,23222.8,25523.8,26164.6,28245.7,30088.9,31698.8,33033.4,32185.4,33167.0,34147.2,35058.5,35277.7,
Leading the Way,Lct_BB009,Number,SEPD,North Hyde,51.49922869,-0.411422633,3256.2,3347.1,3474.9,3610.0,3772.6,3962.0,4175.9,4542.2,4982.4,5557.5,6032.7,6849.1,7799.7,8896.8,10684.9,11405.9,13118.6,14774.8,16449.7,18080.0,17871.7,19293.2,20551.9,21652.4,22563.3,21911.1,22578.9,23245.8,23867.5,24016.8,
Leading the Way,Lct_BB009,Number,SEPD,Nursling,50.94089316,-1.487938892,4538.7,4669.7,4842.6,5031.1,5257.9,5541.9,5842.8,6354.0,6970.2,7775.2,8502.4,9654.6,10993.7,12539.8,15059.9,16263.3,18703.9,21065.7,23454.2,25777.1,25837.4,27891.0,29711.9,31301.4,32619.4,31759.7,32728.5,33696.1,34595.6,34812.0,
Leading the Way,Lct_BB009,Number,SEPD,Perivale,51.53495051,-0.257050264,483.8,497.6,516.1,536.2,558.6,572.8,604.6,657.7,721.5,804.1,864.1,980.0,1115.8,1273.6,1529.6,1603.2,1843.9,2078.0,2313.1,2542.6,2474.6,2671.1,2846.0,2997.7,3123.2,3024.2,3115.6,3208.8,3293.6,3314.2,
Leading the Way,Lct_BB009,Number,SHEPD,Abernethy,56.33945602,-3.293750933,476.1,489.1,510.3,529.6,553.1,641.1,674.6,735.2,806.0,899.3,1251.2,1421.7,1618.0,1846.0,2216.3,4073.8,4684.3,5275.9,5873.9,6456.0,8950.3,9662.0,10292.5,10843.0,11299.5,13131.6,13532.2,13932.2,14304.1,14393.6,
Leading the Way,Lct_BB009,Number,SHEPD,Alness,57.70812973,-4.27420198,506.9,518.9,539.0,560.5,584.2,667.3,703.7,766.8,840.7,937.6,1282.6,1456.7,1658.4,1892.2,2272.6,4008.8,4612.0,5192.8,5781.9,6354.9,8702.2,9395.2,10008.2,10542.9,10987.9,12653.5,13039.3,13424.5,13782.8,13869.0,
Leading the Way,Lct_BB009,Number,SHEPD,Arbroath,56.56385676,-2.619040477,30.7,34.0,34.4,35.3,36.6,43.8,46.1,49.0,54.3,61.1,84.0,95.3,108.8,124.6,149.2,274.2,315.3,354.4,394.7,434.3,601.2,649.3,691.1,729.5,759.7,882.5,909.9,937.0,960.8,966.9,
Leading the Way,Lct_BB009,Number,SHEPD,Ardkinglas,56.287166,-4.955504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
