FES Scenario,Building Block ID Number,Unit,DNO License Area,GSP,Latitude,Longitude,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Leading the Way,Lct_BB009,Number,SHEPD,Ardmore,57.55442865,-6.645004363,414.7,425.3,441.5,459.0,479.8,551.7,582.4,632.4,694.3,774.2,1059.1,1203.0,1369.7,1561.9,1875.8,3304.6,3800.6,4281.4,4765.6,5237.5,7162.1,7731.1,8236.5,8676.9,9041.6,10382.5,10698.5,11016.2,11309.6,11380.3,
Leading the Way,Lct_BB009,Number,SHEPD,Beauly,57.46759907,-4.489802119,314.9,319.0,332.6,344.2,360.8,413.4,435.5,474.3,520.7,581.0,794.3,901.5,1026.6,1171.4,1407.2,2477.7,2850.5,3211.0,3574.2,3928.5,5370.8,5798.7,6177.4,6507.7,6782.0,7787.2,8024.7,8261.8,8482.2,8535.3,
Leading the Way,Lct_BB009,Number,SHEPD,Berryburn,57.504052,-3.599413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SHEPD,Boat of Garten,57.24932862,-3.723001408,176.6,182.9,189.2,194.2,203.3,234.7,247.6,268.8,294.3,328.2,449.8,510.4,581.6,663.4,796.5,1402.7,1614.0,1817.0,2023.8,2224.4,3040.8,3281.8,3496.3,3684.0,3839.0,4407.8,4541.5,4676.8,4800.9,4830.9,
Leading the Way,Lct_BB009,Number,SHEPD,Braco West,56.27612575,-3.877741345,483.8,497.6,518.9,538.4,562.2,651.6,686.6,746.2,819.6,913.5,1272.6,1445.5,1645.8,1876.8,2254.3,4141.6,4763.8,5364.8,5973.3,6566.1,9101.0,9823.9,10465.2,11024.9,11489.4,13352.6,13759.7,14166.8,14544.8,14635.7,
Leading the Way,Lct_BB009,Number,SHEPD,Bridge of Dun,56.72040723,-2.556550442,84.5,85.1,88.9,92.7,97.1,112.1,117.8,128.1,140.4,156.3,217.8,246.8,281.7,320.5,385.6,708.5,814.2,917.2,1020.8,1122.0,1555.4,1679.5,1789.0,1885.1,1964.1,2282.5,2352.3,2421.6,2486.5,2502.1,
Leading the Way,Lct_BB009,Number,SHEPD,Broadford,57.2479281,-5.93580345,107.5,110.6,114.7,117.0,122.7,141.9,148.6,161.3,178.1,198.9,271.9,308.5,350.1,400.3,479.9,845.6,973.3,1096.6,1219.6,1340.7,1833.9,1980.2,2109.4,2221.9,2314.8,2659.1,2739.7,2821.0,2895.9,2914.0,
Leading the Way,Lct_BB009,Number,SHEPD,Brora,56.39669617,-3.487501081,99.8,106.3,109.0,112.5,117.2,134.9,141.8,153.4,169.0,187.5,257.6,293.0,333.4,379.3,455.9,805.2,925.6,1042.6,1161.7,1275.8,1747.1,1886.1,2010.4,2116.6,2206.0,2541.2,2617.8,2696.2,2767.2,2784.6,
Leading the Way,Lct_BB009,Number,SHEPD,Burghmuir,52.28005309,0.312061036,499.2,514.6,533.3,553.9,578.7,669.1,705.4,766.8,842.2,939.0,1308.2,1484.8,1690.5,1928.6,2316.3,4255.6,4895.4,5513.6,6138.0,6745.5,9352.1,10095.4,10754.2,11329.8,11806.0,13721.0,14138.8,14557.9,14945.8,15039.3,
Leading the Way,Lct_BB009,Number,SHEPD,Carradale,55.59026315,-5.502312414,245.8,255.2,263.8,273.6,287.5,322.3,339.9,368.4,404.5,451.8,609.2,691.2,788.1,898.5,1079.3,1842.8,2120.1,2388.6,2658.8,2922.6,3963.0,4278.1,4556.4,4801.4,5002.9,5709.4,5885.0,6058.2,6219.6,6258.5,
Leading the Way,Lct_BB009,Number,SHEPD,Cassley,56.54213245,-4.516696903,15.4,12.8,14.3,13.2,14.7,17.5,17.1,19.0,21.1,24.2,32.7,36.5,41.8,47.6,56.3,101.0,115.7,129.8,145.4,159.9,217.6,236.0,251.3,265.0,276.0,317.6,326.4,336.2,345.9,348.1,
Leading the Way,Lct_BB009,Number,SHEPD,Ceannacroc,57.15401813,-4.93670244,15.4,17.0,17.2,17.7,18.3,21.0,22.2,23.7,27.2,29.8,39.9,46.3,51.6,60.2,71.8,125.5,144.6,163.3,181.0,199.1,272.4,294.6,314.1,330.4,344.1,396.2,407.2,419.4,431.1,433.8,
Leading the Way,Lct_BB009,Number,SHEPD,Charleston,56.47382646,-3.044800773,468.5,480.6,498.9,518.6,542.1,628.8,662.7,720.9,789.4,880.8,1227.0,1393.7,1587.3,1809.6,2174.1,3994.4,4594.6,5175.3,5761.2,6332.3,8776.8,9475.4,10094.6,10633.9,11082.0,12877.8,13271.7,13664.2,14028.4,14116.1,
Leading the Way,Lct_BB009,Number,SHEPD,Clachan,56.27712554,-4.922002162,46.1,46.8,48.7,50.8,53.1,59.6,63.2,68.0,75.5,83.8,113.9,129.0,146.5,166.5,201.2,342.0,394.8,443.3,494.1,542.9,736.6,795.8,846.6,892.3,930.1,1061.0,1094.6,1126.8,1156.4,1163.6,
Leading the Way,Lct_BB009,Number,SHEPD,Clayhills,57.14022844,-2.098600116,199.7,208.4,215.0,225.1,234.4,273.2,288.6,313.0,344.1,383.6,535.2,608.5,691.8,789.3,948.5,1747.5,2010.2,2264.6,2520.8,2770.3,3841.3,4147.0,4418.2,4654.5,4850.3,5639.0,5810.8,5981.6,6142.8,6181.2,
Leading the Way,Lct_BB009,Number,SHEPD,Coupar Angus,56.53812663,-3.273000945,483.8,497.6,513.2,534.0,558.6,646.3,681.5,741.5,813.5,907.8,1264.1,1435.7,1634.7,1864.2,2238.9,4114.2,4730.6,5328.4,5931.8,6520.8,9038.6,9757.6,10394.5,10949.9,11411.5,13260.9,13665.7,14070.3,14446.2,14536.5,
Leading the Way,Lct_BB009,Number,SHEPD,Craigiebuckler,57.13112841,-2.153000157,591.3,608.2,633.6,657.6,686.8,802.2,845.4,918.6,1008.2,1125.1,1570.1,1782.0,2029.4,2314.8,2780.6,5122.9,5893.3,6636.4,7388.8,8120.9,11260.6,12155.8,12948.4,13641.1,14216.5,16529.1,17033.5,17537.1,18005.5,18118.1,
Leading the Way,Lct_BB009,Number,SHEPD,Dallas,57.556815,-3.420461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SHEPD,Dounreay,58.57592179,-3.753501664,115.2,119.1,123.3,128.0,133.7,152.4,160.5,175.5,191.7,214.5,293.2,333.7,379.4,433.9,520.7,917.8,1055.7,1189.9,1323.5,1455.3,1993.7,2151.4,2291.6,2415.0,2516.1,2898.1,2987.0,3074.0,3156.6,3176.3,
Leading the Way,Lct_BB009,Number,SHEPD,Dudhope,56.46172643,-2.950000704,514.5,531.6,550.5,571.5,597.0,690.1,727.6,792.1,867.9,968.9,1349.5,1532.5,1744.9,1990.1,2389.4,4391.2,5050.2,5688.6,6332.4,6959.7,9648.9,10416.1,11095.1,11688.9,12181.0,14156.6,14588.9,15019.0,15420.4,15516.8,
Leading the Way,Lct_BB009,Number,SHEPD,Dunbeath,58.25293114,-3.429801313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,
Leading the Way,Lct_BB009,Number,SHEPD,Dunoon,55.97462457,-4.940002084,122.9,127.6,129.0,134.6,141.0,164.6,172.5,188.1,206.8,230.1,321.7,364.5,415.6,474.4,569.9,1052.0,1210.5,1363.4,1517.8,1667.9,2316.3,2499.9,2663.8,2806.1,2923.5,3399.1,3503.0,3606.6,3703.0,3726.2,
Leading the Way,Lct_BB009,Number,SHEPD,Dunvegan,57.42792837,-6.531004176,53.8,59.5,60.2,64.0,65.9,77.1,80.3,87.0,96.6,106.5,146.6,166.8,189.7,215.5,258.9,457.4,526.4,592.0,658.8,725.4,990.8,1070.3,1140.3,1200.3,1251.5,1436.0,1480.3,1524.5,1564.1,1573.9,
Leading the Way,Lct_BB009,Number,SHEPD,Dyce,57.21142863,-2.18100018,545.3,557.1,579.2,602.4,630.0,733.9,775.4,842.7,923.7,1031.4,1439.1,1633.4,1860.6,2121.7,2548.4,4695.7,5401.6,6082.3,6771.6,7443.7,10320.0,11141.0,11867.8,12503.0,13029.9,15148.8,15610.9,16072.5,16501.5,16604.8,
Leading the Way,Lct_BB009,Number,SHEPD,Elgin,57.66232975,-3.317201133,476.1,489.1,507.5,527.4,551.2,634.1,667.8,725.7,796.9,889.3,1215.7,1381.0,1571.9,1792.8,2154.4,3793.8,4363.2,4914.3,5471.9,6014.1,8222.9,8877.0,9456.9,9961.9,10382.4,11919.9,12284.3,12647.3,12985.7,13066.9,
Leading the Way,Lct_BB009,Number,SHEPD,Fasnakyle,57.32282862,-4.789402354,7.7,8.5,8.6,8.8,9.2,10.5,10.2,11.1,12.1,14.2,19.9,22.4,25.1,29.4,35.2,60.6,69.4,78.7,87.5,96.5,132.4,141.9,152.4,159.6,167.2,191.6,197.8,203.0,208.9,210.2,
Leading the Way,Lct_BB009,Number,SHEPD,Fetteresso,56.964638,-2.347373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SHEPD,Fiddes,56.92102782,-2.292000257,276.5,284.9,292.4,304.5,318.7,371.3,392.8,426.9,467.9,521.4,728.8,827.2,941.5,1074.8,1290.4,2376.7,2733.3,3079.8,3428.8,3767.1,5224.7,5639.9,6007.7,6328.9,6595.3,7667.7,7902.7,8135.3,8353.5,8405.8,
Leading the Way,Lct_BB009,Number,SHEPD,Finstown,59.00525,-3.1152579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SHEPD,Fort Augustus,57.13662813,-4.714502234,38.4,38.3,40.1,39.7,42.1,49.0,51.2,55.3,60.4,68.2,92.5,105.2,120.0,137.2,164.6,290.1,332.6,374.8,416.9,458.4,627.0,677.0,720.9,759.8,792.2,908.7,936.3,965.3,990.9,997.1,
Leading the Way,Lct_BB009,Number,SHEPD,Fort William,56.81932714,-5.074302462,230.4,242.4,249.4,258.2,271.0,310.0,327.9,355.7,390.9,436.1,596.4,677.2,771.3,880.3,1056.8,1861.5,2141.8,2411.9,2685.5,2951.3,4034.6,4355.2,4639.7,4887.6,5093.8,5848.6,6026.8,6206.3,6371.7,6411.5,
Leading the Way,Lct_BB009,Number,SHEPD,Fraserburgh,57.68624988,-2.023970061,314.9,323.2,332.6,346.4,362.6,422.1,445.8,483.8,531.3,592.4,827.0,939.4,1069.8,1220.4,1466.3,2701.4,3106.5,3498.3,3894.7,4281.4,5935.4,6407.9,6826.0,7190.9,7494.6,8714.0,8979.2,9245.4,9491.5,9550.9,
Leading the Way,Lct_BB009,Number,SHEPD,Glenfarclas,57.415992,-3.315988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SHEPD,Grudie Bridge,57.61452938,-4.829902473,23.0,21.3,22.9,24.3,23.8,28.0,29.0,31.6,34.7,38.4,54.1,60.3,69.7,78.4,94.3,166.0,192.3,215.8,240.4,263.9,360.7,390.2,414.7,437.4,456.1,524.0,539.0,555.9,569.8,573.4,
Leading the Way,Lct_BB009,Number,SHEPD,Inverness,57.45202908,-4.241401893,883.2,905.9,937.5,975.3,1018.2,1168.3,1231.4,1340.7,1470.1,1639.4,2243.4,2547.6,2901.2,3309.9,3973.9,7001.7,8052.5,9070.2,10098.0,11097.7,15174.9,16381.5,17449.9,18383.4,19157.7,21997.8,22667.9,23339.0,23961.1,24110.9,
Leading the Way,Lct_BB009,Number,SHEPD,Keith,57.53762947,-2.932700798,381.0,389.3,404.7,419.1,438.7,503.4,530.3,576.1,632.7,706.1,965.6,1096.2,1248.0,1424.7,1710.6,3013.3,3465.2,3903.2,4345.7,4775.7,6530.2,7048.8,7509.3,7911.3,8244.0,9466.9,9755.4,10042.9,10312.1,10376.6,
Leading the Way,Lct_BB009,Number,SHEPD,Killin,56.47542628,-4.324501732,399.3,408.3,424.3,441.3,461.5,534.2,561.9,611.8,670.2,748.7,1042.0,1183.3,1347.4,1536.7,1846.3,3391.2,3900.4,4393.7,4891.7,5376.2,7451.2,8044.2,8569.5,9028.1,9408.4,10934.2,11267.2,11600.4,11909.5,11984.0,
Leading the Way,Lct_BB009,Number,SHEPD,Kinlochleven,56.71362686,-4.950002319,23.0,21.3,22.9,24.3,23.8,28.0,29.0,31.6,34.7,39.8,54.1,60.3,69.7,78.4,94.3,167.4,192.3,215.8,240.4,265.4,362.2,391.7,416.2,439.0,457.8,525.6,540.7,557.6,571.5,575.1,
Leading the Way,Lct_BB009,Number,SHEPD,Kintore,57.21292863,-2.37400033,1038.2,1067.2,1107.1,1148.4,1200.7,1402.2,1477.4,1607.9,1763.1,1967.0,2745.7,3117.0,3549.4,4048.7,4863.0,8960.0,10304.8,11606.8,12921.1,14201.9,19692.6,21258.2,22645.1,23856.9,24861.0,28904.9,29787.0,30668.0,31487.1,31684.0,
Leading the Way,Lct_BB009,Number,SHEPD,Lairg,58.00813043,-4.395002162,15.4,17.0,17.2,17.7,18.3,22.8,23.9,25.3,27.2,31.3,42.7,47.7,54.4,61.6,74.6,131.3,151.9,170.6,189.9,208.1,286.1,308.4,328.3,346.4,360.4,415.9,428.6,441.0,452.9,455.7,
Leading the Way,Lct_BB009,Number,SHEPD,Lunanhead,56.65442701,-2.865000661,23.0,25.5,25.8,26.5,29.3,33.3,34.2,37.9,40.8,45.5,64.1,72.9,83.7,95.2,114.0,209.2,240.1,271.2,301.2,331.8,459.6,496.6,527.7,557.1,579.5,674.6,694.0,715.7,735.3,739.9,
Leading the Way,Lct_BB009,Number,SHEPD,Lyndhurst,56.48108948,-3.017000753,491.5,501.8,521.8,540.6,565.9,655.1,690.0,751.0,824.1,919.2,1279.7,1452.5,1654.2,1886.6,2265.6,4164.7,4789.9,5394.0,6006.0,6600.7,9149.7,9876.4,10521.8,11084.0,11551.1,13424.7,13833.9,14243.4,14623.3,14714.8,
Leading the Way,Lct_BB009,Number,SHEPD,Macduff,57.65942981,-2.491000444,184.3,187.1,195.0,200.8,210.6,241.7,254.5,278.3,304.9,339.5,464.1,527.2,601.2,685.8,823.2,1450.3,1667.5,1878.2,2090.5,2298.3,3142.7,3392.9,3614.1,3806.9,3967.3,4555.1,4694.8,4833.2,4963.0,4994.0,
Leading the Way,Lct_BB009,Number,SHEPD,Milton of Craigie,56.46862645,-2.917000681,506.9,523.1,541.9,562.7,587.9,681.4,717.3,781.0,857.3,956.1,1331.0,1511.4,1719.8,1962.1,2357.1,4330.6,4980.8,5609.8,6244.9,6864.6,9514.9,10272.7,10942.7,11527.7,12013.8,13961.7,14387.7,14812.6,15208.2,15303.3,
Leading the Way,Lct_BB009,Number,SHEPD,Mybster,58.44493156,-3.421901332,153.6,153.1,160.6,167.7,174.0,199.7,210.1,229.2,250.6,279.9,382.9,434.6,495.1,565.4,678.3,1197.7,1378.2,1551.6,1728.5,1898.6,2600.9,2808.4,2990.5,3150.9,3283.9,3780.6,3897.0,4012.7,4119.1,4144.9,
Leading the Way,Lct_BB009,Number,SHEPD,Nairn,57.57402946,-3.844501571,276.5,289.2,298.2,311.1,324.2,373.1,392.8,426.9,467.9,522.8,714.6,811.8,924.7,1053.8,1266.5,2231.0,2565.6,2888.8,3216.6,3534.9,4833.6,5218.9,5558.5,5856.4,6103.5,7007.9,7221.9,7434.6,7633.3,7681.1,
Leading the Way,Lct_BB009,Number,SHEPD,Orrin,57.553719,-4.616254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leading the Way,Lct_BB009,Number,SHEPD,Persley,57.17412853,-2.138400147,783.3,808.1,840.1,871.6,910.2,1063.2,1120.4,1218.9,1337.3,1491.7,2082.6,2363.9,2691.9,3070.6,3688.3,6795.4,7815.3,8801.9,9799.8,10772.0,14934.4,16122.4,17175.0,18092.9,18855.8,21922.5,22592.1,23259.1,23880.9,24030.2,
Leading the Way,Lct_BB009,Number,SHEPD,Peterhead Grange,57.50456142,-1.784124868,53.8,59.5,60.2,61.8,65.9,77.1,80.3,87.0,95.1,106.5,149.5,169.6,192.5,219.7,264.6,486.3,559.7,631.4,701.8,772.1,1069.9,1155.1,1231.4,1296.1,1350.6,1570.2,1618.8,1666.0,1711.1,1721.8,
Leading the Way,Lct_BB009,Number,SHEPD,Peterhead Shell,57.50789843,-1.784285868,145.9,148.9,154.8,158.9,166.7,194.4,205.0,222.9,244.5,272.8,381.5,433.2,493.8,562.6,675.5,1243.9,1431.8,1612.8,1795.3,1972.5,2734.9,2953.3,3146.0,3313.7,3452.7,4014.8,4137.6,4260.7,4373.1,4400.5,
Leading the Way,Lct_BB009,Number,SHEPD,Port Ann,56.02602463,-5.350002441,199.7,208.4,215.0,222.9,232.6,262.7,276.7,300.4,329.0,367.9,495.4,562.2,640.2,730.6,878.1,1499.3,1725.3,1942.4,2163.2,2376.7,3223.4,3479.2,3706.7,3905.9,4069.5,4645.2,4787.1,4928.1,5059.9,5091.6,
Leading the Way,Lct_BB009,Number,SHEPD,Quoich,57.069517,-5.107652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.5,1.4,1.4,1.4,1.4,2.8,2.8,4.3,5.8,5.8,5.9,7.5,9.1,10.8,11.0,11.2,11.4,14.7,14.8,15.0,15.0,15.1,
Leading the Way,Lct_BB009,Number,SHEPD,Rannoch,56.69022691,-4.398701845,53.8,59.5,60.2,61.8,65.9,75.3,80.3,87.0,95.1,106.5,148.0,168.2,191.1,218.3,261.7,480.5,552.5,622.7,692.9,761.6,1054.7,1139.7,1214.1,1278.6,1332.7,1548.9,1595.7,1642.7,1686.1,1696.6,
Leading the Way,Lct_BB009,Number,SHEPD,Redmoss,57.10842835,-2.09160011,668.1,689.0,713.9,741.4,774.7,903.8,953.0,1037.1,1136.5,1268.6,1770.8,2010.6,2288.8,2611.5,3136.7,5778.0,6646.8,7485.1,8333.9,9159.9,12700.3,13710.3,14603.9,15385.7,16033.0,18641.3,19211.1,19779.0,20306.5,20433.5,
Leading the Way,Lct_BB009,Number,SHEPD,Rothienorman,57.4106,-2.46586,201.2,206.4,214.2,222.1,232.3,269.8,284.3,309.2,339.2,378.4,524.9,595.9,678.5,774.1,929.7,1689.6,1943.1,2188.7,2436.6,2678.0,3697.8,3991.7,4252.2,4479.8,4668.3,5407.7,5572.6,5737.3,5890.7,5927.5,
Leading the Way,Lct_BB009,Number,SHEPD,Shin,57.93823027,-4.404002154,23.0,21.3,20.1,22.1,23.8,26.3,27.3,30.0,33.2,36.9,51.2,57.5,65.6,75.6,90.1,160.2,183.7,207.1,230.0,253.4,347.0,373.2,398.9,419.8,436.7,504.3,519.3,534.3,548.1,551.5,
Leading the Way,Lct_BB009,Number,SHEPD,Sloy,56.2464255,-4.704001974,30.7,34.0,34.4,35.3,38.5,42.0,44.4,49.0,52.8,59.7,81.1,91.1,104.6,119.0,142.1,243.9,280.6,316.4,351.6,386.1,523.5,566.0,603.1,635.3,662.3,754.8,778.1,802.2,822.2,827.3,
Leading the Way,Lct_BB009,Number,SHEPD,St Fergus Gas Terminal,57.57877961,-1.841299912,76.8,80.8,83.1,86.1,89.7,103.3,109.3,118.6,131.3,146.3,203.6,231.3,263.6,300.9,360.2,665.2,765.0,861.8,958.5,1054.1,1461.0,1577.7,1680.6,1770.2,1844.0,2144.9,2210.6,2275.1,2336.1,2350.7,
Leading the Way,Lct_BB009,Number,SHEPD,St Fillans,56.43459221,-4.06534752,414.7,429.5,444.4,463.4,483.5,558.7,589.2,641.9,703.4,785.6,1093.2,1240.8,1412.9,1612.3,1936.3,3558.6,4092.8,4609.5,5132.1,5640.1,7818.0,8440.6,8990.4,9471.8,9871.1,11471.3,11821.1,12171.3,12496.1,12574.2,
Leading the Way,Lct_BB009,Number,SHEPD,Strichen,57.58622963,-2.070000098,284.1,293.5,303.9,317.8,331.5,387.1,408.2,444.3,486.0,542.7,757.3,859.5,979.1,1116.8,1341.1,2472.0,2843.3,3202.3,3565.3,3917.9,5433.2,5865.1,6248.0,6582.7,6859.9,7975.5,8219.2,8461.5,8687.7,8742.1,
Leading the Way,Lct_BB009,Number,SHEPD,Tarland,57.15152845,-2.788000647,322.5,331.7,344.1,357.5,373.6,436.1,459.4,499.6,547.9,610.9,852.7,968.8,1103.3,1258.2,1511.3,2783.7,3201.9,3606.2,4014.9,4412.6,6118.1,6605.3,7036.5,7412.7,7725.1,8980.9,9254.4,9528.3,9782.3,9843.5,
Leading the Way,Lct_BB009,Number,SHEPD,Taynuilt,56.43007894,-5.21400246,345.6,357.2,369.9,384.0,401.1,450.1,473.1,515.4,566.0,630.8,851.2,966.0,1099.1,1254.0,1507.1,2574.4,2960.4,3333.5,3712.2,4079.3,5532.1,5973.0,6362.7,6702.4,6984.9,7972.3,8215.9,8458.2,8684.4,8738.7,
Leading the Way,Lct_BB009,Number,SHEPD,Thurso,58.57223181,-3.509401431,652.8,672.0,699.6,726.0,758.2,867.0,913.7,994.4,1091.3,1217.5,1665.5,1891.4,2152.2,2456.2,2949.5,5205.1,5985.9,6741.4,7506.0,8249.0,11297.1,12195.9,12990.8,13685.8,14263.6,16425.9,16926.4,17427.3,17891.9,18003.8,
Leading the Way,Lct_BB009,Number,SHEPD,Tummel Bridge,56.70642703,-4.01620154,460.8,472.1,490.3,509.7,532.9,616.5,650.7,708.3,775.8,865.2,1205.7,1368.4,1559.4,1778.8,2136.1,3923.7,4513.6,5083.4,5658.8,6219.2,8621.6,9307.3,9915.5,10445.5,10885.6,12650.2,13036.0,13421.2,13779.4,13865.6,
Leading the Way,Lct_BB009,Number,SHEPD,Willowdale,57.15382848,-2.097100115,453.1,463.6,478.8,498.7,521.9,607.8,640.5,697.2,765.2,853.8,1191.5,1351.6,1539.8,1756.4,2109.4,3886.2,4470.2,5033.8,5605.4,6160.4,8542.4,9220.9,9822.8,10348.1,10785.0,12538.8,12920.6,13303.0,13659.1,13744.5,
Leading the Way,Lct_BB009,Number,SHEPD,Woodhill,57.15422848,-2.146300153,721.9,740.0,768.4,798.8,835.1,973.9,1026.5,1116.2,1224.1,1365.2,1906.0,2164.8,2464.6,2811.7,3377.3,6222.5,7157.3,8059.7,8973.4,9862.6,13675.8,14763.7,15726.9,16566.9,17265.0,20073.9,20686.5,21296.8,21865.6,22002.3,
Leading the Way,Lct_BB009,Number,South Wales,Aberthaw,51.38520959,-3.403318398,721.9,740.0,768.4,798.8,835.1,660.3,695.1,757.3,830.1,926.3,1032.0,1172.1,1334.8,1522.7,1828.0,1920.7,2208.4,2487.7,2768.6,3043.2,3565.8,3849.4,4101.0,4320.9,4502.9,4484.7,4622.3,4758.3,4886.1,4916.7,
Leading the Way,Lct_BB009,Number,South Wales,Alpha Steel (Uskmouth),51.54868745,-2.975539939,46.1,42.5,45.9,46.3,49.4,38.5,41.0,44.3,48.3,54.0,59.8,68.7,78.1,89.6,106.9,112.6,128.7,145.8,161.7,177.9,208.5,225.2,240.3,253.8,264.6,263.6,270.3,279.6,285.7,287.5,
Leading the Way,Lct_BB009,Number,South Wales,Cardiff East,51.49547203,-3.144727906,268.8,280.7,289.6,300.1,313.2,248.7,261.3,284.6,312.4,348.1,387.2,440.2,500.7,572.4,686.7,721.5,830.1,934.7,1040.1,1143.1,1340.8,1446.6,1540.8,1623.3,1691.4,1684.8,1737.5,1787.5,1836.5,1848.0,
Leading the Way,Lct_BB009,Number,South Wales,Margam,51.56001526,-3.754063743,376.3,387.0,404.3,419.3,437.7,324.0,341.6,371.5,406.0,453.2,488.3,555.2,631.8,720.8,865.4,812.4,935.7,1052.8,1172.1,1289.4,1468.6,1585.4,1688.4,1779.8,1853.8,1858.4,1915.5,1972.2,2025.3,2038.0,
Leading the Way,Lct_BB009,Number,South Wales,Pembroke,51.68216462,-4.987251645,476.1,484.8,504.6,525.2,547.6,395.8,416.7,453.7,496.6,555.5,612.1,694.0,790.8,901.3,1083.5,1101.1,1266.9,1426.2,1587.6,1744.8,2133.7,2304.1,2453.4,2585.8,2694.6,2737.7,2820.5,2904.3,2981.1,2999.8,
Leading the Way,Lct_BB009,Number,South Wales,Pyle,51.5358222,-3.687694046,453.1,467.8,487.4,505.3,527.4,390.6,411.6,447.4,490.5,546.9,589.3,668.8,761.6,869.1,1042.7,979.8,1128.0,1270.1,1414.0,1553.3,1770.0,1910.8,2035.6,2145.3,2235.2,2241.5,2309.5,2378.3,2441.4,2456.7,
Leading the Way,Lct_BB009,Number,South Wales,Rassau,51.80868862,-3.225732325,506.9,518.9,539.0,560.5,586.0,422.1,445.8,485.4,531.3,593.8,654.8,743.1,845.2,964.3,1158.1,1177.5,1353.7,1525.3,1697.3,1867.0,2281.3,2462.9,2624.6,2764.6,2881.3,2927.6,3016.7,3105.7,3188.3,3208.3,
Leading the Way,Lct_BB009,Number,South Wales,Swansea North,51.68271826,-3.960972507,599.0,616.7,639.4,664.2,694.1,500.9,527.8,573.9,629.4,701.8,772.9,877.7,1000.1,1140.6,1370.6,1392.6,1601.0,1803.8,2007.4,2207.8,2698.3,2913.3,3103.6,3269.0,3407.2,3461.4,3567.3,3673.2,3771.5,3795.1,
Leading the Way,Lct_BB009,Number,South Wales,Upper Boat 132kV,51.57517414,-3.297509703,414.7,425.3,438.7,456.8,478.0,376.6,397.9,433.2,473.9,529.9,589.3,670.2,762.9,869.1,1044.1,1096.7,1262.5,1421.8,1583.1,1738.8,2037.8,2199.2,2343.4,2469.3,2572.9,2562.5,2640.8,2719.5,2792.3,2809.8,
Leading the Way,Lct_BB009,Number,South Wales,Upper Boat 33kV,51.57575,-3.2996,130.6,131.8,137.6,143.4,150.2,119.1,124.7,136.0,149.4,166.2,185.1,210.3,239.9,272.9,327.9,344.9,396.3,446.2,497.0,545.9,639.2,690.9,735.1,774.2,806.8,803.9,829.2,853.8,875.6,881.1,
Leading the Way,Lct_BB009,Number,South Wales,Uskmouth,51.54868745,-2.975539939,645.1,659.2,685.2,710.5,743.5,588.5,620.0,673.5,739.6,824.0,918.1,1043.1,1188.4,1354.7,1626.7,1710.0,1965.4,2213.6,2465.9,2710.0,3174.7,3426.8,3650.2,3846.8,4007.8,3993.5,4114.6,4235.7,4349.7,4376.9,
Leading the Way,Lct_BB009,Number,South Western,Abham,50.47155865,-3.729488691,591.3,612.4,633.6,657.6,686.8,704.1,741.2,806.3,886.0,987.3,1188.6,1350.2,1537.1,1753.6,2105.2,2565.8,2950.3,3323.3,3700.3,4065.7,4745.3,5121.7,5456.4,5747.9,5989.8,5953.4,6135.6,6316.2,6485.3,6525.9,
