name,heat pump Beauly,heat pump Peterhead,heat pump Errochty,heat pump Denny/Bonnybridge,heat pump Neilston,heat pump Strathaven,heat pump Torness,heat pump Eccles,heat pump Harker,heat pump Stella West,heat pump Penwortham,heat pump Deeside,heat pump Daines,heat pump Th. Marsh/Stocksbridge,heat pump Thornton/Drax/Eggborough,heat pump Keadby,heat pump Ratcliffe,heat pump Feckenham,heat pump Walpole,heat pump Bramford,heat pump Pelham,heat pump Sundon/East Claydon,heat pump Melksham,heat pump Bramley,heat pump London,heat pump Kemsley,heat pump Sellindge,heat pump Lovedean,heat pump S.W.Penisula
17/08/2035 22:00,2.665,2.692,2.71,2.71,2.8,2.8,2.584,2.584,2.809,2.593,1.9125,1.8075,1.89,2.7325,2.7325,1.965,1.89,1.89,1.8,1.7925,1.815,1.815,1.9125,1.8,1.845,1.74,1.695,1.8225,1.8225
17/08/2035 23:00,2.665,2.692,2.71,2.71,2.755,2.755,2.683,2.683,2.782,2.5885,1.9575,1.8225,1.965,2.701,2.701,2.8,1.965,1.89,1.8,1.8075,1.815,1.8375,1.89,1.8075,1.8825,1.74,1.8375,1.8525,1.8225
18/08/2035 00:00,2.71,2.683,2.71,2.71,2.755,2.755,2.6605,2.6605,2.782,2.584,1.9425,1.8675,1.965,2.6875,2.6875,1.965,1.965,1.89,1.8075,1.8,1.815,2.0025,1.8975,1.8075,1.905,1.74,1.785,1.8675,1.785
18/08/2035 01:00,2.71,2.692,2.71,2.71,2.755,2.755,2.6425,2.6425,2.7865,2.5615,1.8675,1.905,1.965,2.6785,2.6785,1.965,1.965,1.89,1.8,1.7925,1.815,1.9875,1.8975,1.8225,1.92,1.74,1.7925,1.89,1.785
18/08/2035 02:00,2.755,2.7055,2.755,2.755,2.755,2.755,2.6335,2.6335,2.7955,2.584,1.875,1.9275,2.8,2.6695,2.6695,1.965,1.965,1.89,1.845,1.8525,1.815,1.9875,1.9125,1.8225,1.9275,1.815,1.8075,1.9125,1.8075
18/08/2035 03:00,2.71,2.71,2.755,2.755,2.755,2.755,2.6425,2.6425,2.7955,2.593,1.86,1.9275,2.8,2.665,2.665,1.965,1.965,1.89,1.8225,1.86,1.815,1.995,1.92,1.8225,1.9425,1.89,1.89,1.92,1.875
18/08/2035 04:00,2.8,2.6875,2.71,2.71,2.755,2.755,2.6335,2.6335,1.995,2.593,1.875,2.8045,1.965,2.6785,2.6785,1.965,1.965,1.965,1.83,1.8675,1.815,1.995,1.9275,1.83,1.95,1.74,1.83,1.965,1.935
18/08/2035 05:00,2.8,2.71,2.8,2.8,2.755,2.755,2.6605,2.6605,1.9725,2.62,1.8975,1.95,1.965,2.6875,2.6875,1.965,1.965,1.965,1.86,1.8525,1.815,1.8675,1.935,1.83,1.9575,1.74,1.8225,1.965,1.9425
18/08/2035 06:00,2.8,2.755,1.965,1.965,1.965,1.965,2.6875,2.6875,1.9575,2.665,1.875,1.8975,2.8,2.7145,2.7145,1.965,1.965,1.965,1.77,1.8525,1.815,1.815,1.935,1.8075,1.92,1.74,1.845,1.89,1.9125
18/08/2035 07:00,2.755,2.8045,1.89,1.89,1.965,1.965,2.7505,2.7505,1.905,2.719,1.83,1.845,1.965,2.7685,2.7685,1.89,1.965,1.965,1.7925,1.77,1.74,1.815,1.9275,1.7925,1.86,1.74,1.6425,1.74,1.89
18/08/2035 08:00,1.965,1.9425,1.89,1.89,1.965,1.965,1.9875,1.9875,1.8675,2.782,1.74,1.785,1.89,1.98,1.98,1.815,1.89,1.89,1.7775,1.6425,1.74,1.74,1.89,1.7325,1.7625,1.74,1.4,1.665,1.77
18/08/2035 09:00,1.815,1.8675,1.815,1.815,1.965,1.965,1.8825,1.8825,1.7775,1.9575,1.695,1.7025,1.815,1.8525,1.8525,1.74,1.89,1.815,1.77,1.4,1.665,1.665,1.8,1.6275,1.665,1.4,1.4,1.665,1.6275
18/08/2035 10:00,1.815,1.8,1.74,1.74,1.815,1.815,1.8,1.8,1.7325,1.7925,1.6275,1.6125,1.665,1.7325,1.7325,1.665,1.815,1.665,1.755,1.4,1.4,1.665,1.65,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 11:00,1.815,1.7025,1.665,1.665,1.89,1.89,1.8075,1.8075,1.7025,1.7175,1.62,1.4,1.665,1.635,1.635,1.665,1.665,1.665,1.6275,1.6275,1.4,1.4,1.65,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 12:00,1.815,1.6275,1.665,1.665,1.89,1.89,1.8,1.8,1.6725,1.665,1.6125,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 13:00,1.665,1.5975,1.665,1.665,1.815,1.815,1.6875,1.6875,1.725,1.6425,1.4,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.5975,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 14:00,1.665,1.5975,1.665,1.665,1.815,1.815,1.68,1.68,1.71,1.635,1.4,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 15:00,1.4,1.4,1.4,1.4,1.815,1.815,1.7025,1.7025,1.7175,1.6575,1.4,1.6875,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 16:00,1.665,1.62,1.4,1.4,1.74,1.74,1.725,1.725,1.695,1.6425,1.71,1.6275,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 17:00,1.665,1.6275,1.4,1.4,1.815,1.815,1.74,1.74,1.6725,1.6875,1.665,1.6425,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
18/08/2035 18:00,1.74,1.68,1.74,1.74,1.74,1.74,1.7625,1.7625,1.6875,1.755,1.6575,1.65,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.62,1.4,1.4,1.4,1.4,1.4,1.665
18/08/2035 19:00,1.89,1.725,1.665,1.665,2.8,2.8,1.74,1.74,1.7775,1.83,1.6425,1.65,1.74,1.635,1.635,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6275,1.4,1.4,1.4,1.4,1.4,1.6425
18/08/2035 20:00,2.8,1.7925,1.89,1.89,2.8,2.8,1.845,1.845,1.7775,1.8675,1.6275,1.4,1.74,1.6725,1.6725,1.4,1.4,1.665,1.4,1.5975,1.4,1.4,1.665,1.6425,1.4,1.4,1.6575,1.665,1.635
18/08/2035 21:00,2.8,1.815,2.8,2.8,2.755,2.755,1.8825,1.8825,1.83,1.9275,1.6725,1.635,1.74,1.71,1.71,1.4,1.4,1.665,1.4,1.74,1.4,1.4,1.71,1.71,1.6575,1.4,1.71,1.695,1.6725
18/08/2035 22:00,2.71,1.935,2.755,2.755,2.665,2.665,2.764,2.764,1.8825,1.95,1.725,1.6575,1.74,1.7475,1.7475,1.4,1.665,1.665,1.4,1.635,1.4,1.4,1.7175,1.725,1.71,1.4,1.755,1.7325,1.635
18/08/2035 23:00,2.62,1.965,2.71,2.71,2.71,2.71,2.665,2.665,1.95,1.995,1.755,1.7025,1.74,1.7625,1.7625,1.4,1.665,1.665,1.4,1.71,1.74,1.6125,1.7475,1.725,1.7325,1.665,1.8075,1.725,1.6275
19/08/2035 00:00,2.71,2.01,2.71,2.71,2.71,2.71,2.638,2.638,1.9575,2.782,1.8075,1.815,1.74,1.7775,1.7775,1.4,1.665,1.665,1.605,1.8075,1.74,1.6575,1.7475,1.71,1.77,1.665,1.8375,1.7175,1.65
19/08/2035 01:00,2.71,2.8,2.755,2.755,2.71,2.71,2.593,2.593,1.9875,2.7325,1.83,1.92,1.815,1.83,1.83,1.4,1.665,1.665,1.6575,1.8075,1.74,1.6725,1.7625,1.71,1.7925,1.665,1.8225,1.7175,1.7175
19/08/2035 02:00,2.755,2.7865,2.71,2.71,2.755,2.755,2.62,2.62,2.791,2.6875,1.8675,2.7865,1.89,1.8825,1.8825,1.665,1.74,1.74,1.725,1.7625,1.74,1.7625,1.785,1.7175,1.8,1.665,1.785,1.7175,1.725
19/08/2035 03:00,2.71,2.773,2.71,2.71,2.71,2.71,2.593,2.593,2.7505,2.665,1.8975,2.683,2.755,1.9425,1.9425,1.74,1.815,1.74,1.785,1.74,1.665,1.815,1.845,1.7175,1.8,1.665,1.7325,1.7175,1.7475
19/08/2035 04:00,2.755,2.7775,2.755,2.755,2.71,2.71,2.5975,2.5975,2.728,2.674,1.905,2.6875,2.71,2.01,2.01,1.74,1.965,1.815,1.7325,1.7775,1.74,1.8675,1.86,1.7175,1.815,1.665,1.7475,1.665,1.7475
19/08/2035 05:00,2.755,2.782,2.71,2.71,2.71,2.71,2.5165,2.5165,2.719,2.6785,1.92,2.5795,2.62,2.8,2.8,1.815,2.8,1.965,1.71,1.8,1.74,1.9125,1.9125,1.74,1.815,1.665,1.71,1.665,1.83
19/08/2035 06:00,2.71,2.809,2.755,2.755,2.755,2.755,2.566,2.566,2.7505,2.7055,1.92,2.656,2.62,2.809,2.809,1.815,2.8,1.965,1.7175,1.7325,1.74,1.815,1.92,1.7625,1.785,1.665,1.68,1.74,1.86
19/08/2035 07:00,2.8,1.9425,2.8,2.8,2.8,2.8,2.728,2.728,2.8045,2.7685,1.905,1.995,2.8,1.9725,1.9725,1.74,1.89,1.89,1.785,1.6425,1.665,1.815,1.9275,1.74,1.7325,1.665,1.605,1.74,1.815
19/08/2035 08:00,1.965,1.8525,1.965,1.965,1.965,1.965,1.9725,1.9725,1.98,1.9725,1.8525,1.8525,1.89,1.875,1.875,1.74,1.815,1.815,1.7175,1.4,1.665,1.74,1.875,1.7175,1.6275,1.4,1.4,1.74,1.7775
19/08/2035 09:00,1.815,1.77,1.815,1.815,2.8,2.8,1.8675,1.8675,1.935,1.8675,1.7925,1.7175,1.815,1.7925,1.7925,1.665,1.665,1.74,1.635,1.4,1.4,1.665,1.7775,1.635,1.4,1.4,1.4,1.74,1.665
19/08/2035 10:00,1.89,1.725,1.74,1.74,1.965,1.965,1.77,1.77,1.8975,1.7775,1.74,1.635,1.74,1.725,1.725,1.665,1.665,1.74,1.5975,1.4,1.4,1.665,1.6875,1.605,1.4,1.4,1.4,1.665,1.4
19/08/2035 11:00,1.815,1.6725,1.665,1.665,1.89,1.89,1.77,1.77,1.83,1.7325,1.725,1.68,1.665,1.6725,1.6725,1.4,1.665,1.74,1.4,1.4,1.4,1.665,1.635,1.4,1.4,1.4,1.4,1.4,1.605
19/08/2035 12:00,1.74,1.65,1.74,1.74,1.815,1.815,1.725,1.725,1.7925,1.6875,1.6425,1.68,1.665,1.6275,1.6275,1.4,1.665,1.665,1.4,1.4,1.4,1.665,1.65,1.4,1.4,1.4,1.4,1.4,1.605
19/08/2035 13:00,1.74,1.65,1.665,1.665,1.74,1.74,1.62,1.62,1.7925,1.6725,1.7775,1.6425,1.665,1.5975,1.5975,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.605,1.4,1.4,1.4,1.4,1.4,1.4
19/08/2035 14:00,1.665,1.6575,1.665,1.665,1.815,1.815,1.725,1.725,1.815,1.6575,1.4,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.635,1.4,1.4,1.4,1.4,1.4,1.4
19/08/2035 15:00,1.74,1.6725,1.665,1.665,1.815,1.815,1.74,1.74,1.8075,1.665,1.62,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5975,1.4,1.4,1.4,1.4,1.4,1.4
19/08/2035 16:00,1.89,1.71,1.74,1.74,1.815,1.815,1.8075,1.8075,1.8,1.68,1.6275,1.4,1.665,1.605,1.605,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
19/08/2035 17:00,1.815,1.74,1.89,1.89,2.8,2.8,1.845,1.845,1.875,1.725,1.6575,1.6275,1.665,1.6425,1.6425,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.605
19/08/2035 18:00,1.89,1.785,1.89,1.89,1.89,1.89,1.905,1.905,1.8675,1.815,1.635,1.6575,1.665,1.7025,1.7025,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7325,1.4,1.4,1.4,1.4,1.4,1.5975
19/08/2035 19:00,2.8,1.845,1.965,1.965,2.8,2.8,1.9875,1.9875,1.9275,1.92,1.7025,1.7625,1.74,1.7775,1.7775,1.4,1.665,1.665,1.6575,1.635,1.4,1.605,1.77,1.6425,1.6425,1.4,1.4,1.4,1.6875
19/08/2035 20:00,2.665,1.9125,2.755,2.755,2.755,2.755,2.773,2.773,1.9875,1.92,1.77,1.86,2.8,1.86,1.86,1.665,1.815,1.74,1.92,1.8,1.74,1.7025,1.89,1.755,1.77,1.665,1.65,1.74,1.7475
19/08/2035 21:00,2.665,1.9725,2.665,2.665,2.665,2.665,2.7235,2.7235,2.8,2.7595,1.7625,1.8675,2.755,1.9275,1.9275,1.965,1.89,1.815,2.791,1.89,1.815,1.8075,1.95,1.86,1.8825,1.74,1.8075,1.815,1.8075
19/08/2035 22:00,2.665,2.764,2.62,2.62,2.665,2.665,2.674,2.674,2.7865,2.71,1.785,1.8975,2.755,1.9275,1.9275,2.8,1.965,1.965,2.791,1.995,1.965,1.815,2.01,1.9275,1.9575,1.815,1.875,2.01,1.8525
19/08/2035 23:00,2.62,2.7505,2.575,2.575,2.62,2.62,2.6515,2.6515,2.764,2.692,1.8075,1.8975,2.8,2.791,2.791,2.755,2.8,1.965,2.7595,2.7505,1.965,1.9125,2.7865,1.9875,2.809,1.89,1.8375,2.8,1.8675
20/08/2035 00:00,2.665,2.7055,2.575,2.575,2.62,2.62,2.6335,2.6335,2.737,2.674,1.815,1.8975,2.8,2.7775,2.7775,1.965,2.8,2.8,2.719,2.7145,2.8,1.9875,2.764,1.965,2.764,1.815,1.9575,2.782,2.0025
20/08/2035 01:00,2.665,2.692,2.575,2.575,2.665,2.665,2.6065,2.6065,2.728,2.638,1.8525,1.86,2.8,2.7595,2.7595,2.755,2.8,2.8,2.683,2.7325,2.755,2.8,2.773,2.0025,2.7235,1.89,1.995,2.764,1.965
20/08/2035 02:00,2.665,2.683,2.575,2.575,2.71,2.71,2.6065,2.6065,2.7595,2.638,1.8225,1.8525,2.755,2.746,2.746,2.8,2.755,2.8,2.6875,2.6875,2.755,2.7685,2.7865,2.7685,2.7055,1.89,2.7865,2.755,1.9425
20/08/2035 03:00,2.71,2.6785,2.575,2.575,2.665,2.665,2.62,2.62,2.7775,2.6425,1.845,1.89,2.755,2.7325,2.7325,2.755,2.755,2.755,2.656,2.656,2.665,2.746,2.7505,2.692,2.692,2.755,2.8,2.7505,1.9575
20/08/2035 04:00,2.71,2.692,2.755,2.755,2.755,2.755,2.6155,2.6155,2.782,2.638,1.815,1.98,2.755,2.719,2.719,2.755,2.755,2.755,2.665,2.6785,2.665,2.737,2.7325,2.719,2.6785,2.755,2.737,2.62,1.9275
20/08/2035 05:00,2.71,2.7055,2.8,2.8,2.755,2.755,2.6515,2.6515,2.01,2.674,1.8075,2.0025,2.755,2.7325,2.7325,2.71,2.755,2.71,2.6695,2.629,2.665,2.7415,2.7595,2.737,2.692,2.755,2.7055,2.62,1.905
20/08/2035 06:00,2.755,2.7415,1.965,1.965,1.965,1.965,2.7055,2.7055,1.9875,2.719,1.7775,1.8825,2.8,2.7685,2.7685,2.8,2.755,2.8,2.7145,2.6875,2.755,2.791,2.755,2.764,2.7325,1.965,2.7685,2.62,1.92
20/08/2035 07:00,2.755,2.8,1.965,1.965,1.965,1.965,2.7595,2.7595,1.9575,2.782,1.77,1.7775,1.965,2.0025,2.0025,1.965,1.965,1.965,2.0025,2.01,2.8,1.815,2.01,1.9725,2.8,1.815,1.9125,1.965,1.875
20/08/2035 08:00,2.8,1.9725,1.89,1.89,1.965,1.965,2.01,2.01,1.92,1.9875,1.7175,1.7175,1.89,1.8825,1.8825,1.74,1.89,1.815,1.9275,1.7925,1.815,1.815,1.8375,1.875,1.89,1.74,1.7325,1.74,1.785
20/08/2035 09:00,1.965,1.875,2.8,2.8,2.755,2.755,1.9575,1.9575,1.9575,1.92,1.7175,1.7175,1.74,1.7775,1.7775,1.665,1.665,1.665,1.6875,1.6425,1.665,1.74,1.785,1.71,1.755,1.74,1.635,1.74,1.6425
20/08/2035 10:00,1.815,1.86,1.89,1.89,1.89,1.89,1.905,1.905,1.935,1.8,1.4,1.7175,1.74,1.7025,1.7025,1.4,1.665,1.4,1.6875,1.4,1.665,1.665,1.605,1.635,1.6425,1.4,1.4,1.4,1.4
20/08/2035 11:00,1.89,1.8,1.965,1.965,1.815,1.815,1.8525,1.8525,1.89,1.7475,1.4,1.4,1.74,1.65,1.65,1.4,1.4,1.4,1.4,1.4,1.665,1.665,1.635,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 12:00,1.89,1.74,1.815,1.815,1.815,1.815,1.815,1.815,1.74,1.7175,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 13:00,1.89,1.7175,1.74,1.74,1.815,1.815,1.785,1.785,1.86,1.7025,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 14:00,1.74,1.7175,1.665,1.665,1.74,1.74,1.7625,1.7625,1.905,1.6875,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 15:00,1.815,1.7175,1.665,1.665,1.74,1.74,1.785,1.785,1.86,1.71,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 16:00,1.815,1.725,1.665,1.665,1.815,1.815,1.845,1.845,1.905,1.755,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 17:00,1.89,1.7625,1.665,1.665,1.815,1.815,1.89,1.89,1.98,1.8225,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 18:00,1.965,1.8225,1.815,1.815,1.965,1.965,1.9425,1.9425,1.98,1.875,1.665,1.5975,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
20/08/2035 19:00,2.755,1.8825,1.89,1.89,2.8,2.8,1.9425,1.9425,1.9575,1.9425,1.74,1.665,1.74,1.6725,1.6725,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.665,1.665,1.6275,1.4,1.6275,1.665,1.62
20/08/2035 20:00,2.71,1.9575,2.8,2.8,2.8,2.8,2.7595,2.7595,2.8045,2.01,1.8075,1.7175,1.815,1.755,1.755,1.4,1.665,1.665,1.6575,1.605,1.4,1.71,1.7325,1.755,1.7325,1.665,1.7625,1.74,1.7775
20/08/2035 21:00,2.665,2.0025,2.71,2.71,2.71,2.71,2.7055,2.7055,2.7865,2.7685,1.83,1.755,1.815,1.8225,1.8225,1.4,1.74,1.74,1.755,1.71,1.665,1.7775,1.8,1.83,1.8225,1.74,1.8675,1.74,1.9125
20/08/2035 22:00,2.665,2.7505,2.62,2.62,2.755,2.755,2.674,2.674,2.7505,2.755,1.9575,1.77,1.815,1.8525,1.8525,1.74,1.815,1.815,1.845,1.77,1.815,1.8225,1.845,1.89,1.875,1.74,1.89,1.95,1.995
20/08/2035 23:00,2.71,2.737,2.62,2.62,2.71,2.71,2.647,2.647,2.7235,2.737,1.8675,1.86,1.89,1.8975,1.8975,1.74,1.89,1.89,1.9125,1.8675,1.89,1.8825,1.9125,1.92,1.9275,1.89,1.9125,1.98,2.809
21/08/2035 00:00,2.71,2.719,2.53,2.53,2.71,2.71,2.6245,2.6245,2.71,2.7055,1.875,1.8825,1.965,1.9275,1.9275,1.74,1.89,1.89,1.83,1.95,1.965,1.9275,1.995,2.01,1.9875,1.965,1.935,2.0025,2.782
21/08/2035 01:00,2.71,2.71,2.62,2.62,2.71,2.71,2.5885,2.5885,2.6965,2.6605,1.875,1.95,1.965,1.9575,1.9575,1.815,1.89,1.965,1.935,1.995,2.8,1.9575,2.7865,2.01,2.7955,1.89,1.98,2.809,2.746
21/08/2035 02:00,2.71,2.7145,2.62,2.62,2.71,2.71,2.5795,2.5795,2.683,2.6335,1.89,1.95,1.965,1.9875,1.9875,1.89,1.965,1.965,2.0025,2.809,2.755,1.995,2.764,2.791,2.782,2.8,1.98,2.7955,2.7595
21/08/2035 03:00,2.71,2.719,2.665,2.665,2.71,2.71,2.566,2.566,2.6785,2.6065,1.9275,1.905,2.8,1.9875,1.9875,1.965,1.965,2.8,2.0025,2.764,2.8,2.809,2.7595,2.7955,2.7775,1.965,2.791,2.7865,2.773
21/08/2035 04:00,2.665,2.719,2.71,2.71,2.71,2.71,2.5705,2.5705,2.6875,2.611,1.95,1.935,2.8,2.8,2.8,2.8,2.8,2.8,2.7865,2.746,2.8,2.7955,2.7775,2.7955,2.764,1.89,2.764,2.7685,2.782
21/08/2035 05:00,2.665,2.7235,2.71,2.71,2.71,2.71,2.5795,2.5795,2.6695,2.6155,1.965,1.98,2.8,2.782,2.782,2.8,2.8,2.8,2.773,2.773,2.8,2.791,2.7865,2.7865,2.764,1.965,2.755,2.71,2.773
21/08/2035 06:00,2.665,2.7505,2.71,2.71,2.755,2.755,2.6245,2.6245,2.683,2.647,1.965,1.9725,2.8,2.7955,2.7955,1.965,2.8,2.8,2.8,2.8045,2.8,2.0025,2.7865,2.7865,2.7865,1.89,2.782,2.71,2.7775
21/08/2035 07:00,2.755,2.773,2.8,2.8,2.755,2.755,2.6875,2.6875,2.737,2.71,1.9275,1.935,1.965,1.9875,1.9875,1.89,1.965,1.89,1.92,1.95,1.89,1.89,2.809,1.9575,1.9875,1.815,1.9275,2.8,2.0025
21/08/2035 08:00,2.8,2.773,2.8,2.8,2.8,2.8,2.7685,2.7685,2.7775,2.782,1.875,1.905,1.965,1.8975,1.8975,1.74,1.815,1.74,1.815,1.7325,1.815,1.89,1.8825,1.935,1.86,1.665,1.7925,1.965,1.8675
21/08/2035 09:00,1.965,1.95,1.89,1.89,1.965,1.965,1.98,1.98,2.01,1.95,1.875,1.845,1.89,1.8,1.8,1.665,1.74,1.74,1.6875,1.6725,1.665,1.74,1.8975,1.7775,1.7475,1.665,1.665,1.74,1.7625
21/08/2035 10:00,1.965,1.905,1.89,1.89,1.965,1.965,1.89,1.89,1.95,1.83,1.8075,1.8075,1.815,1.725,1.725,1.665,1.665,1.74,1.605,1.4,1.665,1.665,1.7475,1.785,1.65,1.4,1.4,1.665,1.605
21/08/2035 11:00,1.815,1.8675,1.74,1.74,1.89,1.89,1.8225,1.8225,1.89,1.7475,1.7625,1.7025,1.815,1.665,1.665,1.665,1.4,1.4,1.4,1.4,1.665,1.665,1.4,1.785,1.4,1.4,1.4,1.4,1.4
21/08/2035 12:00,1.815,1.83,1.815,1.815,1.74,1.74,1.77,1.77,1.8525,1.6875,1.71,1.725,1.74,1.605,1.605,1.4,1.4,1.4,1.4,1.4,1.4,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4
21/08/2035 13:00,1.89,1.8,1.74,1.74,1.815,1.815,1.7325,1.7325,1.86,1.6425,1.815,1.5975,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
21/08/2035 14:00,1.965,1.7925,1.665,1.665,1.815,1.815,1.71,1.71,1.8225,1.62,1.77,1.6425,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
21/08/2035 15:00,1.89,1.7925,1.74,1.74,1.815,1.815,1.7025,1.7025,1.8375,1.6275,1.7625,1.65,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
21/08/2035 16:00,1.89,1.7925,1.74,1.74,1.74,1.74,1.7025,1.7025,1.8525,1.635,1.77,1.65,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
21/08/2035 17:00,1.89,1.8375,1.815,1.815,1.815,1.815,1.755,1.755,1.8825,1.7175,1.8075,1.665,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
21/08/2035 18:00,1.965,1.89,1.815,1.815,1.89,1.89,1.83,1.83,1.9125,1.8075,1.8375,1.7775,1.665,1.665,1.665,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6575
21/08/2035 19:00,2.8,1.95,1.965,1.965,1.965,1.965,1.95,1.95,2.809,1.935,1.8525,1.785,1.665,1.7625,1.7625,1.4,1.4,1.665,1.6275,1.4,1.4,1.4,1.65,1.65,1.6275,1.4,1.65,1.665,1.71
21/08/2035 20:00,2.755,2.0025,2.71,2.71,2.8,2.8,2.773,2.773,2.737,2.7865,1.9125,1.9125,1.74,1.8675,1.8675,1.665,1.74,1.665,1.7025,1.6575,1.4,1.4,1.7025,1.77,1.74,1.74,1.7325,1.815,1.7625
21/08/2035 21:00,2.62,2.791,2.62,2.62,2.8,2.8,2.71,2.71,2.7415,2.728,1.9725,1.9725,1.815,1.9425,1.9425,1.815,1.74,1.74,1.65,1.7175,1.74,1.635,1.7625,1.8525,1.83,1.74,1.8375,1.875,1.8075
21/08/2035 22:00,2.62,2.764,2.665,2.665,2.755,2.755,2.656,2.656,2.701,2.6875,1.995,1.9725,1.965,2.01,2.01,1.815,1.815,1.965,1.8075,1.77,1.815,1.8075,1.8525,1.905,1.89,1.815,1.92,1.9275,1.89
21/08/2035 23:00,2.575,2.7235,2.62,2.62,2.755,2.755,2.575,2.575,2.62,2.656,1.9425,1.995,1.965,2.782,2.782,1.815,1.815,2.8,1.875,1.9425,1.89,1.845,1.935,1.935,1.95,1.89,1.9725,1.9875,1.98
22/08/2035 00:00,2.53,2.7055,2.62,2.62,2.755,2.755,2.593,2.593,2.6065,2.62,1.9575,2.7865,1.965,2.773,2.773,1.965,1.89,2.755,1.9725,1.9575,1.89,1.875,1.9875,1.9725,2.01,2.755,2.01,1.9875,2.7595
22/08/2035 01:00,2.53,2.6965,2.62,2.62,2.71,2.71,2.584,2.584,2.5525,2.6155,1.98,2.809,1.89,2.755,2.755,1.965,1.965,2.755,2.7955,1.92,1.965,1.98,2.01,2.809,2.8,2.755,2.7865,2.7955,2.7685
22/08/2035 02:00,2.53,2.683,2.62,2.62,2.755,2.755,2.602,2.602,2.5345,2.5975,2.0025,2.809,1.965,2.7505,2.7505,1.89,1.965,2.71,2.01,1.9275,2.8,2.8045,2.8,2.782,2.791,2.71,2.7775,2.7865,2.773
22/08/2035 03:00,2.485,2.6695,2.62,2.62,2.71,2.71,2.5885,2.5885,2.53,2.593,2.8,1.995,1.965,2.737,2.737,1.815,1.965,2.665,2.773,1.9575,2.755,2.7865,2.8,2.755,2.7775,2.665,2.7865,2.773,2.773
