Timestamp,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
01/01/2035 00:00,584.52811703,1405.070102801,569.74053372,4166.09301136,2728.123559191,7084.37018564,2286.67804216,707.29171971,1116.19141665,6318.48492155,9784.24431097,1040.14788524,8834.68565922,6759.619446160001,2340.904155194,2888.8065042030003,6111.3436022000005,9392.1855495,1997.308160086,4024.9205744379997,2652.1494391710003,5186.952462900001,7383.9946339,5064.4364968,24615.41034548,5649.23443409,1287.862005011,6367.521021074,3322.3158437
01/01/2035 01:00,584.52811703,1449.529412727,569.74053372,4166.09301136,2728.123559191,7084.37018564,2529.59727208,785.28510087,1169.23319799,6406.501872139999,10258.982538510001,1026.0046071299998,8834.68565922,6842.48286154,2573.1957857600005,2888.8065042030003,6111.3436022000005,9392.1855495,2000.638767085,4110.870357727001,2652.1494391710003,5417.1243014,7496.405659399999,5213.79357196,25796.85881711,5649.23443409,1360.785896912,6654.779337616,3131.2992626
01/01/2035 02:00,584.52811703,1591.70760313,683.8405429200001,5282.249185730001,2728.123559191,7084.37018564,2789.4805082800003,867.65610558,1116.19141665,8072.82903981,11463.59189115,1110.55906284,8834.68565922,6842.48286154,2573.1957857600005,2888.8065042030003,6111.3436022000005,12479.8995357,2183.530787277,4532.783331441,2652.1494391710003,5186.952462900001,8239.9522595,5772.421601190001,28818.74919601,6801.8739439,1526.370859562,6654.779337616,3131.2992626
01/01/2035 03:00,677.3786380500001,1804.5687926150001,778.83155695,5974.02584531,3118.4116212129998,10452.93805106,3204.16908142,995.85534048,1492.34156889,9213.561968959999,13097.69308916,1496.97271692,8834.68565922,6842.48286154,2573.1957857600005,2888.8065042030003,8075.0601647,12223.6709017,2518.67664222,5206.832060498,2652.1494391710003,6907.9007526000005,8239.9522595,5213.79357196,32930.07214862,7743.53950539,1741.2863391409999,8487.946708378,3982.5444424
01/01/2035 04:00,978.13473474,2191.16856139,778.83155695,5974.02584531,3118.4116212129998,10452.93805106,4221.81863424,1302.65175682,1873.5779175,6406.501872139999,16413.3625173,1496.97271692,8834.68565922,11588.277751,3806.437444197,2888.8065042030003,8075.0601647,12223.6709017,3445.53537232,6862.915483287,2652.1494391710003,8723.094788,12636.444578300001,8593.5697151,41306.1899191,9365.738493930001,1741.2863391409999,10703.732322259999,5114.408878
01/01/2035 05:00,1856.07935128,3666.57515149,778.83155695,5974.02584531,3118.4116212129998,10452.93805106,6859.10886263,2090.0059779000003,3058.5901933,8072.82903981,26705.698395400002,3532.9031932,8834.68565922,11588.277751,3806.437444197,7841.387813400001,6111.3436022000005,9392.1855495,6456.51995144,6862.915483287,8937.99060422,8723.094788,22794.639564899997,14858.112974,67325.3837732,14244.8199082,3403.096532967,17612.90505859,8685.1314578
01/01/2035 06:00,3274.8406236,5192.65370772,2126.332488,11437.941461890001,19149.75125721,15004.7631492,11107.7114371,3366.9654149,4643.3930660000005,27304.0602472,40463.7172011,5879.7561928,8834.68565922,33941.9858448,6781.614534479999,7841.387813400001,6111.3436022000005,12223.6709017,6456.51995144,19316.096802109998,2652.1494391710003,6907.9007526000005,36542.409067,23298.3493806,102114.75668329999,14244.8199082,3403.096532967,17612.90505859,13527.430018
01/01/2035 07:00,3146.8747668,5076.0141312,2126.332488,11437.941461890001,19149.75125721,15004.7631492,2789.4805082800003,867.65610558,4498.7430389,26498.6941389,40463.7172011,5879.7561928,8834.68565922,32650.936836400004,6689.03920655,7841.387813400001,6111.3436022000005,12223.6709017,10127.41443736,18611.10924698,8937.99060422,6907.9007526000005,35170.231702000005,22483.0427354,98945.185787,20159.796280100003,4924.70630534,6367.521021074,13527.430018
01/01/2035 08:00,3146.8747668,3973.68365081,2126.332488,11437.941461890001,19149.75125721,15004.7631492,8459.04427563,2573.9681239,3388.3689181,20170.6660201,26705.698395400002,4072.0368738,29237.338207599998,33941.9858448,6781.614534479999,7841.387813400001,6111.3436022000005,9392.1855495,7386.36998694,13759.94606151,8937.99060422,16037.4591707,25886.221223399996,22483.0427354,98945.185787,15581.677162299999,3757.98150166,6367.521021074,3322.3158437
01/01/2035 09:00,1759.69629759,3052.85873152,2126.332488,11437.941461890001,9794.0672323,10211.8532806,6216.11924816,1896.088185,2544.4989357000004,15169.909941500002,22217.5204228,2935.5448072,8834.68565922,17525.5629706,4261.67637353,7841.387813400001,6111.3436022000005,9392.1855495,10127.41443736,10110.322309160001,8937.99060422,11969.1481898,18949.9960217,22483.0427354,56009.9111892,11856.947138219999,2831.753884313,17612.90505859,7463.246948399999
