name,carrier,type,p_nom,bus,marginal_cost,ramp_limit_up,ramp_limit_down,p_max_pu,control,p_nom_extendable,build_year,efficiency,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_opt
Unmet Load Eccles,Unmet Load,Unmet Load,999999999.0,Eccles,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Harker,Unmet Load,Unmet Load,999999999.0,Harker,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Stella West,Unmet Load,Unmet Load,999999999.0,Stella West,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Penwortham,Unmet Load,Unmet Load,999999999.0,Penwortham,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Deeside,Unmet Load,Unmet Load,999999999.0,Deeside,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Daines,Unmet Load,Unmet Load,999999999.0,Daines,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Th. Marsh/Stocksbridge,Unmet Load,Unmet Load,999999999.0,Th. Marsh/Stocksbridge,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Thornton/Drax/Eggborough,Unmet Load,Unmet Load,999999999.0,Thornton/Drax/Eggborough,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Keadby,Unmet Load,Unmet Load,999999999.0,Keadby,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Ratcliffe,Unmet Load,Unmet Load,999999999.0,Ratcliffe,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Feckenham,Unmet Load,Unmet Load,999999999.0,Feckenham,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Walpole,Unmet Load,Unmet Load,999999999.0,Walpole,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Bramford,Unmet Load,Unmet Load,999999999.0,Bramford,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Pelham,Unmet Load,Unmet Load,999999999.0,Pelham,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Sundon/East Claydon,Unmet Load,Unmet Load,999999999.0,Sundon/East Claydon,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Melksham,Unmet Load,Unmet Load,999999999.0,Melksham,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Bramley,Unmet Load,Unmet Load,999999999.0,Bramley,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load London,Unmet Load,Unmet Load,999999999.0,London,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Kemsley,Unmet Load,Unmet Load,999999999.0,Kemsley,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Sellindge,Unmet Load,Unmet Load,999999999.0,Sellindge,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load Lovedean,Unmet Load,Unmet Load,999999999.0,Lovedean,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Unmet Load S.W.Penisula,Unmet Load,Unmet Load,999999999.0,S.W.Penisula,999999999.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,999999999.0
Wind Offshore Keadby,Wind Offshore,Wind Offshore,3127.080685,Keadby,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3127.080685
Wind Offshore Peterhead,Wind Offshore,Floating Wind,21386.04561,Peterhead,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,21386.04561
Wind Offshore Deeside,Wind Offshore,Wind Offshore,2398.917611,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2398.917611
Wind Offshore Bramford,Wind Offshore,Wind Offshore,16631.15526,Bramford,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,16631.15526
Wind Offshore Walpole,Wind Offshore,Wind Offshore,14836.65767,Walpole,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,14836.65767
Wind Offshore Kemsley,Wind Offshore,Wind Offshore,311.5912539,Kemsley,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,311.5912539
Wind Offshore Harker,Wind Offshore,Wind Offshore,388.6514565,Harker,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,388.6514565
Wind Offshore Sellindge,Wind Offshore,Wind Offshore,670.0887181,Sellindge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,670.0887181
Wind Offshore Penwortham,Wind Offshore,Wind Offshore,3699.33645,Penwortham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3699.33645
Wind Offshore Stella West,Wind Offshore,Wind Offshore,11399.54927,Stella West,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,11399.54927
Wind Offshore Lovedean,Wind Offshore,Wind Offshore,893.4516242,Lovedean,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,893.4516242
Wind Offshore Torness,Wind Offshore,Wind Offshore,2051.535121,Torness,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2051.535121
Wind Offshore Beauly,Wind Offshore,Floating Wind,8978.82179,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,8978.82179
Wind Offshore Neilston,Wind Offshore,Wind Offshore,2284.687478,Neilston,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2284.687478
Wind Onshore Keadby,Wind Onshore,Wind Onshore,1369.042896,Keadby,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1369.042896
Wind Onshore Peterhead,Wind Onshore,Wind Onshore,2802.312037,Peterhead,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2802.312037
Wind Onshore Deeside,Wind Onshore,Wind Onshore,1805.874271,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1805.874271
Wind Onshore Bramford,Wind Onshore,Wind Onshore,154.468895,Bramford,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,154.468895
Wind Onshore Walpole,Wind Onshore,Wind Onshore,1316.722774,Walpole,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1316.722774
Wind Onshore Kemsley,Wind Onshore,Wind Onshore,381.18937,Kemsley,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,381.18937
Wind Onshore Harker,Wind Onshore,Wind Onshore,1821.653364,Harker,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1821.653364
Wind Onshore Sellindge,Wind Onshore,Wind Onshore,279.4558244,Sellindge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,279.4558244
Wind Onshore Penwortham,Wind Onshore,Wind Onshore,969.1677559,Penwortham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,969.1677559
Wind Onshore Stella West,Wind Onshore,Wind Onshore,1600.746213,Stella West,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1600.746213
Wind Onshore Torness,Wind Onshore,Wind Onshore,2788.643864,Torness,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2788.643864
Wind Onshore Beauly,Wind Onshore,Wind Onshore,7339.453732,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,7339.453732
Wind Onshore Neilston,Wind Onshore,Wind Onshore,6571.987332,Neilston,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,6571.987332
Wind Onshore Melksham,Wind Onshore,Wind Onshore,3064.463556,Melksham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3064.463556
Wind Onshore Pelham,Wind Onshore,Wind Onshore,191.0099271,Pelham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,191.0099271
Wind Onshore Thornton/Drax/Eggborough,Wind Onshore,Wind Onshore,1158.931969,Thornton/Drax/Eggborough,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1158.931969
Wind Onshore Daines,Wind Onshore,Wind Onshore,230.0423934,Daines,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,230.0423934
Wind Onshore Th. Marsh/Stocksbridge,Wind Onshore,Wind Onshore,331.3606991,Th. Marsh/Stocksbridge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,331.3606991
Wind Onshore S.W.Penisula,Wind Onshore,Wind Onshore,988.6839766,S.W.Penisula,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,988.6839766
Wind Onshore Ratcliffe,Wind Onshore,Wind Onshore,601.2660227,Ratcliffe,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,601.2660227
Wind Onshore Bramley,Wind Onshore,Wind Onshore,8.304779046,Bramley,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,8.304779046
Wind Onshore Sundon/East Claydon,Wind Onshore,Wind Onshore,663.1366244,Sundon/East Claydon,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,663.1366244
Wind Onshore London,Wind Onshore,Wind Onshore,56.47249955,London,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,56.47249955
Wind Onshore Denny/Bonnybridge,Wind Onshore,Wind Onshore,1140.606939,Denny/Bonnybridge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1140.606939
Wind Onshore Errochty,Wind Onshore,Wind Onshore,894.9219876,Errochty,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,894.9219876
Wind Onshore Feckenham,Wind Onshore,Wind Onshore,257.4481545,Feckenham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,257.4481545
Wind Onshore Strathaven,Wind Onshore,Wind Onshore,5630.935192,Strathaven,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,5630.935192
Wind Onshore Eccles,Wind Onshore,Wind Onshore,356.3969521,Eccles,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,356.3969521
Solar Photovoltaics Keadby,Solar Photovoltaics,Solar Photovoltaics,2861.817542,Keadby,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2861.817542
Solar Photovoltaics Peterhead,Solar Photovoltaics,Solar Photovoltaics,1079.348148,Peterhead,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1079.348148
Solar Photovoltaics Deeside,Solar Photovoltaics,Solar Photovoltaics,2950.253151,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2950.253151
Solar Photovoltaics Bramford,Solar Photovoltaics,Solar Photovoltaics,3418.139193,Bramford,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3418.139193
Solar Photovoltaics Walpole,Solar Photovoltaics,Solar Photovoltaics,5002.781976,Walpole,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,5002.781976
Solar Photovoltaics Kemsley,Solar Photovoltaics,Solar Photovoltaics,2718.880952,Kemsley,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2718.880952
Solar Photovoltaics Harker,Solar Photovoltaics,Solar Photovoltaics,576.8881185,Harker,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,576.8881185
Solar Photovoltaics Sellindge,Solar Photovoltaics,Solar Photovoltaics,1750.202472,Sellindge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1750.202472
Solar Photovoltaics Penwortham,Solar Photovoltaics,Solar Photovoltaics,1046.830849,Penwortham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1046.830849
Solar Photovoltaics Stella West,Solar Photovoltaics,Solar Photovoltaics,615.964328,Stella West,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,615.964328
Solar Photovoltaics Lovedean,Solar Photovoltaics,Solar Photovoltaics,4528.726043,Lovedean,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,4528.726043
Solar Photovoltaics Torness,Solar Photovoltaics,Solar Photovoltaics,2498.491194,Torness,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,2498.491194
Solar Photovoltaics Beauly,Solar Photovoltaics,Solar Photovoltaics,19.98792876,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,19.98792876
Solar Photovoltaics Neilston,Solar Photovoltaics,Solar Photovoltaics,499.698237,Neilston,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,499.698237
Solar Photovoltaics Melksham,Solar Photovoltaics,Solar Photovoltaics,15737.4256,Melksham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,15737.4256
Solar Photovoltaics Pelham,Solar Photovoltaics,Solar Photovoltaics,5161.143388,Pelham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,5161.143388
Solar Photovoltaics Thornton/Drax/Eggborough,Solar Photovoltaics,Solar Photovoltaics,1110.586745,Thornton/Drax/Eggborough,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1110.586745
Solar Photovoltaics Daines,Solar Photovoltaics,Solar Photovoltaics,666.3520559,Daines,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,666.3520559
Solar Photovoltaics Th. Marsh/Stocksbridge,Solar Photovoltaics,Solar Photovoltaics,1414.969811,Th. Marsh/Stocksbridge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1414.969811
Solar Photovoltaics S.W.Penisula,Solar Photovoltaics,Solar Photovoltaics,16439.76886,S.W.Penisula,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,16439.76886
Solar Photovoltaics Ratcliffe,Solar Photovoltaics,Solar Photovoltaics,5319.504885,Ratcliffe,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,5319.504885
Solar Photovoltaics Bramley,Solar Photovoltaics,Solar Photovoltaics,3632.030006,Bramley,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3632.030006
Solar Photovoltaics Sundon/East Claydon,Solar Photovoltaics,Solar Photovoltaics,5182.738174,Sundon/East Claydon,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,5182.738174
Solar Photovoltaics London,Solar Photovoltaics,Solar Photovoltaics,498.7357208,London,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,498.7357208
Solar Photovoltaics Denny/Bonnybridge,Solar Photovoltaics,Solar Photovoltaics,3248.038441,Denny/Bonnybridge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3248.038441
Solar Photovoltaics Errochty,Solar Photovoltaics,Solar Photovoltaics,29.98189314,Errochty,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,29.98189314
Solar Photovoltaics Feckenham,Solar Photovoltaics,Solar Photovoltaics,3647.45482,Feckenham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3647.45482
Solar Photovoltaics Strathaven,Solar Photovoltaics,Solar Photovoltaics,149.9094693,Strathaven,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,149.9094693
Large Hydro Deeside,Large Hydro,Large Hydro,192.33312,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,192.33312
Large Hydro Harker,Large Hydro,Large Hydro,45.821575,Harker,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,45.821575
Large Hydro Beauly,Large Hydro,Large Hydro,816.6814488,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,816.6814488
Large Hydro Neilston,Large Hydro,Large Hydro,267.292512,Neilston,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,267.292512
Large Hydro Errochty,Large Hydro,Large Hydro,522.013474,Errochty,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,522.013474
Large Hydro Strathaven,Large Hydro,Large Hydro,106.917005,Strathaven,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,106.917005
Small Hydro Deeside,Small Hydro,Small Hydro,12.45406865,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,12.45406865
Small Hydro Stella West,Small Hydro,Small Hydro,0.9399297,Stella West,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,0.9399297
Small Hydro Beauly,Small Hydro,Small Hydro,101.7473912,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,101.7473912
Small Hydro Neilston,Small Hydro,Small Hydro,38.53711846,Neilston,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,38.53711846
Small Hydro Ratcliffe,Small Hydro,Small Hydro,1.9973507,Ratcliffe,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,1.9973507
Small Hydro Denny/Bonnybridge,Small Hydro,Small Hydro,8.45936735,Denny/Bonnybridge,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,8.45936735
Small Hydro Errochty,Small Hydro,Small Hydro,85.06363814,Errochty,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,85.06363814
Small Hydro Feckenham,Small Hydro,Small Hydro,6.4620167,Feckenham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,6.4620167
Tidal lagoon Deeside,Tidal lagoon,Tidal lagoon,40.0,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,40.0
Tidal lagoon Melksham,Tidal lagoon,Tidal lagoon,672.0,Melksham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,672.0
Tidal lagoon S.W.Penisula,Tidal lagoon,Tidal lagoon,37.0,S.W.Penisula,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,37.0
Tidal stream Peterhead,Tidal stream,Tidal stream,154.0,Peterhead,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,154.0
Tidal stream Deeside,Tidal stream,Tidal stream,37.0,Deeside,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,37.0
Tidal stream Lovedean,Tidal stream,Tidal stream,37.0,Lovedean,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,37.0
Tidal stream Beauly,Tidal stream,Tidal stream,29.0,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,29.0
Tidal stream Neilston,Tidal stream,Tidal stream,10.0,Neilston,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,10.0
Tidal stream S.W.Penisula,Tidal stream,Tidal stream,37.0,S.W.Penisula,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,37.0
Wave power Beauly,Wave power,Wave power,7.0,Beauly,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,7.0
Wave power Melksham,Wave power,Wave power,36.0,Melksham,-1.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,36.0
boiler 1,heat,,0.0,Heat Bus 1,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,13843.472496235954
boiler 2,heat,,0.0,Heat Bus 2,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,14278.43807
boiler 3,heat,,0.0,Heat Bus 3,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,15157.55665
boiler 4,heat,,0.0,Heat Bus 4,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,38357.30927
boiler 5,heat,,0.0,Heat Bus 5,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,58600.56933
boiler 6,heat,,0.0,Heat Bus 6,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,80619.38805
boiler 7,heat,,0.0,Heat Bus 7,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,33654.32295
boiler 8,heat,,0.0,Heat Bus 8,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,30468.13142
boiler 9,heat,,0.0,Heat Bus 9,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,22945.75558
boiler 10,heat,,0.0,Heat Bus 10,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,76965.22766
boiler 11,heat,,0.0,Heat Bus 11,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,123604.0352
boiler 12,heat,,0.0,Heat Bus 12,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,27435.67344
boiler 13,heat,,0.0,Heat Bus 13,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,162687.4127
boiler 14,heat,,0.0,Heat Bus 14,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,107037.7548
boiler 15,heat,,0.0,Heat Bus 15,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,22682.57141
boiler 16,heat,,0.0,Heat Bus 16,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,44245.95714
boiler 17,heat,,0.0,Heat Bus 17,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,89940.3574
boiler 18,heat,,0.0,Heat Bus 18,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,160361.8706
boiler 19,heat,,0.0,Heat Bus 19,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,33173.22134
boiler 20,heat,,0.0,Heat Bus 20,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,59093.07206
boiler 21,heat,,0.0,Heat Bus 21,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,56438.83981
boiler 22,heat,,0.0,Heat Bus 22,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,93543.33129
boiler 23,heat,,0.0,Heat Bus 23,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,137167.2915
boiler 24,heat,,0.0,Heat Bus 24,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,90972.88953
boiler 25,heat,,0.0,Heat Bus 25,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,317799.276
boiler 26,heat,,0.0,Heat Bus 26,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,56391.53697
boiler 27,heat,,0.0,Heat Bus 27,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,14892.8711
boiler 28,heat,,0.0,Heat Bus 28,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,74760.35339
boiler 29,heat,,0.0,Heat Bus 29,20.0,1.0,1.0,1.0,PQ,True,0,0.8,0,0,1,0,74438.54157
