,0,1,4,6,8,10,11,14,16,17,19,25,27,30,33,38,41,45,50,59,61,63,71,77,81,82,85,87,88,97
0,0.0,-176.851586875377,0.0,0.0,0.0,0.0,0.0,0.0,-67.7856880793195,0.0,0.0,0.0,0.0,-6.020472945411655,-20.66016203616212,0.0,0.0,0.0,0.0,0.0,0.0,-119.1566305904384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-163.53488581777464,0.0,0.0,0.0,0.0,0.0,0.0,-65.85497600523045,0.0,0.0,0.0,0.0,-12.932107215937767,-9.426815869746907,0.0,0.0,0.0,0.0,0.0,0.0,-114.45847258419475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-177.42510846846346,0.0,0.0,0.0,0.0,0.0,0.0,-66.72163292024273,0.0,0.0,0.0,0.0,-3.064862738504516,-10.204051639547886,0.0,0.0,0.0,0.0,0.0,0.0,-114.66041009440805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-177.48246062777213,0.0,0.0,0.0,0.0,0.0,0.0,-66.75346366374666,0.0,0.0,0.0,0.0,-3.091211311575697,-9.848077582015325,0.0,0.0,0.0,0.0,0.0,0.0,-114.33178614078903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,-177.3104041498462,0.0,0.0,0.0,0.0,0.0,0.0,-66.78652211230008,0.0,0.0,0.0,0.0,-3.3163245930857865,-11.559643865872264,0.0,0.0,0.0,0.0,0.0,0.0,-114.34097774188045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,-177.88392574293263,0.0,0.0,0.0,0.0,0.0,0.0,-67.10328086372557,0.0,0.0,0.0,0.0,-3.5802669717742193,-7.994145067519424,0.0,0.0,0.0,0.0,0.0,0.0,-114.48691500879261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,-3.3416255794820913,0.0,0.0,0.0,0.0,-2.207714409814031,-13.011913189131716,0.0,0.0,0.0,0.0,0.0,0.0,-112.37534192844095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,-3.3376864091777776,0.0,0.0,0.0,0.0,-2.023213665197177,-13.062857879247623,0.0,0.0,0.0,0.0,0.0,0.0,-114.81325669832013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,-3.9937965235915343,0.0,0.0,0.0,0.0,-3.5798584647796092,-15.293420437555845,0.0,0.0,0.0,0.0,0.0,0.0,-116.65535407891096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
