,0,6,8,10,11,14,16,17,19,23,25,27,30,33,38,41,45,48,50,56,57,59,61,66,71,74,75,79,81,82,85,87,95,97
0,13.81653022462087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.67810636705636,0.0,0.0,0.0,0.0,0.0,0.0
1,12.77616295449704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.83346450678665,0.0,0.0,0.0,0.0,0.0,0.0
2,13.861336599080694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.31738112696927,0.0,0.0,0.0,0.0,0.0,0.0
3,13.865817236526672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03662649916736549,0.0,106.35384022143653,0.0,0.0,0.0,0.0,0.0,0.0
4,13.852375324188726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07470773393543464,0.0,106.70693692351367,0.0,0.0,0.0,0.0,0.0,0.0
5,13.897181698648549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41096261951031093,0.0,106.43397490989626,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,8.847680754781514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.039328817228962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296741098096798,0.0,105.9227623190439,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,8.50999074882002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.629055500903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353473084499469,0.0,103.98317234399272,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,7.687899366604501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3997362487765084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6084658376126226,0.0,105.66437679349539,0.0,0.0,0.0,0.0,0.0,0.0
9,2.483978860942244,0.0,42.989311770675634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8958863913193476,0.0,107.65155774735693,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,55.84216926582732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1034828143244253,0.0,107.42676536385412,0.0,0.0,0.0,0.0,0.0,0.0
