,heat pump Beauly,heat pump Peterhead,heat pump Neilston,heat pump Eccles,heat pump Walpole
42,-6.166217571831445,0.0,0.0,0.0,0.0
43,-6.7402417464793825,0.0,0.0,0.0,0.0
44,-7.378046384977091,0.0,0.0,0.0,0.0
45,-8.215049118708714,0.0,0.0,0.0,0.0
46,-8.87413133947789,0.0,0.0,0.0,0.0
47,-9.7490348216421,0.0,0.0,0.0,0.0
48,-10.721149801824554,0.0,0.0,0.0,0.0
49,-11.801277557582837,0.0,0.0,0.0,0.0
50,-13.001419508425375,0.0,0.0,0.0,0.0
51,-14.334910564917083,0.0,0.0,0.0,0.0
52,-15.816567294352314,0.0,0.0,0.0,0.0
53,-17.164732482995593,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,-23.479954300000006,0.0,0.0,0.0,0.0
56,-25.49943010000001,0.0,0.0,0.0,0.0
57,-28.22158900000001,0.0,0.0,0.0,0.0
58,-31.246210000000005,0.0,0.0,0.0,0.0
59,-34.6069,0.0,0.0,0.0,0.0
60,-38.34100000000001,0.0,0.0,0.0,0.0
61,-42.49000000000001,0.0,0.0,0.0,0.0
62,-47.1,0.0,-2.364943826095505,0.0,0.0
63,-47.1,0.0,-2.187803948146751,0.0,0.0
64,-45.3,0.0,-1.2878039481467525,0.0,0.0
65,-45.3,0.0,-0.3878039481467539,0.0,0.0
66,-45.3,0.0,0.0,0.0,0.0
67,-45.3,0.0,0.0,0.0,0.0
68,-45.3,0.0,0.0,0.0,0.0
69,-45.3,0.0,0.0,0.0,0.0
70,-45.3,0.0,0.0,0.0,0.0
71,-45.3,0.0,-1.7838243124323938,0.0,0.0
72,-26.355640599936613,0.0,0.0,0.0,0.0
73,-29.17293399992957,0.0,-1.5631713824586058,0.0,0.0
74,-32.30325999992174,0.0,0.0,0.0,0.0
75,-40.870000000000005,0.0,0.0,0.0,0.0
76,-45.3,0.0,0.0,0.0,0.0
77,-45.3,0.0,0.0,-0.00038702150381908496,0.0
78,-45.3,0.0,0.0,0.0,0.0
79,-15.972252217856573,-1.000000000405409,0.0,0.0,0.0
80,-17.635835797618412,-1.0000000004495628,0.0,0.0,0.0
81,-19.484261997353794,0.0,0.0,0.0,0.0
82,-24.542836300000005,0.0,0.0,0.0,0.0
83,-23.820076539942953,0.0,0.0,0.0,0.0
84,-26.355640599936613,0.0,0.0,-0.002880833333335886,0.0
85,-29.17293399992957,0.0,0.0,-0.0018005208333349287,0.0
86,-38.34100000000001,0.0,0.0,-0.0010227272727263426,0.0
87,-42.49000000000001,0.0,0.0,-0.0005113636363631713,0.0
88,-47.1,0.0,0.0,0.0,0.0
89,-47.1,0.0,0.0,-0.0029890984513301078,0.0
90,-47.1,0.0,0.0,0.0,0.0
91,-48.0,0.0,0.0,0.0,0.0
92,-48.0,0.0,0.0,0.0,0.0
93,-48.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0
95,-48.0,0.0,-4.582500000106052,0.0,0.0
96,-48.0,0.0,0.0,0.0,0.0
97,-47.1,0.0,0.0,0.0,0.0
98,-48.0,0.0,-0.019789547720925782,0.0,0.0
99,-47.1,0.0,0.0,-0.0010803125000009572,0.0
100,-48.0,0.0,0.0,-0.0013505208333342011,0.0
101,-47.1,0.0,0.0,-0.0017106250000011869,0.0
102,-47.1,0.0,0.0,0.0,0.0
103,-47.1,0.0,-2.7825000001060474,0.0,0.0
104,-47.1,0.0,0.0,0.0,0.0
105,-47.1,0.0,0.0,0.0,0.0
106,-47.1,0.0,0.0,-0.00036010416666698575,0.0
107,-47.1,0.0,0.0,0.0,0.0
108,-47.1,0.0,0.0,-0.00036010416666698575,0.0
109,-47.1,0.0,0.0,-0.0009589026883745078,0.0
110,-48.0,0.0,0.0,-0.0005113636363631713,0.0
111,-47.1,0.0,0.0,0.0,0.0
112,-35.78139999991305,0.0,0.0,0.0,0.0
113,-45.3,0.0,0.0,0.0,0.0
114,-8.956868690909918,0.0,0.0,0.0,0.0
115,-9.84096521212213,0.0,0.0,0.0,0.0
116,-12.260465619497474,0.0,0.0,0.0,0.0
117,-11.914771866817443,0.0,0.0,0.0,0.0
118,-13.127524296463825,0.0,0.0,0.0,0.0
119,-14.475026996070916,0.0,0.0,0.0,0.0
120,-15.972252217856573,0.0,0.0,0.0,0.0
121,-17.635835797618412,0.0,0.0,0.0,0.0
122,-19.232486997354993,0.0,0.0,0.0,0.0
123,-21.286293885949856,0.0,0.0,0.0,0.0
124,-23.176306462443236,0.0,0.0,0.0,0.0
125,-25.711870522436897,0.0,0.0,0.0,0.0
126,-33.963129922500286,-6.481333582432093e-08,0.0,0.0,0.0
127,-38.08922500000121,-6.308606189948685e-08,0.0,0.0,0.0
128,-42.49000000000001,-8.362212166570624e-08,0.0,0.0,0.0
129,-48.0,0.0,0.0,0.0,0.0
130,-48.0,0.0,0.0,0.0,0.0
131,-48.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,-0.00409090909090537,0.0
137,0.0,0.0,0.0,-0.002045454545452685,0.0
138,0.0,0.0,0.0,0.0,0.0
139,-35.263000000000005,0.0,0.0,-0.0005113636363631713,0.0
140,-39.07000000000001,0.0,0.0,-0.0035795454545493044,0.0
141,-43.30000000000001,0.0,0.0,-0.001921563290139261,0.0
142,-47.1,0.0,0.0,0.0,0.0
143,-47.1,0.0,-0.5005209531810308,0.0,0.0
144,-35.78139999991305,0.0,0.0,-0.0025568181818158564,0.0
145,-47.1,0.0,0.0,-0.00036010416666698575,0.0
146,-45.3,0.0,0.0,-0.001440416666667943,0.0
147,-35.78139999991305,0.0,0.0,-0.0025568181818158564,0.0
148,-45.3,0.0,0.0,0.0,0.0
149,-45.3,0.0,0.0,0.0,0.0
150,-45.3,0.0,0.0,0.0,0.0
151,-45.3,-1.0000008019521986,0.0,0.0,0.0
152,-45.3,-1.0000008875445168,0.0,0.0,0.0
153,-45.3,0.0,0.0,0.0,0.0
154,-45.3,-1.0000010935651555,0.0,0.0,0.0
155,-29.17293399992957,0.0,0.0,0.0,0.0
156,-32.30325999992174,0.0,-1.9318287002264611,0.0,0.0
157,-42.49000000000001,0.0,0.0,0.0,0.0
158,-47.1,0.0,0.0,0.0,0.0
159,-35.78139999991305,0.0,0.0,0.0,0.0
160,-45.3,0.0,0.0,0.0,0.0
161,-45.3,0.0,0.0,0.0,0.0
162,-44.4,0.0,0.0,0.0,0.0
163,-44.4,0.0,0.0,0.0,0.0
164,-45.3,-1.0000031549745456,0.0,0.0,0.0
165,-45.3,-1.0000034847935957,0.0,0.0,0.0
166,-44.4,0.0,0.0,0.0,0.0
167,-45.3,0.0,0.0,0.0,0.0
168,-33.703749999918244,0.0,0.0,0.0,0.0
169,-45.3,0.0,0.0,0.0,0.0
170,-44.4,0.0,0.0,0.0,0.0
171,-35.78139999991305,0.0,0.0,0.0,0.0
172,-48.0,-7.2280390961014166e-06,0.0,0.0,0.0
173,-47.7482250000012,0.0,0.0,-0.0005113636363631713,0.0
174,-47.0,0.0,0.0,0.0,0.0
175,-47.0,0.0,0.0,0.0,0.0
176,-47.35622992250028,0.0,0.0,0.0,0.0
177,-46.8482250000012,0.0,0.0,0.0,0.0
178,-35.78139999991305,0.0,0.0,0.0,0.0
179,-48.0,0.0,0.0,0.0,0.0
180,-48.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0
184,-28.22158900000001,0.0,0.0,0.0,0.0
185,-31.246210000000005,0.0,0.0,0.0,0.0
186,-29.17293399992957,0.0,0.0,0.0,0.0
187,-32.30325999992174,0.0,0.0,0.0,0.0
188,-40.870000000000005,0.0,0.0,0.0,0.0
189,-45.3,0.0,0.0,0.0,0.0
190,-35.78139999991305,0.0,0.0,0.0,0.0
191,-45.3,-5.425604152605693e-05,0.0,0.0,0.0
192,-29.17293399992957,0.0,0.0,0.0,0.0
193,-32.30325999992174,0.0,0.0,0.0,0.0
194,-40.870000000000005,0.0,0.0,0.0,0.0
195,-45.3,0.0,0.0,0.0,0.0
196,-45.3,0.0,-0.8547989595196341,0.0,0.0
197,-29.17293399992957,-0.9026014884800282,0.0,0.0,0.0
198,-32.30325999992174,0.0,0.0,0.0,0.0
199,-40.870000000000005,0.0,0.0,0.0,0.0
200,-45.3,0.0,0.0,0.0,0.0
201,-33.703749999918244,0.0,0.0,0.0,0.0
202,-44.4,0.0,0.0,0.0,0.0
203,-45.3,0.0,0.0,0.0,0.0
204,-26.355640599936613,0.0,0.0,0.0,0.0
205,-29.17293399992957,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0
207,-43.30000000000001,0.0,0.0,0.0,0.0
208,-45.3,0.0,0.0,0.0,0.0
209,-33.703749999918244,0.0,0.0,0.0,0.0
210,-42.6,0.0,0.0,0.0,0.0
211,-42.6,0.0,0.0,0.0,0.0
212,-41.7,0.0,0.0,0.0,0.0
213,-40.8,0.0,0.0,0.0,0.0
214,-40.8,0.0,0.0,0.0,0.0
215,-40.8,0.0,0.0,0.0,0.0
216,-41.7,0.0,0.0,0.0,0.0
217,-41.7,0.0,0.0,0.0,0.0
218,-41.7,0.0,0.0,0.0,0.0
219,-41.7,0.0,0.0,0.0,0.0
220,-42.6,-0.0011587144650692218,0.0,0.0,0.0
221,-33.703749999918244,0.0,0.0,0.0,0.0
222,-45.3,0.0,0.0,0.0,0.0
223,-5.698451393295398,0.0,0.0,-0.004090909090912476,0.0
224,0.0,0.0,0.0,-0.0030681818181790277,0.0
225,-7.262548563116339,0.0,0.0,0.0,0.0
226,-8.0867182055301,0.0,0.0,0.0,0.0
227,-8.87413133947789,0.0,0.0,0.0,0.0
228,-9.907468047788536,0.0,0.0,0.0,0.0
229,-10.897186719765038,0.0,0.0,0.0,0.0
230,-11.996874133072264,0.0,0.0,0.0,0.0
231,-13.436078565068549,0.0,0.0,0.0,0.0
232,-14.817865072298387,0.0,0.0,0.0,0.0
233,-16.621491473321154,0.0,0.0,0.0,0.0
234,-17.7609726155651,0.0,0.0,0.0,0.0
235,-19.623302906183447,0.0,0.0,-0.0008973924643669307,0.0
236,-21.324509320099192,0.0,0.0,-0.0010126817469213734,0.0
237,-23.17384428394457,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0
239,-31.246210000000005,0.0,0.0,0.0,0.0
240,-34.6069,0.0,0.0,0.0,0.0
241,-38.34100000000001,0.0,0.0,0.0,0.0
242,-43.30000000000001,0.0,0.0,0.0,0.0
243,-48.0,0.0,0.0,0.0,0.0
244,-48.0,0.0,0.0,0.0,0.0
245,-47.1,0.0,0.0,0.0,0.0
246,-48.0,0.0,0.0,0.0,0.0
247,-48.0,0.0,0.0,0.0,0.0
248,-48.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0
251,-1.0000019915327243,0.0,0.0,0.0,0.0
252,-1.000002253624235,0.0,0.0,0.0,0.0
253,-1.0000025493714797,0.0,0.0,0.0,0.0
254,-1.000002782252142,0.0,0.0,0.0,0.0
255,-1.0000031473721973,0.0,0.0,0.0,0.0
256,-1.0000034348791875,0.0,0.0,0.0,0.0
257,-1.0000038165324308,0.0,0.0,0.0,0.0
258,-1.0000042405915897,0.0,0.0,0.0,0.0
259,-1.000004711768433,0.0,0.0,0.0,0.0
260,-1.000005235298259,0.0,0.0,-0.0015340909090895138,0.0
261,-1.0000058169980655,0.0,0.0,0.0,0.0
262,-1.0000064633311838,0.0,0.0,-0.0029890984513301078,0.0
263,-1.0000073115259982,0.0,0.0,0.0,0.0
264,-1.0000081239177758,0.0,0.0,0.0,0.0
265,-1.0000091871270411,0.0,0.0,0.0,0.0
266,-1.0000102079189346,0.0,0.0,0.0,0.0
267,-1.0000113421321495,0.0,0.0,0.0,0.0
268,-1.0000128226046308,0.0,0.0,0.0,0.0
269,-1.0000142473384785,0.0,0.0,0.0,0.0
270,-1.0000158303760873,0.0,0.0,0.0,0.0
271,-1.0000175893067635,0.0,0.0,0.0,0.0
272,-1.0000192080003885,0.0,0.0,0.0,0.0
273,-1.0000217151935353,0.0,0.0,0.0,0.0
274,-1.000024127992817,0.0,0.0,0.0,0.0
275,-1.0000268088809077,0.0,0.0,0.0,0.0
276,-1.0000297876454531,0.0,0.0,0.0,0.0
277,-1.0000330973838367,0.0,0.0,0.0,0.0
278,-1.0000367748709298,0.0,0.0,0.0,0.0
279,-1.0000408609676996,0.0,0.0,0.0,0.0
280,-1.0000454010752218,0.0,0.0,0.0,0.0
281,-1.0000504456391355,0.0,0.0,0.0,0.0
282,-1.0000560507101504,0.0,0.0,0.0,0.0
283,-1.0000612088967928,0.0,0.0,0.0,0.0
284,-1.0000680098853254,0.0,0.0,0.0,0.0
285,-1.0000755665392504,0.0,0.0,0.0,0.0
286,-1.0000839628213893,0.0,0.0,0.0,0.0
287,-1.000093292023766,0.0,0.0,0.0,0.0
288,-0.00010365780418434418,0.0,0.0,0.0,0.0
289,-0.00011316256508582126,0.0,0.0,0.0,0.0
290,-0.00012573618342869028,0.0,0.0,0.0,0.0
291,-0.00014219177528716623,0.0,0.0,0.0,0.0
292,-0.0001552298560848028,0.0,0.0,0.0,0.0
293,-0.0001724776178720031,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0
298,-2.9728767902774704e-05,0.0,0.0,0.0,0.0
299,-6.853330853099184e-05,0.0,0.0,0.0,0.0
300,-0.00010587688849276555,0.0,0.0,0.0,0.0
301,-0.0001473697551169586,0.0,0.0,0.0,0.0
302,-0.00046103185137992276,0.0,0.0,0.0,0.0
303,-0.0005122576126443586,0.0,0.0,0.0,0.0
304,-0.0005691751251603984,0.0,0.0,0.0,0.0
305,-0.000632416805733776,0.0,0.0,0.0,0.0
306,-0.0007026853397041955,0.0,0.0,0.0,0.0
307,-0.0007673514629933434,0.0,0.0,0.0,0.0
308,-0.0008526127366592705,0.0,0.0,0.0,0.0
309,-0.0009473474851769671,0.0,0.0,0.0,0.0
310,-0.001052608316863297,0.0,0.0,0.0,0.0
311,-0.0011695647965147744,0.0,0.0,0.0,0.0
312,-0.0012995164405719714,0.0,0.0,0.0,0.0
313,-0.0014439071561910793,0.0,0.0,0.0,0.0
314,-0.0016043412846567548,0.0,0.0,0.0,0.0
315,-0.0017826014273963943,0.0,0.0,0.0,0.0
316,-0.002015281872612105,0.0,0.0,0.0,0.0
317,-0.0022007425029585115,0.0,0.0,0.0,0.0
318,-0.0024452694477316793,0.0,0.0,0.0,0.0
319,-0.0027169660530351994,0.0,0.0,0.0,0.0
320,-0.0030188511700391103,0.0,0.0,0.0,0.0
321,-0.0033542790778212338,0.0,0.0,0.0,0.0
322,-0.0037921083857137576,0.0,0.0,0.0,0.0
323,-0.004141085281260783,0.0,0.0,0.0,0.0
324,-0.004681615291004639,0.0,0.0,0.0,0.0
325,-0.005201794767782932,0.0,0.0,0.0,0.0
326,-0.0057797719642032576,0.0,0.0,0.0,0.0
327,-0.006421968849114731,0.0,0.0,0.0,0.0
328,-0.006890407628609103,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0
330,-0.008204067054021477,0.0,0.0,0.0,0.0
331,-0.009115630060023864,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0
334,-0.012504293635149332,0.0,0.0,0.0,0.0
335,-0.013893659594610369,0.0,0.0,0.0,0.0
336,-0.015437399549567075,0.0,0.0,0.0,0.0
337,-0.01715266616618564,0.0,0.0,0.0,0.0
338,-0.019058517962428488,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0
346,-0.04427402951883022,0.0,0.0,0.0,0.0
347,-0.049193366132033574,0.0,0.0,0.0,0.0
348,-0.054659295702259525,0.0,0.0,0.0,0.0
349,-0.06073255078028836,0.0,0.0,0.0,0.0
350,-0.06748061197809817,0.0,0.0,0.0,0.0
351,-0.07497845775344242,0.0,0.0,0.0,0.0
352,-0.08330939750382489,0.0,0.0,0.0,0.0
353,-0.0925659972264721,0.0,0.0,0.0,0.0
354,-0.10285110802941345,0.0,0.0,0.0,0.0
355,-0.1287295901478104,0.0,0.0,0.0,0.0
356,-0.14029395049205817,0.0,0.0,0.0,0.0
357,-0.1589254199355684,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0
360,-0.19353250507471845,0.0,0.0,0.0,0.0
361,-0.21503611674968715,0.0,0.0,0.0,0.0
362,-0.24333549641301117,0.0,0.0,0.0,0.0
363,-0.26547668734529273,0.0,0.0,0.0,0.0
364,-0.2949740970503253,0.0,0.0,0.0,0.0
365,-0.3277489967225836,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0
368,-0.5064373922223742,0.0,0.0,0.0,0.0
369,-0.55193294991611,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0
372,-0.6978793880780905,0.0,0.0,0.0,0.0
373,-0.7754215423089894,0.0,0.0,0.0,0.0
374,-0.8615794914544327,0.0,0.0,0.0,0.0
375,-0.9573105460604807,0.0,0.0,0.0,0.0
376,-2.04441660290077,0.0,0.0,0.0,0.0
377,-2.1604628921119673,0.0,0.0,0.0,0.0
378,-2.313183190755118,0.0,0.0,0.0,0.0
379,-2.459092434172353,0.0,0.0,0.0,0.0
380,-2.6212138157470584,0.0,0.0,0.0,0.0
381,-2.8339686804560955,0.0,0.0,0.0,0.0
382,-3.037742978284551,0.0,0.0,0.0,0.0
383,-3.2641588647606117,0.0,0.0,0.0,0.0
384,-3.515732071956235,0.0,0.0,0.0,0.0
385,-3.7952578577291503,0.0,0.0,0.0,0.0
386,-4.1058420641435,0.0,0.0,0.0,0.0
387,-4.45093562682611,0.0,0.0,0.0,0.0
388,-4.834372918695679,0.0,0.0,0.0,0.0
389,-5.18463623318347,0.0,0.0,0.0,0.0
390,-5.6495958146483005,0.0,0.0,0.0,0.0
391,-6.166217571831445,0.0,0.0,0.0,0.0
392,-6.7402417464793825,0.0,0.0,0.0,0.0
393,-7.378046384977091,0.0,0.0,0.0,0.0
394,-8.215049118708714,0.0,0.0,0.0,0.0
395,-8.87413133947789,0.0,0.0,0.0,0.0
396,-9.907468047788536,0.0,0.0,0.0,0.0
397,-11.073223637705524,0.0,0.0,0.0,0.0
398,-12.192470708561693,0.0,0.0,0.0,0.0
399,-13.21874903674696,0.0,0.0,0.0,0.0
400,-14.334910564917083,0.0,0.0,0.0,0.0
401,-15.548259234696035,0.0,0.0,0.0,0.0
402,-17.164732482995593,0.0,0.0,0.0,0.0
403,-21.231958870000007,0.0,0.0,0.0,0.0
404,-20.588410391001034,0.0,0.0,0.0,0.0
405,-25.97772700000001,0.0,0.0,0.0,0.0
406,-28.753030000000006,0.0,0.0,0.0,0.0
407,-26.355640599936613,0.0,-0.24806902101520478,0.0,0.0
408,-34.6069,0.0,0.0,0.0,0.0
409,-38.34100000000001,0.0,0.0,-0.0023485773546170208,0.0
410,-43.30000000000001,0.0,0.0,0.0,0.0
411,-48.0,0.0,0.0,-0.0046971547092340415,0.0
412,-48.0,0.0,0.0,-0.004483647676991609,0.0
413,0.0,0.0,0.0,-0.004910661741469369,0.0
414,0.0,-0.9025000023985591,0.0,-0.004910661741469369,0.0
415,-1.4495871011283725,0.0,0.0,-0.0021350703223816936,0.0
416,-1.4995412234759695,0.0,0.0,-0.004270140644756282,0.0
417,-1.5550458038621884,0.0,0.0,-0.005124168773704696,0.0
418,-1.616717559846876,0.0,0.0,0.0,0.0
419,-1.6852417331631955,0.0,0.0,0.0,0.0
420,-1.7613797035146617,0.0,0.0,0.0,0.0
421,-1.8771815345592413,0.0,0.0,0.0,0.0
422,-1.974646149510268,0.0,0.0,0.0,0.0
423,-2.08294016612252,0.0,0.0,0.0,0.0
424,-2.2032668512472444,0.0,0.0,0.0,0.0
425,-2.336963168052494,0.0,0.0,0.0,0.0
426,-2.485514631169438,0.0,0.0,0.0,0.0
427,-2.650571812410486,0.0,0.0,0.0,0.0
428,-2.866588676748793,0.0,0.0,0.0,0.0
429,-3.037742978284551,0.0,0.0,0.0,0.0
430,-3.304430465121967,0.0,0.0,0.0,0.0
431,-3.560478294579963,0.0,0.0,0.0,0.0
432,-3.8449758828666254,0.0,0.0,0.0,0.0
433,-4.16108431429625,0.0,0.0,0.0,0.0
434,-4.512315904773612,0.0,0.0,0.0,0.0
435,-4.902573227526235,0.0,0.0,0.0,0.0
436,-5.2604143541063095,0.0,0.0,0.0,0.0
437,-5.733793726784788,0.0,0.0,0.0,0.0
438,-6.166217571831445,0.0,0.0,0.0,0.0
439,-6.636293706804706,0.0,0.0,0.0,0.0
440,-7.262548563116339,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0
442,-8.588951532414304,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0,0.0
444,-10.356310824946336,0.0,0.0,0.0,0.0
445,-11.60568098209341,0.0,0.0,0.0,0.0
446,-12.784089980103788,0.0,0.0,0.0,0.0
447,-13.85195605753578,0.0,0.0,0.0,0.0
448,-15.279951175039756,0.0,0.0,0.0,0.0
449,-16.86661241671084,0.0,0.0,0.0,0.0
450,-18.62956935190093,0.0,0.0,0.0,0.0
451,-20.588410391001034,0.0,0.0,0.0,0.0
452,-25.97772700000001,0.0,0.0,0.0,0.0
453,-28.753030000000006,0.0,0.0,-0.0035795454545493044,0.0
454,-31.836700000000004,0.0,0.0,0.0,0.0
455,-34.6069,0.0,0.0,0.0,0.0
456,-38.34100000000001,0.0,0.0,-9.04166666657602e-05,0.0
457,-42.49000000000001,0.0,0.0,0.0,0.0
458,-48.0,0.0,0.0,0.0,0.0
459,-47.1,0.0,0.0,0.0,0.0
460,-48.0,0.0,0.0,0.0,0.0
461,-47.1,0.0,0.0,0.0,0.0
462,-48.0,0.0,0.0,0.0,0.0
463,-35.78139999991305,0.0,0.0,0.0,0.0
464,-47.1,0.0,0.0,0.0,0.0
465,-48.0,0.0,0.0,0.0,0.0
466,-47.1,0.0,0.0,-0.00014422158759686,0.0
467,-47.7482250000012,0.0,0.0,0.0,0.0
468,-13.600181057536977,0.0,0.0,0.0,0.0
469,-15.028176175040953,0.0,0.0,0.0,0.0
470,-16.91295748299679,0.0,0.0,0.0,0.0
471,-18.960813869995103,0.0,0.0,0.0,0.0
472,-20.956459855550115,0.0,0.0,0.0,0.0
473,-22.764900434445593,0.0,0.0,0.0,0.0
474,-28.22158900000001,0.0,0.0,0.0,0.0
475,-26.355640599936613,0.0,0.0,0.0,0.0
476,-29.17293399992957,0.0,0.0,0.0,0.0
477,-39.07000000000001,0.0,0.0,0.0,0.0
478,-43.30000000000001,0.0,0.0,0.0,0.0
479,-48.0,0.0,0.0,0.0,0.0
480,0.0,0.0,-0.46953310198504283,0.0,0.0
481,0.0,0.0,0.0,0.0,0.0
482,0.0,0.0,-0.8280719428773509,0.0,0.0
483,0.0,0.0,-1.083673016366518,0.0,0.0
484,-1.0000011922145695,0.0,0.0,0.0,0.0
485,-1.0000013246828552,0.0,0.0,0.0,0.0
486,0.0,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0,0.0
490,-1.0000019915327243,0.0,0.0,0.0,0.0
491,-1.000002253624235,0.0,0.0,0.0,0.0
492,-1.0000025493714797,0.0,0.0,0.0,0.0
493,-1.0000028326349775,0.0,0.0,0.0,0.0
494,-1.0000032033531256,0.0,0.0,0.0,0.0
495,-1.0000034348791875,0.0,0.0,0.0,0.0
496,-1.0000038165324308,0.0,0.0,0.0,0.0
497,-1.0000042405915897,0.0,0.0,0.0,0.0
498,-1.0000046264446585,0.0,0.0,0.0,0.0
499,-1.000005140494065,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0
501,-1.0000063462889692,0.0,0.0,0.0,0.0
502,-1.000007051432188,0.0,0.0,0.0,0.0
503,-1.0000078349246533,0.0,0.0,0.0,0.0
504,-1.000008705471837,0.0,0.0,0.0,0.0
505,-1.000009851137302,0.0,0.0,0.0,0.0
506,-1.0000109457081132,0.0,0.0,0.0,0.0
507,-0.7482371618991007,0.0,0.0,0.0,0.0
508,-1.3513219892780221e-05,0.0,0.0,0.0,0.0
509,-0.7482402865857394,0.0,0.0,0.0,0.0
510,-0.7482419850951331,0.0,0.0,0.0,0.0
511,-1.0000192080003885,0.0,0.0,0.0,0.0
512,-1.000021342222654,0.0,0.0,0.0,0.0
513,-1.0000237135807266,0.0,0.0,0.0,0.0
514,-1.0000263484230296,0.0,0.0,0.0,0.0
515,-1.0000297876454531,0.0,0.0,0.0,0.0
